-4.03757,-2.84892,-9.30021,0.689189,9.57109,-4.87414,-8.62807,-8.78916,5.91324,-4.96491,4.54967,0.218032,1.16075,-9.95985,7.13255,-9.19488,5.19792,0.718115,2.8563,5.97145,-5.73245,8.49006,-9.7661,9.04626,2.17192,-6.99161,-9.11139,2.97127,1.06387,-2.43964,0.405968,-6.3478,-1.57352,-0.545414,8.87202,-0.385724,3.58301,7.89287,-2.48918,-8.42528,1.45626,1.20641,7.7845,8.13552,-6.93733,-7.1072,-3.47864,6.90638,6.60607,2.75073,-9.07915,6.97049,5.99858,-0.00905357,2.02385,2.30446,-3.46319,-6.69022
-2.84892,-6.15133,-9.73951,-2.77949,-3.88612,-0.46727,-7.20381,-1.75283,9.21869,-6.56165,-5.84633,6.27617,0.108914,-4.8391,-1.92218,2.26565,-1.1237,9.89708,5.83876,-7.758,-2.19057,-8.62675,-7.37524,6.60067,7.61335,-0.694987,7.11497,2.8332,-5.46307,7.36257,2.88662,-2.84669,-6.54312,-3.94823,-5.54061,6.68327,4.83946,-2.02142,5.81119,-2.10247,-8.62334,-5.59146,-1.498,0.822016,8.2421,8.36337,-0.506068,9.42081,-1.81424,-2.51138,-1.48658,6.28836,6.88608,4.16765,-4.8482,3.64159,-4.02547,-7.23916
-9.30021,-9.73951,-2.63228,0.412808,7.35849,-3.07362,0.481632,9.2401,-1.17973,8.48917,7.15991,4.65567,2.16283,3.86603,-0.790157,2.37252,-5.66504,6.76573,-6.68685,1.19137,6.29038,8.18342,-1.56465,4.95139,1.19643,7.97161,-9.42002,9.95691,3.06512,-1.23159,-3.93404,9.52431,9.7224,-5.56587,3.80724,2.95972,-3.85074,-8.3978,-6.88495,-0.310517,-6.69606,9.94114,-0.18925,-8.07389,-2.60208,8.73593,4.31654,0.873605,-2.04389,-8.29322,4.35227,6.3023,5.3059,-2.02396,3.56427,3.85223,-5.84963,8.85142
0.689189,-2.77949,0.412808,9.05094,7.44016,8.4279,-4.44272,9.79483,0.0700771,4.54656,-1.13418,0.917665,8.25336,-6.23689,3.53681,-1.71648,-8.79277,8.10797,5.38174,-1.18101,4.19826,-9.09653,-4.69185,-8.39744,3.55555,-7.81466,-5.60764,-9.15613,-4.35397,-9.28659,-1.35804,5.61407,5.04721,2.46067,9.04671,3.72642,6.84042,-6.84642,-6.74969,9.59709,-1.0057,-7.78468,3.74715,-9.05395,2.56432,7.52948,-3.12132,-5.89197,4.27138,-1.21241,-7.32864,2.07152,6.9709,9.58643,1.5705,7.52778,9.79483,-4.60504
9.57109,-3.88612,7.35849,7.44016,7.34249,6.70651,7.06859,8.83853,-2.91725,-7.45206,3.86792,6.874,-1.39033,-0.852838,-2.35251,-0.239471,5.94983,-1.3433,0.57392,-7.92772,-6.78195,0.0255727,-1.40007,-1.29206,-4.55392,3.05552,3.88643,-3.75782,-9.47195,-8.57944,-3.99936,-6.85234,-8.16008,-1.68093,-0.0690372,5.76959,-0.723168,-4.03406,-7.36967,8.89965,-2.62439,-9.86352,-1.17527,0.539992,-5.22607,9.84045,9.92287,7.1799,-9.16975,-1.46111,9.41745,1.7625,5.25016,-1.62419,1.21691,-0.822514,6.3488,-6.65103
-4.87414,-0.46727,-3.07362,8.4279,6.70651,8.25883,8.81844,-9.70071,-9.54983,6.32327,-6.33754,5.65133,8.87279,9.57356,-2.56948,-8.4673,-0.595398,8.44426,5.48639,6.68992,-9.70453,-3.43016,0.588701,0.57338,-2.06304,-8.40528,-6.5756,9.1528,-4.74179,-3.65876,-5.07147,-6.25076,-3.54732,8.4354,-9.12929,6.80803,-1.21265,-2.04876,9.3139,-4.2792,0.56552,7.30418,1.8629,8.36067,-1.51124,5.01173,0.169977,2.39261,1.90737,-7.91779,5.66963,-9.5864,-3.27679,-0.0317627,-2.51256,3.36314,-1.00297,-0.360928
-8.62807,-7.20381,0.481632,-4.44272,7.06859,8.81844,0.262684,-4.21569,6.50429,0.0683119,-4.88582,-1.58442,4.10758,4.44121,-0.735793,6.99995,9.80996,7.99761,9.56554,-7.16242,-7.43596,-9.87036,9.27998,-9.13359,-8.05586,-0.531568,6.38511,-2.48474,2.77982,-6.49245,-7.71642,2.00388,-1.50136,9.19422,-1.89959,8.98612,0.741894,4.72631,0.575992,6.28031,-6.9476,-9.89907,2.70312,0.568045,-4.65362,-2.53674,6.82318,3.78904,-8.02887,6.48405,-4.77993,1.62655,5.2345,-8.95205,4.32346,-1.11857,2.87483,0.970039
-8.78916,-1.75283,9.2401,9.79483,8.83853,-9.70071,-4.21569,-5.52324,2.78078,8.5671,-2.46141,3.54779,5.27598,2.48966,-7.50216,3.01651,6.18584,-2.89019,3.79358,-0.970934,6.61855,0.551882,-1.92619,4.15741,1.13739,1.72496,9.05448,-8.28434,1.23337,-6.65726,7.92924,-9.50323,-5.71653,3.00625,3.01144,0.819064,-3.48145,4.2214,-3.95305,2.1683,-7.43611,-4.96464,-9.97659,-5.50636,3.40693,-7.32588,-3.51425,4.86101,2.53739,8.21911,-4.92495,-7.35428,8.5451,6.60438,7.37728,3.47888,-4.08651,-7.7987
5.91324,9.21869,-1.17973,0.0700771,-2.91725,-9.54983,6.50429,2.78078,6.68689,-9.95784,9.00677,0.292235,4.9224,-3.37225,-5.96832,-3.42511,-5.119,2.52841,-1.10099,-2.71931,-3.97838,2.40201,8.78833,0.550261,-8.84944,-5.18974,-7.08033,0.751309,4.72023,2.20358,-1.6669,3.59996,-9.1746,5.38954,-3.17957,-6.9934,-6.84507,8.53677,-1.18512,-7.51049,-0.586979,-0.800548,4.31602,-9.25708,5.3563,-4.88796,-0.769569,8.29844,1.20442,-7.17188,-2.6278,-4.55886,5.63289,9.98331,-8.82859,4.77337,-2.98521,5.26866
-4.96491,-6.56165,8.48917,4.54656,-7.45206,6.32327,0.0683119,8.5671,-9.95784,-0.220029,-4.57382,-6.39805,2.59626,8.87393,6.76682,4.31411,1.83659,-7.93504,4.18312,7.96816,-9.48629,-0.398906,3.74978,9.12711,2.54244,6.55131,0.75617,1.16546,9.77978,1.2844,-1.63286,-6.47423,8.87324,-2.29524,0.0305444,-9.78949,8.12376,-5.26966,-9.49301,8.38444,0.201598,-4.57468,-7.81325,8.80158,-1.51118,-3.73761,3.9621,-5.97187,4.67009,-0.903856,-0.098739,-5.38303,-1.72459,-1.54217,-5.64281,6.35379,3.86635,6.57068
