-7.65037,-4.8284,-5.53761,3.34388,7.34128,-7.41899,3.9271,9.96496,-0.479583,-7.99821,-6.78841,8.44474,0.977377,5.52563,-3.69132,-5.10746,5.51824,9.09708,-9.86808,0.39477,-6.49015,6.37603,-7.41411,-2.4152,-2.76482,-2.75375,-8.56048,3.51885,-1.35795,-0.189834,-5.22462,1.47787
-4.8284,9.93857,-3.72313,-8.00312,-9.19983,-9.49122,1.34982,-8.72104,6.7591,-7.95076,-2.69405,-7.23904,1.63943,5.28345,-0.103245,4.04803,9.98869,9.77448,-0.535215,8.17414,5.01729,8.02525,6.22095,6.91451,7.1398,3.51808,6.06044,3.70184,-0.877445,4.69263,-3.01902,-6.23565
-5.53761,-3.72313,-3.64307,-7.55047,6.14196,3.90277,6.3295,-0.0452995,-1.83376,8.21703,1.10539,5.82868,1.61886,-5.91068,6.16199,-8.73643,-0.322911,2.53265,-9.3799,5.00582,-6.71668,-3.98784,-2.08492,6.96485,-7.34727,-8.15438,-4.12689,-0.269815,1.7171,4.13968,6.76154,9.78308
3.34388,-8.00312,-7.55047,-3.60079,4.58552,-0.937234,3.90327,6.87572,4.40641,2.21545,0.639786,5.28941,-3.40794,3.77192,-9.29081,-6.16767,-0.271737,-9.087,-9.39177,-6.75227,-5.56622,0.12457,7.96606,4.24467,6.22581,-9.72366,-2.89831,-8.48523,0.0644781,-5.24213,0.384021,1.7939
7.34128,-9.19983,6.14196,4.58552,4.80037,-7.87923,-6.37158,5.74021,-2.77117,5.08291,-2.4794,-3.42753,-8.33196,7.19256,8.19877,-6.66963,2.68682,6.30003,3.06269,5.38527,0.562538,-4.67326,7.56156,2.27352,0.99448,9.9367,-6.63049,-1.48947,5.49556,-2.81595,9.98494,1.81691
-7.41899,-9.49122,3.90277,-0.937234,-7.87923,-9.97968,-0.464667,-4.34019,7.14134,7.43643,-9.80549,-2.03974,1.3802,-7.53904,0.660431,-8.51197,-5.17566,7.85298,-0.39935,-5.26283,-3.21289,9.46147,3.56151,-6.83303,-5.82803,2.81341,1.3954,7.61025,3.48541,9.5139,3.07955,4.45788
3.9271,1.34982,6.3295,3.90327,-6.37158,-0.464667,-2.09708,-1.86993,-9.22881,-8.34113,-2.86672,1.12219,9.04988,-0.629619,9.48236,0.847991,-2.71608,-9.58332,-4.88211,9.20146,-0.978904,-7.7922,8.3204,-0.772641,1.53835,-6.62421,-3.74668,-0.262317,-0.250887,-3.74666,-4.45195,-6.26629
9.96496,-8.72104,-0.0452995,6.87572,5.74021,-4.34019,-1.86993,8.32259,2.82119,-1.83633,7.09622,4.66233,8.92328,-6.21944,4.83401,3.11762,-3.63757,-2.71641,1.72551,3.86178,-3.62107,3.62027,-5.69656,4.14967,0.888067,-6.20472,-2.99081,7.7332,-5.584,4.17702,3.33799,-2.59918
-0.479583,6.7591,-1.83376,4.40641,-2.77117,7.14134,-9.22881,2.82119,-2.54637,4.52012,5.32626,1.0385,-1.27749,-1.98368,-3.20173,2.22104,-5.33924,3.48513,4.57785,-9.4303,-7.92463,-2.32587,-6.09205,-4.24733,9.21125,4.57035,3.55259,-2.83081,-0.481237,-5.04346,-7.23736,-0.106995
-7.99821,-7.95076,8.21703,2.21545,5.08291,7.43643,-8.34113,-1.83633,4.52012,-9.13573,0.952831,2.97935,8.86565,-0.842688,0.57456,-7.90384,9.85013,2.3353,9.15912,-8.70112,-7.78177,-5.44033,2.2992,-4.29109,-0.948236,-9.1053,-3.33369,-6.63798,-7.96274,-6.3455,-5.54554,8.40543
