9.19092,-3.09728,9.07799,3.54399,5.49492,4.78894,-2.15387,5.38533,1.95161,-7.38712,-2.8818,-4.48787,-8.35124,0.623339,-3.98061,9.56135,-3.28386,-0.237312,-7.01234,0.102052,7.76338,-8.94008,2.16204,0.100903,-1.72532,9.05803,3.15708,8.81535,-4.92431,4.50928,-0.953453,9.32508,-0.728699,-9.27394,-1.77738,-6.90294,-3.31412,9.88617,-0.534904,-1.39304,2.74461,7.01741,-0.401959,-4.84591,8.29342,-2.25541,-7.89593,-5.89921,8.83755,7.46,5.41743,-4.60753,8.68659,-7.3198,0.345674,-7.06731,-0.415244,-5.36959,5.12474,2.94955,1.34237
-3.09728,-4.45009,2.525,-1.72651,-8.05748,0.112012,-1.74756,-8.68951,5.03969,-4.37921,7.37998,-6.34481,-1.44727,-1.32152,9.97279,-7.80851,7.50265,-8.16943,0.244263,-0.0457648,-5.521,5.03939,-3.47965,-0.510298,-3.98208,9.61499,-7.66288,3.6379,-6.6571,8.67526,6.53321,4.45295,6.8491,6.05798,4.08986,-4.92639,-3.86168,4.19718,2.83696,4.90852,-0.806098,-2.80258,5.42585,0.0537446,-9.52577,-8.39602,1.24797,7.45488,4.96463,-1.83311,0.399042,-1.38543,5.65418,6.53668,-8.87273,8.50055,1.96652,6.60818,-3.72179,-4.46298,1.4191
9.07799,2.525,-1.88254,-2.12713,6.8385,-8.93703,3.38929,-5.8685,-6.18465,-5.93702,-9.85991,6.64571,-9.43245,1.10564,3.46456,4.49614,6.81585,4.70577,-8.3648,9.87152,8.81629,-5.74981,-0.409036,2.23248,-7.32351,4.12024,8.04364,-9.81519,-5.90849,-0.545298,5.61357,1.53002,-7.00493,7.28163,-3.43149,5.6172,4.589,-3.57961,-2.94218,-5.39375,1.71832,1.56241,-3.14706,1.8434,2.42873,-1.71659,9.05139,-2.62867,1.65606,6.53487,5.43569,2.67109,8.08739,-8.35832,-4.11778,-3.41304,-0.623927,-0.16514,-4.62613,0.987019,-5.24349
3.54399,-1.72651,-2.12713,-8.51285,6.89247,-0.278207,-0.424228,7.44861,-7.85048,-9.17683,2.90353,-8.40752,2.68508,6.53741,-7.29482,-0.523062,2.73385,-8.33404,-0.818497,5.50284,-4.51166,-6.06082,-3.29633,-6.95936,1.83564,8.50984,2.19075,8.69735,-8.10021,-5.56335,-7.46223,-4.97675,-4.09315,2.9303,0.456093,-9.28338,-5.58616,-0.138339,4.56039,-8.68005,3.08296,6.3886,-2.53192,3.41342,3.63288,-2.08774,-1.92695,0.648225,1.56435,7.25712,3.70909,7.59606,1.58238,2.74425,1.93856,-1.21345,5.54291,-2.87433,-1.04013,-6.31223,5.06959
5.49492,-8.05748,6.8385,6.89247,-1.03494,-6.52247,8.91194,3.99904,9.28204,-1.65419,-1.61614,-8.21253,-3.46713,-7.87953,1.1152,-1.67232,6.6291,2.95049,3.30862,7.25085,-5.27832,-2.74548,-6.39425,-9.85715,7.68738,-9.95688,-1.47092,0.299611,-4.48372,9.55985,2.70358,-2.48794,6.87438,-8.49456,-6.15394,-3.6417,8.62299,9.20541,-3.10647,-4.11638,1.44345,-0.261005,-6.66597,-4.69921,-1.9416,3.42995,9.70388,5.79351,-9.53699,0.538836,-7.03614,0.741276,9.07303,5.79566,-2.63249,9.15179,-0.881132,8.88855,-9.98226,-9.36909,9.2037
4.78894,0.112012,-8.93703,-0.278207,-6.52247,7.66093,-9.22998,1.65224,9.01285,-1.84194,-0.795404,5.02519,-1.45615,4.92238,4.11643,-4.33293,-3.98441,2.11823,2.33608,-8.861,-2.26181,2.14468,0.952962,0.606469,-6.90223,-4.09458,-4.96851,1.52267,2.37759,2.38385,-8.99767,-2.91489,8.96549,9.74897,8.10737,2.54322,9.25109,-0.592309,-9.7335,4.99674,-3.53892,-1.74575,5.58576,-1.63171,-5.30012,5.7487,-2.10466,-9.56326,2.0374,9.75623,-4.57113,1.99653,-6.63731,1.76398,-9.4999,-9.93122,-0.405446,-1.49573,-5.91913,-2.40455,1.84177
-2.15387,-1.74756,3.38929,-0.424228,8.91194,-9.22998,4.13591,-6.52971,1.43134,1.32761,-0.21086,-2.91674,-2.66182,3.49138,6.45878,-1.35325,-4.57811,3.30344,6.01752,-1.02345,5.39071,6.25861,8.68122,3.22452,-9.55192,8.13664,1.87041,5.30103,-0.986996,-6.22272,8.50575,8.87787,4.2946,-9.84397,-0.508635,6.41201,-7.78223,-5.85752,0.68688,5.92796,-6.97781,-0.423009,-7.11026,1.13712,6.71197,-9.01244,-2.73823,6.26612,0.372474,5.7254,3.32055,0.915969,4.4271,-4.9509,0.654453,8.65997,3.06251,-2.96741,7.89582,9.25638,0.973222
5.38533,-8.68951,-5.8685,7.44861,3.99904,1.65224,-6.52971,6.07664,0.713756,5.8519,-3.58147,9.49973,4.12333,3.23462,-9.9845,-2.16226,8.71774,-6.78776,-6.05747,-9.97589,-3.48537,3.18276,4.2419,6.65055,4.5379,1.56992,9.76074,-8.87695,-4.77679,1.06249,5.67958,4.90678,1.6594,4.23371,9.22865,-1.24284,3.00235,-1.23527,-8.01948,-8.66533,9.83888,-4.11413,9.21283,-5.07323,-3.41292,8.90045,8.15943,-4.12463,-6.88563,-9.04686,-3.28212,5.13117,-8.97308,9.92354,-6.66071,6.91681,6.7711,-7.45066,2.24542,5.34808,-5.74668
1.95161,5.03969,-6.18465,-7.85048,9.28204,9.01285,1.43134,0.713756,4.25545,1.79477,2.82228,8.71266,1.26803,-9.81084,4.04164,-1.80788,6.48518,1.74792,-5.7603,-1.25125,7.64907,9.30591,-4.31809,8.45126,-8.22658,9.51153,1.40819,9.76821,9.44175,6.89412,-4.55169,2.24359,9.0616,-2.31469,6.41841,-8.49187,3.40972,-0.0871421,2.74892,-3.33477,-9.86918,9.62442,4.07295,3.05064,-0.655268,-4.87108,-9.94058,2.00538,0.906193,1.7375,-1.80146,7.61192,-2.1879,9.37807,6.87075,-8.89887,-1.98234,7.27467,-3.82167,-4.68892,-3.95946
-7.38712,-4.37921,-5.93702,-9.17683,-1.65419,-1.84194,1.32761,5.8519,1.79477,9.70834,3.8904,-5.61559,5.74254,-7.46287,-4.13131,9.6641,-4.65493,1.00132,1.45135,-9.75203,-6.67612,-8.08166,9.00405,0.0663528,2.94072,9.40851,9.61248,-5.21942,-4.82166,-7.86888,-4.86223,-7.92837,5.13067,-4.86562,-4.85819,9.83307,-4.55184,6.33855,4.18906,9.5719,-5.34786,8.43503,2.33463,-6.63042,1.7432,-1.58243,3.19039,-4.85943,1.38465,1.82468,-4.64001,7.88862,-6.41106,1.77711,-9.03012,-3.3826,-5.68887,-3.19612,9.72855,-4.57883,-1.09542
