8.14878,-8.37572,8.09293,2.09753,5.65184,8.35541,6.38502,-7.67772,-3.49724,-2.40847,1.99482,7.35381,-0.244622,8.97309,-1.18587,-5.05602,9.72744,4.59999,-5.25576,-9.3419,5.02387,4.96593,3.63204,-5.20162,3.44877,-6.71885,2.17053,9.63264,-5.44181,3.41261,-2.56932,2.1848,-0.615824,7.52588,4.98463,-0.159305,1.00021,-2.24615
-8.37572,6.56417,4.24366,5.36466,-8.86327,-7.73537,-2.19733,0.883011,5.22367,-9.51167,-2.82389,-1.19919,0.749764,-9.29484,3.42952,-9.79342,6.0871,7.64497,-3.07865,-5.66731,-7.2422,5.8246,5.8842,6.48637,7.58301,-9.17802,1.4304,-7.73351,-3.4992,-5.57979,-6.01001,6.78444,0.423529,-2.70075,-1.48727,5.95281,-7.0336,2.42367
8.09293,4.24366,-6.8865,-2.21858,-9.1683,-9.39702,8.11021,2.67411,-3.54574,-5.14685,-0.578882,-9.24706,-3.87078,-0.424037,0.719133,7.83108,7.06937,6.12165,0.511493,5.5114,-9.70403,-5.28389,-9.17392,-9.48854,0.159861,2.24036,-7.97698,-9.58243,-1.04026,-9.6339,-4.80294,-2.05489,-0.378004,9.10286,-2.9027,2.03031,-0.41708,-3.9009
2.09753,5.36466,-2.21858,8.04888,0.884664,-9.84009,7.99718,4.53052,5.5525,5.13049,0.269823,-2.15773,4.80768,-9.90944,8.97956,9.66284,9.21938,0.0132503,-0.507016,-1.55236,5.6299,6.89987,2.277,6.58869,8.32284,-8.35292,-0.876107,-8.03925,0.647145,-7.69957,-4.41997,0.453881,-1.35643,-5.25406,-2.48955,-4.87014,-2.62744,-5.72735
5.65184,-8.86327,-9.1683,0.884664,-9.58469,-5.24739,4.74296,-5.45317,-3.71627,7.46535,3.02982,0.856819,9.19898,-1.66538,2.74515,1.01241,8.10382,9.34379,6.0228,4.53417,2.0433,-1.49523,0.210886,-8.81654,-4.81558,-8.42237,-0.793404,9.67112,-8.25658,-2.32731,7.89257,-6.80811,9.1025,-0.263355,8.04114,2.85983,-5.72908,4.80685
8.35541,-7.73537,-9.39702,-9.84009,-5.24739,9.3531,-5.26897,-0.308192,3.80276,-9.99199,-1.40481,0.635465,-6.75076,-5.2359,2.24042,6.85602,-7.25989,8.82939,-8.31517,3.37989,6.64587,9.98041,-8.9787,0.0732133,3.10164,-2.55477,7.55068,-5.79234,-3.94122,7.95655,5.21625,-5.37202,5.45811,4.15738,-2.47289,-9.68555,-4.56559,-2.63454
6.38502,-2.19733,8.11021,7.99718,4.74296,-5.26897,-6.87059,-0.695931,9.31858,-5.27039,5.7601,-1.142,-1.48748,-5.95235,4.3977,1.0464,8.43355,-1.53464,9.49091,-3.14171,1.72211,-3.11061,-9.92293,-2.36131,-6.06181,-0.845507,-5.38325,-7.25227,-1.08222,-6.02959,2.99265,-5.00767,1.12764,-9.20238,3.08944,5.47231,8.29626,6.8339
-7.67772,0.883011,2.67411,4.53052,-5.45317,-0.308192,-0.695931,-5.25632,-2.2951,-3.49862,-5.99684,8.14356,-3.26328,-2.80594,-5.47289,6.00788,9.57366,1.09082,-1.57672,-3.4148,-6.56747,7.3903,-2.20227,-8.59068,6.42651,-9.88075,-0.751126,-7.97189,9.38107,-8.4139,-9.93653,5.46965,3.43924,8.79109,-9.30561,-3.73674,4.83073,-4.90407
-3.49724,5.22367,-3.54574,5.5525,-3.71627,3.80276,9.31858,-2.2951,8.15604,3.49666,8.51406,-7.78254,6.70263,-5.56988,-0.793578,-9.17314,-9.67053,9.08808,2.03771,-3.83784,-0.444554,-5.00554,2.00002,-1.71734,-9.02865,-0.631521,8.78149,5.01759,-1.23691,3.30106,4.65252,-9.42078,-7.01873,1.06467,-9.55798,6.78677,4.68754,-9.54148
-2.40847,-9.51167,-5.14685,5.13049,7.46535,-9.99199,-5.27039,-3.49862,3.49666,-4.78904,-3.2126,9.80245,4.86784,9.04124,2.65453,2.49364,7.5929,5.608,-1.34519,-4.4727,-9.21698,3.50185,-2.33394,2.04893,2.09031,-7.77509,-3.55085,-6.12068,5.06083,8.26398,8.77597,9.31796,-9.97605,2.80527,4.52056,5.12899,-1.9635,-0.363734
1.99482,-2.82389,-0.578882,0.269823,3.02982,-1.40481,5.7601,-5.99684,8.51406,-3.2126,-1.55619,-8.27438,4.71986,-0.968348,8.45914,-5.91564,0.95759,-3.87142,-5.88263,-1.98199,-4.30275,-1.25829,-6.00928,5.56444,3.48124,6.63189,1.91008,8.71379,-7.58674,-6.13446,8.59499,-5.63079,9.89068,1.01087,-1.10914,-6.2448,6.30174,-1.78277
7.35381,-1.19919,-9.24706,-2.15773,0.856819,0.635465,-1.142,8.14356,-7.78254,9.80245,-8.27438,2.40367,7.84079,3.80082,3.18632,-2.54572,-7.93564,-1.88849,-7.9646,1.77748,7.79651,-4.1205,-9.39973,4.5409,3.53945,-4.02807,8.25114,-1.63684,1.26716,0.996934,-0.543667,-4.69374,-3.56634,-8.53809,-1.79118,-7.08001,2.84308,-2.11704
-0.244622,0.749764,-3.87078,4.80768,9.19898,-6.75076,-1.48748,-3.26328,6.70263,4.86784,4.71986,7.84079,-8.73809,-5.8772,-0.24391,6.06905,-0.0861917,6.9842,6.50245,2.59885,-9.70696,-0.975419,-4.23326,6.21446,5.35704,-9.5458,-1.35921,0.831052,-2.66731,1.3438,-2.04498,7.47817,-4.11087,1.63758,-2.55087,-3.65111,-0.364775,-0.928088
