-4.11969,-3.49748,-7.59127,-7.80938,-8.04885,-1.38246,2.67804,-2.37353,-5.2544,-7.96779,-3.04559,2.09796,-8.96104,-5.46696,-5.30188,5.16956,-0.638036,-5.90234,-3.24637,-9.68914,9.64395,5.89141,-8.74758,1.3978,-4.45858,4.90368,2.7867,-7.55527,7.39398,-0.245202,-8.53104,2.96276,2.86801,-7.95312,2.57089,0.229191,-2.92917,3.03139,3.52687,5.87435,6.48506,-4.68046,3.13741,-6.12615,2.89768,6.64152,1.83542,8.66789,3.08636,5.1177,-6.76921,6.55757,-4.10649,4.26651,6.46059,8.65257,2.73316,-4.00888,5.53298,-7.74844,8.07871,9.63605,6.31662,-9.92373,-2.52259,-9.25545,-9.19907,4.13947,-1.9982,4.45743,-0.492699,-7.78246,-9.25576,-0.648684,2.06248,-4.21534,0.277899
-3.49748,-0.494694,-1.60988,7.09413,9.54053,-2.97173,-1.55895,5.13148,-5.31691,-3.61472,8.44292,0.142407,1.22399,1.46415,-1.55478,-4.54451,3.50556,3.65267,-8.30712,4.56791,9.47548,2.23478,3.82681,9.1471,2.01728,-8.92043,-7.77548,1.69575,4.57704,-9.18287,-8.71376,-0.341597,-5.02342,0.451457,5.24309,-7.98661,-2.07898,6.15386,-3.71683,-4.23448,7.5662,2.06698,-1.01227,-4.59869,3.91513,-5.16022,-3.98768,1.86178,8.61592,0.939592,-4.26651,-7.33602,-4.76786,6.07222,9.40598,-9.71912,0.342718,7.95118,-9.21851,2.66797,3.83696,3.50138,8.56325,-8.12563,-4.97277,-8.67599,0.0148075,4.82253,8.42808,-5.00529,-7.80206,0.408961,2.76056,-2.78883,-5.42757,-1.31696,7.27364
-7.59127,-1.60988,-0.878034,9.20832,-4.39391,9.42093,4.24047,-1.97031,-3.97095,-5.40742,-9.42756,-8.91016,1.41218,-9.82281,9.8192,1.81188,-0.288266,-9.96549,-3.51411,3.32012,-9.97281,1.20272,-1.65688,-7.37629,-5.95143,9.43037,3.04385,7.05259,9.77833,-4.98533,-6.93483,-5.03262,1.67271,-6.1837,-9.69751,-6.11453,0.236929,4.43059,-6.93773,7.26747,4.67414,-8.79069,-1.93623,6.98434,2.16145,0.0722634,-5.9666,-8.80728,-4.66498,-4.49264,-7.88085,6.09154,-9.13894,7.84839,7.02283,8.98511,5.15189,-3.20051,4.16989,-2.82706,-8.16394,7.18954,2.39278,1.71534,-7.30574,-4.36751,8.8501,6.89891,-0.0304201,9.4482,6.44618,-3.03659,-2.30269,-9.08284,2.76924,-4.27241,8.63111
-7.80938,7.09413,9.20832,-2.20501,5.61248,5.25017,2.68823,-6.57893,-9.81804,-0.0704247,-0.912353,-3.82281,-9.80384,0.881839,6.94537,-6.99668,4.21919,-1.69254,6.96275,-7.22697,-3.76927,-3.44196,-0.0458091,-9.90986,6.88387,9.60563,-7.98685,1.13663,9.67372,5.96715,-5.88837,-6.07516,-5.32847,1.29174,-1.00788,-3.73474,5.2928,-4.78373,3.88605,5.3521,7.46522,-4.14491,1.65146,3.81429,4.80993,-0.863735,1.5321,0.359205,4.0716,-5.81994,-0.400047,0.615468,2.63172,-5.58695,-6.83526,-5.35534,3.39519,1.21485,1.7133,-2.65034,7.00651,-3.12222,-5.85054,3.33671,-4.0209,-8.45346,8.86823,2.07967,0.390495,-1.85386,3.46263,1.68133,-1.72002,-2.7753,5.57762,7.22737,-2.95989
-8.04885,9.54053,-4.39391,5.61248,-1.54938,3.83647,3.22883,7.51586,-7.41752,4.775,5.92014,-5.22321,7.90091,6.63241,1.4204,-7.10608,7.05575,3.99045,1.46292,8.72011,1.33325,9.45167,-2.37032,2.13193,-2.15479,-3.45565,-7.96995,2.49172,-1.06172,9.18353,-4.41823,8.56048,-6.65475,7.27929,7.41039,1.53905,-1.09389,-7.14115,-2.42756,-6.63742,-8.73934,8.74045,-3.40526,-2.15382,-6.74819,9.93707,0.45189,9.51193,9.792,8.28334,-0.166684,5.42986,-8.94225,-5.48606,-6.57805,0.401671,-6.64369,-3.11754,-8.40546,-7.14246,6.74829,6.52542,0.711175,7.19223,9.88839,8.62248,-9.76158,-4.94122,-6.86353,0.0442496,-0.676798,-3.795,7.26083,8.3308,3.88793,-2.47507,-5.42081
-1.38246,-2.97173,9.42093,5.25017,3.83647,3.02065,2.81534,-6.95393,7.68837,7.44825,-1.60226,1.30806,-3.98477,-1.54253,1.18346,2.16177,0.923785,-7.71477,1.01121,-2.38121,-8.0717,7.64104,-1.72319,-9.46618,1.72732,-2.88173,-3.19208,5.98507,4.23301,-5.97263,2.52051,-4.82993,-5.5354,0.438966,8.5299,7.40268,6.5285,-7.30094,-1.31701,-2.2004,-3.02173,3.33132,-6.67951,-0.157331,3.12656,1.91777,8.43839,4.3802,1.88235,2.84566,8.7492,9.68334,6.17604,4.005,-3.49729,-1.85101,-1.55394,-4.64214,-8.53044,-9.01425,1.49659,3.12415,-2.124,7.6095,-8.90151,-2.59926,3.92426,3.77002,-5.1955,5.28899,4.51262,-1.779,-1.24987,0.200883,-3.9848,-9.40492,-7.70789
2.67804,-1.55895,4.24047,2.68823,3.22883,2.81534,9.41038,-0.484329,-8.31766,2.87855,7.41196,4.01557,-7.11622,-7.49466,9.22547,6.09662,1.31254,6.57334,-6.54995,7.6856,7.49413,-9.15045,9.59318,8.80926,-7.25493,5.55975,4.44699,1.26162,-8.99508,3.15214,-2.44199,8.65723,3.71454,7.64487,1.80574,-8.26797,1.45467,-9.72094,5.07177,7.55297,6.33742,-2.35991,-6.63634,-1.502,8.02843,-8.51122,9.05773,6.9072,-8.48522,-1.53427,-4.45807,-0.607411,-8.05239,7.6961,-3.08245,4.80544,-5.90728,-2.06741,5.23685,8.69657,6.82191,-1.12456,-9.97052,4.679,3.90873,-1.85865,-4.6271,2.51563,-3.79709,5.01132,3.14904,0.653311,7.31008,-0.838463,-1.80773,7.40631,-8.64155
-2.37353,5.13148,-1.97031,-6.57893,7.51586,-6.95393,-0.484329,-9.49327,-1.01881,-7.0366,-8.66984,0.829802,-2.64987,-1.27115,7.43553,-7.9374,-2.69786,-0.191055,-1.84528,5.68497,-6.06644,-8.28733,-8.50589,-3.35438,7.65349,-3.00581,-6.79325,-1.56527,0.291536,5.54722,6.03899,1.80617,8.78267,5.58139,2.03605,7.64877,-2.87669,2.3435,-4.32215,-1.29609,-6.08353,-6.91966,5.62007,3.90264,-4.31743,-9.23245,0.0653263,-2.0591,5.50834,2.09465,-2.5379,-8.00689,3.2386,7.65341,-4.14067,-8.94841,-9.2836,-0.649235,-9.75467,-9.392,-4.6355,3.9918,3.44601,-2.45624,-8.362,-3.38885,-4.06907,9.25021,-2.88548,-6.58218,-3.35937,-2.36519,6.47226,9.64108,-5.26044,5.65413,-2.53731
-5.2544,-5.31691,-3.97095,-9.81804,-7.41752,7.68837,-8.31766,-1.01881,6.22749,-7.26729,3.9164,2.09681,9.14881,-3.58959,9.26601,-7.32754,3.12402,-1.92829,-9.80968,4.15135,-5.38316,9.57699,4.03574,9.5328,-2.65504,-4.88031,7.19279,8.33943,-3.76269,6.29795,7.30649,-4.55816,-1.46911,9.75797,-3.44545,8.80637,-2.2627,4.59247,-1.28952,8.97026,7.57246,0.923182,-1.68045,0.589116,-3.06955,-0.642029,0.0517296,3.07694,-1.48003,-5.72158,-5.48291,3.04063,-5.55255,2.84134,7.64811,-7.50771,-5.18032,9.38735,3.90448,5.80795,-5.97681,-5.7625,-5.16177,5.3363,-5.5982,1.79146,-9.93713,-5.66194,-4.25479,3.93828,8.89847,-4.29673,-0.905466,-9.09336,7.06548,3.77447,6.38069
-7.96779,-3.61472,-5.40742,-0.0704247,4.775,7.44825,2.87855,-7.0366,-7.26729,0.437576,-7.20112,0.892339,7.55686,4.89862,0.835923,3.30323,-3.66916,-8.65689,9.71238,-3.542,7.50194,2.5004,-2.0658,-2.76952,4.0006,-2.90629,8.58003,-9.15791,-7.7894,-9.71686,-6.08687,4.79965,5.78713,4.29663,4.13036,0.787269,1.89674,-2.76574,4.24652,-6.60218,-5.84234,-0.110007,9.21018,6.21403,-3.83558,2.49275,-2.6657,2.50187,-7.3871,-4.83327,-6.34503,8.33532,3.08052,-0.599462,-5.26872,1.25564,-7.20192,-3.61838,-4.56896,6.63785,-5.94784,9.83644,-8.35361,8.12161,0.130758,-8.79673,2.38371,-1.49567,0.535924,-4.52761,6.5206,-9.99422,-7.12012,0.281792,8.88124,4.27471,-1.20808
