-4.3261,-7.60624,-7.90955,4.5217,2.77455,-2.55201,-2.36416,9.01195,6.14429,-5.99652,-6.0839,4.01578,2.89943,9.63022,-3.67342,-6.90224,-7.79595,7.35823,-3.4586,-6.98341,-6.8646,-7.04699,-6.54305,-6.88599,-2.43857,4.43238,0.973236,3.65987,-3.77042,-2.98828,1.36306,0.749517,-9.16721,-0.265878,-6.09527,-6.63475,7.81658,-7.99475,0.43219,-4.8616,0.0159866,-3.73676,8.44143,-0.604326,-9.90754,6.78735,-6.86632,9.94596,-3.47607,1.55898,-9.65093,-0.537665,-6.19204,-0.999654,-4.98613,-4.41486,4.45673,-9.19815,8.44108,6.21243,-9.21362,0.632691
-7.60624,3.9695,-7.11244,6.65941,-5.14022,-3.32081,8.74127,1.98889,2.78411,5.49635,9.79052,-3.02821,8.84479,-5.6564,-3.60281,4.50548,-6.1308,4.37188,-6.68749,1.88596,-4.11715,-5.18416,-4.23206,7.89597,-4.82599,6.15554,0.433284,-9.38108,1.73202,2.43822,-1.87652,7.80772,0.250742,-6.2544,-6.70654,8.51144,-2.77079,1.2344,-0.21939,-5.08001,8.56578,0.270387,7.42174,-6.119,-7.00646,-0.714338,-0.302133,4.45197,-8.34753,-9.37018,-0.246987,4.08998,-2.84803,-3.37957,-4.64282,3.97538,2.32258,3.75242,0.116139,4.06351,-5.71921,-2.16797
-7.90955,-7.11244,4.23219,-4.85832,-7.77614,4.65128,6.48288,6.23883,-1.08241,-9.36165,2.95744,2.83857,7.90743,2.76816,6.24322,4.58116,-4.87949,-4.11159,9.18805,5.79429,-8.76255,4.09129,7.66651,-1.83431,1.73725,7.37817,-8.82303,-0.651759,-5.34812,5.90574,2.55906,-5.20682,-7.16788,-9.15,4.70967,6.82056,-7.84718,4.74695,-7.04956,7.30262,-6.79079,0.900525,1.98872,-4.16119,5.64783,-3.38823,1.51283,-0.780284,6.41827,-7.8393,-4.86421,-5.12452,-3.79823,-4.26121,-2.54632,3.41666,-1.98674,-9.21339,-0.612113,3.30993,-7.06686,-0.638179
4.5217,6.65941,-4.85832,4.37388,8.66249,-0.184797,4.12594,4.10752,-0.0236351,-0.0222008,-2.88815,4.95584,5.4116,4.46326,-2.38624,-7.00861,-9.11082,1.00614,-6.53119,-5.10414,5.18343,-7.02209,9.39016,4.25523,-9.35644,9.03025,9.27049,-3.17806,6.01677,5.97174,-9.39209,0.522923,-1.71924,9.14576,-9.60538,-4.4814,-8.18303,-2.5328,-8.06971,-8.67082,-1.05136,-2.06792,-1.25476,-5.73704,-2.34691,-7.64338,2.46894,5.84749,-9.26853,-0.884536,-8.40796,8.46541,-9.8134,-3.84521,-1.40636,1.01425,-9.5408,-3.53492,7.34475,7.27321,-8.07204,-2.9521
2.77455,-5.14022,-7.77614,8.66249,-3.27885,-8.9663,-9.05874,-5.46895,-0.217572,-8.18375,9.44941,1.75432,-1.82679,6.7661,3.26477,-9.04039,7.6385,3.1292,9.678,0.890783,-5.2843,-3.82722,6.07882,5.50708,-4.63189,-9.88739,1.11313,9.51817,2.24831,-0.779104,-1.59316,-3.35232,9.38423,-2.48346,3.65914,-9.31745,-0.714454,-7.68277,6.18745,-1.66013,-6.52693,-9.45074,-0.811468,-9.37086,7.6742,7.85438,-8.83126,2.87148,3.42194,-1.13507,9.63326,8.86947,-4.96854,-2.59081,5.64875,-1.55462,-5.77862,9.08184,-1.51326,2.32035,-4.52049,0.132792
-2.55201,-3.32081,4.65128,-0.184797,-8.9663,6.32197,8.62168,-7.41905,5.86144,2.74468,8.38868,9.12483,9.63096,-6.5971,5.9387,3.08406,7.45894,0.23479,-2.7093,5.85907,5.41326,-1.41543,-5.90762,-6.61015,6.07641,6.00263,9.97075,8.54978,1.94073,1.47479,1.96867,-1.91931,6.32747,-9.31598,1.04916,-7.41167,-1.12091,0.994129,3.89353,1.31743,9.9024,-1.51621,7.02512,-2.56395,4.12254,8.80621,-4.19819,-7.35147,-3.50686,-6.06483,-7.4036,8.72313,-0.359545,-3.40264,-6.23931,-7.0573,-3.8727,1.55233,-0.0116449,-2.20488,6.22412,-1.1999
-2.36416,8.74127,6.48288,4.12594,-9.05874,8.62168,8.82949,9.25552,-1.38689,3.44602,1.60887,7.21696,-1.86819,-5.88967,9.53045,-9.27556,-7.32764,0.99586,9.09731,4.06336,-5.45983,8.88413,-6.81612,2.14231,7.75174,5.39649,0.870003,-3.00547,2.16896,7.25089,5.70343,2.25618,-6.26703,8.49784,4.69407,-1.70229,8.23271,3.88909,1.95206,-9.89526,5.42133,2.67982,3.77156,-3.89865,3.55661,0.91022,-2.23371,-4.04206,4.19451,-3.13987,1.45662,-0.0282722,-0.504828,-5.80699,-7.67137,-2.72032,5.63786,-8.62743,-6.39233,-0.909867,8.0174,3.17161
9.01195,1.98889,6.23883,4.10752,-5.46895,-7.41905,9.25552,-0.125544,9.30975,7.93657,4.93038,-9.34118,9.33991,9.62482,0.337679,-4.0976,0.369948,9.31181,2.32627,9.78816,8.97203,-9.98186,-9.90304,1.63034,7.7794,-3.93172,9.92387,-5.44503,-9.15254,-4.47768,1.39174,-9.88025,4.06256,1.41649,-4.28315,7.79478,0.108513,-5.73443,-1.34642,-1.24125,-6.38397,1.97487,-3.23191,2.77946,-6.24431,-9.76746,8.23975,-8.17944,-6.86892,5.7405,-1.68928,2.47208,3.01697,6.00397,7.22588,8.7734,9.81454,-9.10715,2.14834,-6.79039,-0.513635,-1.62915
6.14429,2.78411,-1.08241,-0.0236351,-0.217572,5.86144,-1.38689,9.30975,0.306451,-9.96799,9.56952,7.02036,7.52695,2.86627,-1.70707,-9.54644,0.81192,-2.8394,-7.49385,-3.45241,-2.73929,-2.98328,-9.73828,-9.94488,6.84022,-1.26389,-3.54933,3.42142,-5.30534,-7.40073,9.19783,-4.74401,-6.49895,-3.80883,6.57202,-0.705433,-5.8849,-7.21412,8.98382,-3.3494,-2.9828,-1.72822,3.73007,6.52065,4.32557,6.45544,-9.29684,-7.83382,-2.58257,9.11556,-6.54612,7.35874,6.80422,1.49455,-0.272177,-6.57707,9.90066,-1.11444,4.20915,6.74505,3.2167,-1.48992
-5.99652,5.49635,-9.36165,-0.0222008,-8.18375,2.74468,3.44602,7.93657,-9.96799,-1.42942,-1.20789,-1.5041,1.23508,-9.87672,5.39052,9.1426,1.84855,6.06062,-0.431626,-3.25633,4.125,6.44484,6.27701,-6.94732,-3.8517,-2.94941,6.94384,-9.58353,0.921324,-6.67037,-5.75759,-1.32832,-3.63383,-6.22766,0.646412,-7.91818,-5.33404,9.45959,5.2772,7.62837,-3.38474,3.28958,-2.54533,-5.89923,2.08138,-7.38119,0.739308,-8.13737,-1.90274,6.39401,5.24711,8.8925,5.24642,-5.82141,7.55971,-8.85744,-8.11147,-2.69639,1.47191,3.50224,-2.16804,9.33242
-6.0839,9.79052,2.95744,-2.88815,9.44941,8.38868,1.60887,4.93038,9.56952,-1.20789,1.30358,-9.37942,-5.41102,8.28475,-1.84679,7.61036,-8.34864,6.35755,-7.85738,5.99515,2.57545,-4.20532,-1.7537,2.39991,6.59992,-8.50617,-3.67278,-8.78936,-5.00628,-0.472993,-4.69368,1.42509,-7.60474,-6.98744,4.52375,1.44648,1.55166,3.59703,3.43077,5.34314,-9.7001,3.33499,6.08373,-7.24224,8.20863,-8.14071,-2.59239,-3.66111,-6.98358,-0.70026,-6.15441,9.25357,-1.67852,9.68687,-4.93803,1.93987,-0.714582,-9.28699,7.03494,1.62501,-7.61619,3.63996
4.01578,-3.02821,2.83857,4.95584,1.75432,9.12483,7.21696,-9.34118,7.02036,-1.5041,-9.37942,-4.08028,-0.441485,-4.79118,6.22693,-2.1774,-8.76142,5.79068,-2.74676,-5.61989,5.65033,-4.86764,2.2352,2.36929,8.59647,7.46735,-2.28057,-2.62435,-9.0141,4.35376,9.45602,0.332896,0.730455,-1.7671,-3.60331,-0.624843,-0.8933,8.8145,-8.0069,-5.00725,-9.68552,-9.55796,-4.77314,7.15418,5.90984,2.88468,-2.62703,7.85056,9.42179,0.377824,-6.99653,0.0676597,-9.24195,-9.54446,-8.26896,1.05607,9.65305,7.19865,-9.39357,3.84458,6.43841,8.28403
2.89943,8.84479,7.90743,5.4116,-1.82679,9.63096,-1.86819,9.33991,7.52695,1.23508,-5.41102,-0.441485,-1.38407,9.21766,-7.34968,6.05664,-2.4997,5.44673,0.193179,-6.26374,-3.14603,-9.02471,-2.40464,4.07839,-3.78322,3.52391,6.26825,-3.55655,-8.13112,-6.86649,1.74719,3.53909,2.08553,9.39421,3.61031,2.61988,-8.97363,1.26635,5.28887,3.33615,-1.19943,0.326368,-2.26413,-5.76337,-4.96255,6.99837,1.92941,7.3079,4.58919,4.30346,-5.61952,1.73287,8.06539,-1.07746,-5.83655,7.54822,3.52221,-8.11397,-5.21469,-3.06372,0.671062,-9.61999
9.63022,-5.6564,2.76816,4.46326,6.7661,-6.5971,-5.88967,9.62482,2.86627,-9.87672,8.28475,-4.79118,9.21766,5.48846,-6.75453,7.89137,1.46516,6.81987,-9.75886,7.34448,-1.6301,-4.86198,-4.85334,2.18581,6.09871,-5.32307,-6.51509,6.32884,-1.58086,8.09686,-2.30951,-7.10776,-5.85072,-7.34594,3.43182,-5.35499,-8.86138,-0.992601,-8.22484,-3.14973,7.23989,3.55822,-1.78592,3.67115,3.8583,-4.19194,6.73775,-6.09159,3.64306,-3.17305,1.57816,-9.80352,3.25862,8.58873,5.73993,1.04387,-8.34263,9.33947,7.31053,1.23796,9.92897,0.46792
-3.67342,-3.60281,6.24322,-2.38624,3.26477,5.9387,9.53045,0.337679,-1.70707,5.39052,-1.84679,6.22693,-7.34968,-6.75453,-9.15138,-6.37534,2.50126,6.28116,-3.02375,-9.36595,2.45209,-8.62241,-5.42117,-0.539602,8.72464,-5.21663,0.536951,9.53884,-9.08269,2.27317,2.61295,2.66719,-4.3852,6.56136,0.394653,4.36407,-5.29934,-5.42275,2.69411,-5.87291,0.964434,-4.03994,5.68049,6.87466,-2.06365,2.36757,-1.08753,-0.838082,2.74315,-9.40406,1.5612,1.16127,-0.994487,8.50303,6.32911,-7.28123,8.31889,-2.31755,4.14027,-3.73155,-9.47624,-9.73187
-6.90224,4.50548,4.58116,-7.00861,-9.04039,3.08406,-9.27556,-4.0976,-9.54644,9.1426,7.61036,-2.1774,6.05664,7.89137,-6.37534,-7.32759,-5.99297,-8.28749,4.17081,4.89951,-6.82286,2.85333,-1.86466,-7.77502,-8.02872,8.69298,3.57504,-2.70797,-3.91852,8.51258,-2.5189,8.61025,-8.26249,4.97619,0.371496,3.58793,3.26503,-3.45991,9.03879,-4.55415,-3.3542,6.1405,0.209446,3.2577,-1.51705,3.08746,7.15392,3.15812,4.17388,-5.33481,-7.88515,5.48982,-1.75164,-5.44312,-8.6176,-8.6578,1.36756,5.32226,-4.11676,-7.48481,9.44592,-9.30201
-7.79595,-6.1308,-4.87949,-9.11082,7.6385,7.45894,-7.32764,0.369948,0.81192,1.84855,-8.34864,-8.76142,-2.4997,1.46516,2.50126,-5.99297,1.98504,7.19615,-3.83861,-7.08195,5.41792,-8.37394,4.72622,4.86925,8.69261,-7.49826,-6.8718,-9.5275,-1.14865,-4.03348,-1.92259,-9.12957,5.47699,-2.138,3.99436,-2.09456,-9.30505,-2.17351,4.66588,-5.97908,0.674803,-7.30709,-6.21545,-1.24344,-3.43318,-1.22075,0.693906,3.52672,0.697552,-2.4021,6.66366,6.14245,-6.50535,0.65468,8.93919,-3.60971,-9.65219,9.40588,6.06368,-2.14218,-2.12874,3.79517
7.35823,4.37188,-4.11159,1.00614,3.1292,0.23479,0.99586,9.31181,-2.8394,6.06062,6.35755,5.79068,5.44673,6.81987,6.28116,-8.28749,7.19615,-6.44047,3.15241,-4.3703,3.60299,-7.94202,-4.52518,7.99295,-1.60678,9.76288,9.90301,-5.20106,-0.00230164,-7.03734,5.92544,-3.52207,5.62461,0.508869,4.01751,3.69626,-6.64934,-1.72144,-8.21408,8.06006,6.74535,-3.45203,0.00178034,2.76264,-0.285677,4.62231,-0.0976637,8.12772,0.213241,3.28413,-3.73236,2.02439,0.213921,-8.71779,6.46969,4.00654,2.67809,-3.49009,-8.17769,4.25343,-1.63693,-9.30814
-3.4586,-6.68749,9.18805,-6.53119,9.678,-2.7093,9.09731,2.32627,-7.49385,-0.431626,-7.85738,-2.74676,0.193179,-9.75886,-3.02375,4.17081,-3.83861,3.15241,0.154029,-9.55762,8.50838,9.90991,3.08216,6.8745,3.28552,-4.52958,-9.71339,3.43456,6.15647,9.3445,2.65435,0.353877,4.79642,-0.323317,7.09078,-8.27146,-9.54588,-6.6419,3.59868,-3.51768,3.9162,-8.23584,-2.1014,6.66441,-3.14333,4.25971,-1.45933,-5.05914,-7.41289,-4.5511,-6.24992,-4.37573,9.04335,-5.63022,-5.70132,-4.68469,0.138695,6.79073,4.76875,-1.0897,-3.14755,-1.21493
