4.82005,-7.71766,-2.84477,-2.48711,3.96443,-1.24987,-4.44879,2.7528,-3.55453,7.08735,-2.52045,5.97803,-2.84053,-1.80951,7.40404,-1.15489,-8.85637,1.64454,8.56758,-0.240354,3.79475,-1.50098,9.23516,-0.329945,7.91843,-9.56643,2.34505,6.38654,-0.390799,-9.30974,3.09065,-2.75396,6.28287,7.03689,-1.87352,-9.69967,-9.10776,-7.10584,3.79752,-0.104206,7.40126,0.0118926,-9.05605,-6.35792,0.384276,9.65754,0.0141468,1.23553,-2.75234,7.98662,-0.0885833,-9.50055,1.11803,8.2331,9.04258,-5.11274,1.78729,8.43548,-8.0232,-3.33051,-4.05431,9.49975,6.96521,-0.329398,-2.45709,9.86379,-0.20032,-0.227018,-1.42071,-2.69666,6.68337,1.34649,-6.51808,-1.9475,-7.1614,-1.9744,5.43094,-5.16991,9.53643,5.53083,6.40348,-1.82008,-4.60164,2.63723,5.2142,-1.37226,2.75285,-5.94299,7.60439,-3.60105,-5.81461,4.80575
-7.71766,9.2467,-5.07963,9.29498,5.80707,-0.54074,1.82602,-9.61953,0.358052,-6.42651,-3.91775,1.02307,-4.76465,-7.28576,-9.46844,7.14349,0.955507,-5.06467,0.471805,-4.9672,0.948471,-5.50023,8.57526,0.210685,-1.71943,-1.67635,-9.20294,-8.77777,3.50575,-9.66575,-9.25149,8.77165,-8.43638,-6.99998,6.2139,7.70272,-9.99477,6.41701,-9.8649,7.0446,8.26781,-2.53298,-1.73033,2.07002,-2.08996,4.75146,-9.03832,1.50016,-9.00347,-5.22852,-7.8222,-6.08613,4.07895,-8.11724,9.21385,0.703735,-0.250832,-9.83988,0.471876,-4.90384,-6.58845,-7.98642,-8.98266,8.35128,2.39362,6.96599,7.74237,-0.830071,-8.9458,0.038537,4.13347,6.30404,-2.43414,-9.91532,7.64873,-2.08737,-3.24139,1.9434,1.4041,4.79678,-0.515914,5.89917,-8.05972,-3.3043,2.33118,-1.72092,-9.16425,4.58788,-2.80121,0.654775,1.13797,-2.92387
-2.84477,-5.07963,7.64646,7.33082,-5.90929,3.05401,0.459062,1.89397,2.17541,-5.16791,-2.65893,-0.785956,5.16188,-9.57695,-5.27589,7.6706,2.97255,-4.43415,-1.12494,3.92476,-0.215659,0.930966,8.96963,4.76069,-8.29125,-4.75774,2.2788,-6.94422,-2.58491,-6.64548,5.47933,0.702382,-5.80577,-9.77008,-0.713834,-9.46562,-0.432351,-9.9323,-6.67509,-1.98602,7.63428,-8.43909,-6.27086,-5.66412,-8.11295,-0.356238,8.81402,7.2085,1.76124,-3.94433,0.0727714,-3.49239,5.99389,5.21759,-2.30996,-0.728484,-5.27436,2.69945,-1.92307,-4.27472,-4.75719,-8.88635,3.21725,4.24845,8.58966,6.16573,-2.8822,-5.66081,-2.1881,1.16383,-2.54662,-6.49295,-4.13157,8.91498,1.70965,9.77714,7.83345,-8.65646,-5.25564,2.78256,1.56165,4.00894,7.46315,9.33761,-4.75312,4.41732,6.51873,-5.92654,-3.23591,3.16932,3.17005,5.53855
-2.48711,9.29498,7.33082,9.59765,-8.14452,1.06604,2.59333,-7.97468,-2.25743,-6.834,-1.57307,4.26834,-1.65702,-4.06076,7.43595,1.35647,-9.51183,-1.32102,-6.77224,3.75004,7.7825,-4.21424,-8.05458,-7.93768,-9.99119,-0.988421,8.88721,-9.11631,9.95236,9.28591,2.60434,9.46913,5.00575,-9.16718,4.86375,3.18345,-8.16342,0.590405,1.02397,1.09665,7.81211,1.65631,-6.14228,3.04989,-1.59655,8.176,-7.89247,1.77571,-5.56994,7.21096,1.88736,5.9097,6.76334,8.96069,4.14248,-8.42946,-8.97661,-0.375247,5.96149,9.48711,-2.82139,-9.76159,-7.81184,-6.96625,-3.91027,-3.02449,3.9556,7.33191,-6.02642,2.98386,6.74335,0.17982,0.146907,-8.53348,-1.09304,5.48674,5.94015,3.0701,2.09308,7.71146,3.83793,-9.54228,1.97094,2.42237,-8.88597,3.22297,1.80084,-4.12775,-7.63358,8.2211,-3.37755,5.27492
3.96443,5.80707,-5.90929,-8.14452,1.05442,7.74243,6.90337,6.30114,-4.18467,-8.28237,3.66861,7.57849,9.52025,-0.557432,-2.11269,5.55527,-6.60374,1.62197,-1.84876,5.49375,-5.84944,2.50853,3.31003,-7.31676,-9.39526,-5.82466,8.37755,6.20277,-9.38263,7.222,1.49382,6.03508,6.62764,-2.61844,-8.66622,9.31783,-7.77418,-8.6017,-5.38891,0.445406,8.74384,-0.45396,-1.59824,-3.53926,6.95546,9.11111,-7.8471,-4.9128,0.791157,-3.85106,6.45865,-6.05738,-3.50959,-1.25196,-4.79283,-1.69317,0.62431,-9.33363,4.77322,-8.26168,8.69565,3.76418,6.86431,-2.5338,-3.10785,7.98947,6.04347,-7.59793,-1.10562,-7.4075,8.27647,-4.15778,4.21694,2.03666,4.93639,3.76425,-5.76301,5.64929,3.7398,2.70197,-9.80075,6.6101,3.66504,-8.03788,-9.91721,4.91834,-2.0036,1.4125,0.490078,9.39345,-1.81278,2.8641
-1.24987,-0.54074,3.05401,1.06604,7.74243,-4.12326,-5.16014,8.89778,0.194799,-4.00408,-6.03204,3.98622,-2.07469,5.11983,0.0150853,3.48681,-9.16366,-2.71964,-8.96064,-7.56423,4.43153,1.09592,0.849898,0.76164,5.01727,0.489299,-1.15119,-0.548536,4.39667,-4.59145,5.40159,1.13301,-6.07,7.36332,-8.24899,-8.57183,-8.47341,8.17985,0.318527,5.00519,9.12742,6.73285,-6.47443,6.27564,2.96976,-8.83211,9.1707,3.95018,-1.95289,7.81103,-1.16792,0.923217,-2.71662,-1.66805,-3.62199,-9.0153,8.13263,4.17066,-1.16457,-5.45012,0.804643,0.484174,7.59287,9.19753,-0.19405,4.49405,-1.27473,-3.00642,-1.80428,-2.92179,8.78864,5.90584,2.10987,-8.48396,6.18523,0.398297,3.20242,5.10581,6.5134,9.63216,0.319396,3.20256,7.46897,0.583188,-8.99081,-1.23759,8.51966,-1.20136,5.02575,4.93826,-2.64753,-8.71367
-4.44879,1.82602,0.459062,2.59333,6.90337,-5.16014,0.387441,-4.45958,-2.6973,2.23102,7.17964,8.14447,-0.454776,-7.82676,-9.34885,-6.24515,0.885598,2.39055,6.60443,5.18295,4.46896,-5.49672,2.09586,-7.79794,-0.896494,-5.77264,-2.37312,-3.8851,4.16925,-4.66191,-1.99442,8.52685,6.85741,8.21851,-9.18619,4.1344,-8.3822,0.206621,-7.95648,-7.05491,-3.97236,-7.24584,6.60689,-7.32739,-4.25105,8.89806,-9.59919,7.53891,7.25467,2.0239,-4.37192,6.78727,1.68598,-2.79031,-7.8225,3.68149,9.63906,-8.45969,-8.99114,-9.2574,-1.89962,-5.65207,0.712248,-3.0193,6.32541,-8.87391,6.90905,0.142664,7.18653,-7.26124,-3.3327,-2.79063,-5.84014,0.702616,-6.6875,-5.70486,0.589723,4.04431,-2.82249,9.29581,1.15398,9.94764,-9.15881,6.31035,1.2953,0.915838,-2.33892,1.26051,6.41466,-4.47252,0.426602,-5.14213
2.7528,-9.61953,1.89397,-7.97468,6.30114,8.89778,-4.45958,4.96586,-3.62484,-8.16425,-5.61074,7.7954,4.15115,-3.21462,8.59341,-6.52301,6.75406,-3.40029,2.27436,6.4289,4.10224,8.74042,9.47602,-1.18002,-8.34926,2.14499,-8.95512,4.292,-8.54856,8.79313,-0.655249,4.73347,8.56062,-0.121879,5.5013,0.260612,-9.48962,8.98551,-2.57951,8.99702,-7.82721,8.9765,5.97653,-6.18565,-4.0018,-9.80273,-6.77184,0.769154,-6.75741,3.67938,-7.88136,-0.477477,0.658019,4.10221,-3.56235,-8.05578,-1.2401,-7.73972,-4.08394,-9.9611,-8.39997,7.49465,-1.71634,-1.80712,0.0819601,6.73003,-3.1829,-3.23974,4.95045,0.826422,-1.23561,8.46351,7.87723,-9.53247,-3.35759,5.52072,8.97701,2.32875,2.91007,-2.3846,-8.92864,9.77651,-6.3365,9.85082,8.447,0.15022,-0.108535,4.35511,1.91645,2.45401,2.79975,1.15138
-3.55453,0.358052,2.17541,-2.25743,-4.18467,0.194799,-2.6973,-3.62484,6.71446,2.75964,-7.97913,3.00805,-9.48356,-5.6039,0.807169,-9.80351,3.37252,3.07134,-3.78403,-3.81368,-2.15616,3.8154,-1.09905,-3.56629,4.8887,0.134282,-9.0559,-6.56945,-1.33847,-3.9098,7.80177,0.666701,9.80611,8.38145,-8.19752,-1.34875,7.15656,-6.43534,1.73042,-8.14354,-3.09094,-6.56603,-8.65837,-7.1064,5.02635,-4.52534,6.65664,-3.16296,-3.5695,0.0318842,8.61437,-5.86292,-1.66556,8.67725,-7.76234,-5.84225,-1.33282,-6.68987,-3.08659,1.02216,-7.43606,-2.73905,-0.0791017,-2.35112,9.1363,-7.76934,0.544781,0.591824,0.121703,-7.78502,2.5021,2.15784,4.07632,-7.81533,-0.622581,1.55389,2.51071,-8.8304,-4.86869,6.4427,-2.80989,7.69954,-8.75074,-8.46782,6.23769,6.53083,9.23139,-1.16417,2.19463,-6.54658,-3.26797,7.13467
7.08735,-6.42651,-5.16791,-6.834,-8.28237,-4.00408,2.23102,-8.16425,2.75964,-1.30537,2.80246,2.99256,6.16726,2.28774,8.26465,-3.37365,-4.9923,-4.51603,2.91405,-6.45014,4.5202,7.58059,-5.23146,-8.21388,4.35368,7.08775,-2.08147,1.21538,0.214176,-4.54035,-8.94269,-3.49818,-4.07441,-5.97043,9.68037,1.92615,2.70451,-0.513291,4.46037,-6.86995,-4.17189,-4.19253,-4.17954,-4.24545,-1.28731,6.13472,-2.81941,-7.06318,-5.94156,-0.594168,-0.110852,9.39013,-1.75873,0.434735,-0.801277,4.61495,-3.55345,2.29027,7.81481,9.14295,-3.04531,3.89585,4.88039,-2.69674,-6.56186,3.87654,-1.21958,-4.79869,1.94398,7.92895,3.74437,-9.13167,-8.75074,-4.88384,-4.14445,3.13367,3.08932,-8.78004,-1.31591,-8.91226,8.78139,6.63855,-2.67366,-1.85208,5.67507,-7.60254,9.96079,4.78551,6.67221,-2.69427,3.7695,1.41739
