7.54219,-9.80981,5.61477,1.71604,-7.66626,1.51028,-0.0505591,2.26065,0.0986842,-1.52599,3.07519,-8.03653,-5.15411,8.4757,-6.6596,-1.6499,-5.89581,1.72927,0.696409,8.47722,-7.34344,7.78813,3.36448,-2.26831,0.338671,-3.23304,7.96377,4.53834,-9.2479,-8.88197,-8.54241,-9.42117,2.05874,1.53234,-4.21686,-8.46588,-4.15749,7.67554,5.854,3.20429,0.438535,-8.52314,5.45525,-9.94754,3.87523,0.654867,-2.2655,-5.94613,0.111119,7.35279,3.27902,-6.21406,5.09347,0.768756,4.05127,1.70551,7.39031,-1.97904,2.78617,3.52582,7.48476,7.29224,8.97888,0.341432,2.27313,-0.57897
-9.80981,4.89164,-7.94355,-3.3862,8.70572,-5.39728,-5.94133,5.921,-2.06361,4.5043,-7.41867,4.31683,8.34726,-2.48672,-5.5497,-7.95161,3.45069,3.71148,3.46513,-9.76062,6.07842,9.19521,-0.684173,-4.86044,-2.27808,-3.57417,9.39781,-1.72324,-4.60779,-3.47319,6.33823,-2.43099,-7.31867,8.45873,-0.355671,-1.26441,2.86372,7.97046,5.75233,-4.54196,5.3436,-7.27217,-3.81026,-0.509113,-3.24117,-8.23328,-7.7863,-0.389606,-5.05055,3.43853,-4.90599,7.5791,-6.40713,4.71125,-7.07149,4.90823,1.62061,-2.92887,1.94149,9.04816,6.50607,6.26407,-3.52916,5.22603,-1.14115,-9.23362
5.61477,-7.94355,0.401909,-9.87207,-5.50772,-8.30428,0.919548,6.05508,0.692546,-8.32213,-9.5753,-0.155373,-6.79442,-1.24028,0.581437,1.9654,3.83487,-6.24367,-6.29409,6.30712,0.399552,-8.49387,-3.06493,0.554298,8.41339,-1.9747,7.62878,-3.32218,-1.56756,-0.0705597,5.49372,-6.89215,-7.79588,5.55054,-9.52647,3.1221,6.3577,-0.771243,-4.35941,0.938494,7.63576,2.50757,-3.39382,-4.54096,2.51606,-1.80981,-6.55929,-6.40919,-0.282507,5.92997,8.85553,-7.31902,-8.59741,-4.22013,-9.88115,-6.04527,-3.93055,-0.698325,1.75051,7.72625,-9.60776,-3.19047,-0.981612,-6.93435,9.98051,7.5516
1.71604,-3.3862,-9.87207,-4.28169,1.05425,-8.3773,-1.78801,-8.32467,-0.708865,-8.02743,-2.71503,-7.52548,-1.74891,-8.2088,-1.43458,-3.75171,1.02689,-6.0584,9.54406,9.64661,-4.78161,-0.630239,-6.67838,1.25416,3.99436,8.34614,-5.25654,8.48155,-6.8995,-4.04907,-7.78927,7.80872,-5.97924,9.59193,-9.33092,-2.22835,9.81597,-4.37307,8.19841,3.72172,-6.60377,-7.2222,-5.84668,8.26473,8.41123,7.95329,3.64578,-1.1944,-1.46214,2.2146,5.08576,3.69541,-4.95324,-0.000143296,-7.16072,8.09091,0.92243,-2.73209,-3.40812,-9.9923,-8.24292,-7.59551,7.28767,9.69838,1.98413,-8.44274
-7.66626,8.70572,-5.50772,1.05425,-1.67297,2.84998,-2.17468,9.57643,-9.1564,-5.9781,-7.30774,9.8899,-3.33887,0.691282,0.832488,6.52955,2.81664,-9.64988,-6.33602,-8.8256,-6.14366,-7.63319,4.85808,-2.38029,4.2783,-4.34438,0.673375,1.04,9.85948,-1.67914,-3.6547,0.914058,-5.36872,-3.62888,-0.230237,-7.31357,-1.35617,-2.05282,-0.188484,-6.67896,-4.62441,-0.943328,6.29993,8.60922,3.02038,3.74815,-5.02512,-3.46813,-1.22287,-9.28898,-0.762434,-3.31859,-2.00984,4.39001,-1.42007,5.61019,-1.16881,-3.9479,6.55739,-6.76505,-1.14097,-7.62175,-9.5581,-4.73207,-0.311239,-5.68593
1.51028,-5.39728,-8.30428,-8.3773,2.84998,3.11317,1.19644,-9.50604,-2.82682,-0.647346,-3.21667,-7.3529,9.20433,-7.2994,-6.19533,2.98298,-0.745796,-2.86781,2.01544,-0.902117,9.03288,-3.64386,6.24502,1.84132,-6.02675,9.69316,-7.43968,6.83032,-9.10352,0.850489,5.57416,2.99669,-1.41505,-9.71685,2.38622,0.285421,-3.65494,-3.97424,-0.0683034,-3.10984,3.86157,9.85387,6.35728,6.23484,-8.05373,0.504568,3.79297,3.53303,-4.57104,9.93779,-9.95981,1.20777,3.18655,2.85813,-9.97115,4.91336,-9.62796,-8.40296,9.61549,-5.70837,4.49195,-7.48728,8.02086,2.44629,-0.333552,-0.959574
-0.0505591,-5.94133,0.919548,-1.78801,-2.17468,1.19644,-6.33214,-1.8266,4.35077,5.51429,-7.7178,-4.47027,-4.20805,-6.42719,1.7785,-1.33662,-7.97474,-9.65416,7.36574,-4.21763,9.65241,-5.02558,6.9095,1.94173,-5.21695,0.848683,7.51413,1.18291,4.81931,-1.92055,-2.40701,-4.6186,8.65337,-9.93148,2.98569,1.37265,5.13406,0.847223,9.82416,-6.48436,-7.13765,1.75703,-0.0541401,-0.934742,-0.405698,1.03946,-7.41193,-3.69337,8.73152,5.09693,4.66093,3.24154,-8.07401,-3.22298,6.7382,5.0015,8.70464,-3.22627,-6.75275,-2.5855,6.03851,-2.4577,-8.22119,-2.77577,-4.73864,-9.99179
2.26065,5.921,6.05508,-8.32467,9.57643,-9.50604,-1.8266,4.49157,-7.2318,-5.29127,-1.1647,-2.49969,-7.12337,-0.202088,-4.99062,2.17437,-4.38035,7.37083,-3.42296,-9.15985,5.03279,1.5465,-9.3643,4.70154,-2.38852,-8.76135,4.96973,-7.99253,-5.39279,6.39359,-8.88362,7.44229,7.31367,4.46741,-7.76559,-1.58617,4.35988,5.19632,9.93923,-6.80064,5.06544,-6.57059,5.33556,6.20343,-8.26746,-6.52947,-8.67598,-9.39612,-4.89419,5.0128,-6.38648,7.21594,0.168619,3.54105,8.5118,-3.36736,-5.86778,6.60733,-9.89319,-4.13867,-6.61154,2.03636,4.36739,9.68993,3.83492,0.741239
0.0986842,-2.06361,0.692546,-0.708865,-9.1564,-2.82682,4.35077,-7.2318,-4.14705,-2.6967,6.98221,7.45488,8.13883,2.0775,-1.31341,-8.2433,5.0951,-7.02391,-5.42817,7.29636,-5.97339,4.18256,9.67811,4.04145,3.7622,2.12499,-8.12126,-3.3303,-6.15239,-6.25083,-0.44326,-1.00394,-4.36656,8.89889,-7.22373,-8.92818,4.37014,-2.39635,-8.0551,-0.413248,-5.11177,3.28768,-1.32092,-4.78943,4.09981,8.11303,0.519454,3.37234,3.62169,-4.1124,-3.40014,2.31531,-6.9125,-1.1855,-6.18693,-6.47546,-3.17476,-7.08434,-3.50749,-9.73024,-9.36227,-6.76477,-0.486839,-2.54707,-6.89818,7.37569
-1.52599,4.5043,-8.32213,-8.02743,-5.9781,-0.647346,5.51429,-5.29127,-2.6967,-0.181182,-9.90124,-6.70511,-7.42915,-3.85826,9.83943,8.69998,0.25532,1.10898,-4.22942,-1.77099,-7.43878,4.60015,3.03262,1.50757,-8.8097,-1.59923,-0.731415,8.15633,7.47953,-7.67557,0.0621328,4.42377,5.58202,0.0658177,-0.0826449,9.64994,-3.83288,-5.48053,-4.86495,6.52878,-2.0467,5.56321,5.90428,9.91968,-0.770594,0.778358,-1.14868,4.64737,-8.75892,5.99347,-4.36185,0.508203,-8.03891,1.96484,2.52381,-5.63424,-2.47297,-8.4434,0.155508,1.97857,1.21287,-4.68628,-7.68793,-7.6748,2.26828,9.52855
