7.87533,1.77311,-3.14982,9.68804,-5.31362,7.69222,-0.341199,6.35158,8.76869,1.0521,-9.64926,0.245665,-2.02915,-0.154042,-3.06597,-0.985009,-0.655975,-4.97542,-2.76932,1.43069,-3.941,-6.15164
1.77311,9.21323,-4.91535,-0.470096,5.68469,1.46445,6.71237,7.54022,-9.35938,-8.43136,-4.10055,-6.77809,-7.76467,-9.33459,-0.47405,1.27115,8.75608,8.72656,-7.66911,-7.05126,-8.34144,8.74913
-3.14982,-4.91535,7.982,3.94856,8.87922,-8.30837,6.3634,-5.71955,8.60675,3.92549,6.55052,0.0139304,-2.5732,-5.42511,0.00432653,7.7784,-4.98899,-2.06031,-9.39322,9.2155,7.25318,0.402805
9.68804,-0.470096,3.94856,8.49132,-3.68362,-7.14029,-6.38236,1.74962,3.81245,2.56399,2.06981,8.3425,-3.4367,4.82249,0.351515,2.69498,5.57688,-1.10764,9.60435,2.88835,-4.96629,5.02576
-5.31362,5.68469,8.87922,-3.68362,-8.58185,8.34996,-7.33853,3.24868,1.80357,-1.65243,-2.01155,-2.78493,-4.38073,7.15882,-6.15013,1.79323,4.17907,-7.55049,1.27858,8.18319,-8.02086,2.19037
7.69222,1.46445,-8.30837,-7.14029,8.34996,9.99858,4.67869,-4.98863,-3.38481,2.28383,-8.11988,2.09404,1.27244,0.358738,-2.69238,-8.60239,-8.86481,-8.67879,0.69249,2.92583,-7.47228,7.87634
-0.341199,6.71237,6.3634,-6.38236,-7.33853,4.67869,-3.99584,7.22504,-1.20534,7.75794,6.87374,-6.51924,5.36999,6.91303,-9.92809,9.66937,0.298252,-9.91244,0.659776,7.49502,-0.910924,-0.720794
6.35158,7.54022,-5.71955,1.74962,3.24868,-4.98863,7.22504,-4.21515,-7.04442,-3.27941,5.74477,4.62164,9.79994,8.6961,7.43526,7.05004,-4.44564,-6.69825,-6.98434,-9.1563,0.211021,5.45454
8.76869,-9.35938,8.60675,3.81245,1.80357,-3.38481,-1.20534,-7.04442,7.18222,-7.55562,3.59683,-7.92412,-4.96318,7.28409,-4.71159,5.51083,1.69976,4.14926,-7.44917,-4.28074,5.87026,4.05501
1.0521,-8.43136,3.92549,2.56399,-1.65243,2.28383,7.75794,-3.27941,-7.55562,-7.76509,0.405725,-0.725378,9.45081,-4.87404,-2.65981,-1.94243,8.91219,-1.90634,1.02331,3.07119,-7.88191,6.82529
-9.64926,-4.10055,6.55052,2.06981,-2.01155,-8.11988,6.87374,5.74477,3.59683,0.405725,1.07418,3.59075,-5.77201,-4.59076,0.155121,8.07298,-6.57797,-5.05559,9.74608,-2.87055,9.51044,7.40118
0.245665,-6.77809,0.0139304,8.3425,-2.78493,2.09404,-6.51924,4.62164,-7.92412,-0.725378,3.59075,-1.25972,-2.49202,4.88621,-0.164125,6.99473,5.03765,4.49088,5.25835,3.91478,9.79273,-6.92014
-2.02915,-7.76467,-2.5732,-3.4367,-4.38073,1.27244,5.36999,9.79994,-4.96318,9.45081,-5.77201,-2.49202,-9.53937,7.11555,-1.06687,3.46257,5.80372,-1.31639,1.23911,-1.44629,-8.77691,-6.61441
-0.154042,-9.33459,-5.42511,4.82249,7.15882,0.358738,6.91303,8.6961,7.28409,-4.87404,-4.59076,4.88621,7.11555,2.09772,-4.66967,-4.38748,-9.09963,-7.54679,8.4657,-6.10889,0.331802,0.82298
-3.06597,-0.47405,0.00432653,0.351515,-6.15013,-2.69238,-9.92809,7.43526,-4.71159,-2.65981,0.155121,-0.164125,-1.06687,-4.66967,-8.6235,-9.82249,9.4265,7.3556,6.79644,-4.33859,5.31731,0.139527
-0.985009,1.27115,7.7784,2.69498,1.79323,-8.60239,9.66937,7.05004,5.51083,-1.94243,8.07298,6.99473,3.46257,-4.38748,-9.82249,7.82714,9.88703,2.94464,1.01738,-0.894503,-5.32239,2.52068
-0.655975,8.75608,-4.98899,5.57688,4.17907,-8.86481,0.298252,-4.44564,1.69976,8.91219,-6.57797,5.03765,5.80372,-9.09963,9.4265,9.88703,-3.50634,8.05514,1.76009,4.87327,-0.54339,3.97805
-4.97542,8.72656,-2.06031,-1.10764,-7.55049,-8.67879,-9.91244,-6.69825,4.14926,-1.90634,-5.05559,4.49088,-1.31639,-7.54679,7.3556,2.94464,8.05514,8.65123,-3.67284,1.12676,8.22243,9.18363
-2.76932,-7.66911,-9.39322,9.60435,1.27858,0.69249,0.659776,-6.98434,-7.44917,1.02331,9.74608,5.25835,1.23911,8.4657,6.79644,1.01738,1.76009,-3.67284,-9.7281,-9.73829,-8.82915,-3.58329
1.43069,-7.05126,9.2155,2.88835,8.18319,2.92583,7.49502,-9.1563,-4.28074,3.07119,-2.87055,3.91478,-1.44629,-6.10889,-4.33859,-0.894503,4.87327,1.12676,-9.73829,-1.04184,8.04511,-9.05016
-3.941,-8.34144,7.25318,-4.96629,-8.02086,-7.47228,-0.910924,0.211021,5.87026,-7.88191,9.51044,9.79273,-8.77691,0.331802,5.31731,-5.32239,-0.54339,8.22243,-8.82915,8.04511,6.85183,-1.26773
-6.15164,8.74913,0.402805,5.02576,2.19037,7.87634,-0.720794,5.45454,4.05501,6.82529,7.40118,-6.92014,-6.61441,0.82298,0.139527,2.52068,3.97805,9.18363,-3.58329,-9.05016,-1.26773,-0.578782
