4.51915,7.43394,0.542222,5.40118,-0.507685,0.121899,3.25738,-4.60878,-0.449052,-4.46568,7.08917,8.46749,8.25942,9.63031,0.989867,-3.59214,3.90882,-1.7321,-2.33471,2.07282,1.37194,2.85588,4.76305,-0.775393,2.69803,1.87541,-6.42627,-5.33045,7.75256,7.26697,-1.17102,4.5422,-5.51768,9.52515,-3.81767,0.38718,-9.95933
7.43394,-6.50746,-6.33353,2.30252,6.10284,1.36377,0.18721,-5.93626,8.71113,-6.10045,1.64818,4.31959,-1.10283,-9.22428,-8.26262,-2.11168,8.13079,3.37648,-4.7942,-1.39153,8.39968,-4.82711,-7.81654,6.07071,-4.72605,9.81445,-9.73084,-9.81306,-0.435543,-7.9459,3.68078,5.37915,-1.39461,-1.54101,1.58021,8.68917,9.27115
0.542222,-6.33353,-5.15022,4.47162,5.25614,-2.36768,1.08243,-4.86063,2.11592,6.90421,-2.81342,-0.874869,4.15689,8.80138,7.79585,1.95211,6.74663,-9.51808,-1.46775,6.78969,5.9147,3.90567,-3.00298,1.76236,1.14948,-6.98316,1.25133,7.41535,-3.69624,-5.39335,8.77378,2.76129,9.41643,3.27737,-3.17948,-4.40841,-5.32761
5.40118,2.30252,4.47162,2.11156,-4.1374,-6.42202,7.56812,-3.44848,-6.41246,5.22568,-4.75799,-7.94856,-8.55275,-7.61651,1.55612,2.28376,-0.727433,6.02402,-0.592578,0.646225,1.92482,-1.52499,-2.53426,-3.42748,-4.33161,9.65261,1.14427,-1.90651,1.20586,5.30152,3.13375,-6.04088,9.61845,-7.38477,9.30753,3.19928,-3.25078
-0.507685,6.10284,5.25614,-4.1374,7.77325,-6.81937,1.68552,6.58055,-1.69165,-7.85401,-7.29029,4.8802,-0.507958,-4.57278,9.67057,5.73563,-2.57705,4.96566,4.47402,2.68553,2.88364,0.406241,-1.29828,7.14951,-6.92333,-7.22988,-6.87799,8.73926,-3.03435,5.45909,2.92379,-6.57361,-0.49676,-1.40824,7.15251,2.02628,0.432281
0.121899,1.36377,-2.36768,-6.42202,-6.81937,-3.54548,-5.18133,3.66357,1.53948,-0.993837,4.34704,-3.64648,7.1696,-5.06745,-2.26829,2.33281,1.55372,0.973964,7.02886,-0.162342,-3.33816,-9.17925,-1.89035,-0.45282,9.85971,7.13581,-2.51822,-8.34522,0.465634,1.90401,-2.72228,-2.75589,-2.06054,-2.72022,-7.07185,-0.12319,2.37656
3.25738,0.18721,1.08243,7.56812,1.68552,-5.18133,7.54823,-1.97963,6.36312,-7.38086,5.46813,1.46943,-6.09068,1.4817,-2.35532,-9.17462,-8.25758,5.9184,-8.81596,-4.08447,8.20138,8.57579,-2.46492,-6.53217,3.13281,8.44774,-6.34093,2.27587,-5.55686,-5.43076,7.44101,4.285,6.14103,-5.08872,-0.683674,-4.29011,-4.4143
-4.60878,-5.93626,-4.86063,-3.44848,6.58055,3.66357,-1.97963,-6.17587,-5.34618,1.62859,-7.9005,8.67386,5.66186,6.02691,-1.52037,9.09907,7.64043,-0.989795,-4.02404,3.78858,-3.74851,1.20462,-9.74939,-4.53582,-9.439,-2.48666,6.68236,7.79521,-3.65643,2.01867,1.62195,-9.34188,-6.55365,-7.3759,-9.81384,1.91144,-1.84691
-0.449052,8.71113,2.11592,-6.41246,-1.69165,1.53948,6.36312,-5.34618,1.27013,-8.73303,3.8113,-9.08211,9.54589,1.9233,-1.65456,0.528385,3.71871,-3.14923,2.34534,-7.45068,6.8609,8.15523,-7.32324,0.309074,3.75047,7.87877,5.7218,-5.35755,0.0268237,-2.58272,2.531,-0.398845,-1.99138,8.76374,-7.43339,6.66302,-6.52128
-4.46568,-6.10045,6.90421,5.22568,-7.85401,-0.993837,-7.38086,1.62859,-8.73303,6.13212,7.10949,-1.17218,-5.03449,-6.16144,-6.05819,3.16866,2.82599,-6.29798,-1.60077,-8.41399,-8.40123,-8.85119,-5.56743,-0.851109,-2.74617,-8.20536,-1.20329,1.00221,-6.30646,-3.32175,-3.87879,9.19201,3.75189,8.01958,-9.03877,9.23459,9.77718
