6.46963,-4.01447,-2.94719,2.93715,-6.208,9.43316,1.18855,1.6009,4.12061,-6.35469,1.86382,-7.72587,9.17996,-6.46836,-1.59712,-5.7983,6.7328,8.81348,-2.15269,2.66578,2.17177,0.413694,7.44689,-6.6536,-1.52948,-4.10446,-8.75215,7.23202,-3.1658,-0.344743,-6.05919,8.64778,9.18862,-9.70978,7.67654,3.05858,0.130767,-1.14289,4.60883,7.29659,-5.24398,-4.37338,-7.84991,-4.82979,-6.25515,7.14242,-2.90383,-0.755291,-9.06734,-7.68069
-4.01447,9.21411,4.80531,8.42461,-3.56235,-7.36792,5.52769,9.19562,6.56733,5.11415,-4.58385,5.4681,8.07578,2.33198,-7.02886,2.91708,-4.61768,6.87418,-9.81941,0.958319,-9.21017,-1.54666,-9.87946,8.27841,-0.73605,-6.3343,-2.80301,2.82165,8.37539,1.40029,-9.74547,3.36686,-4.10946,-0.900016,9.1816,6.12811,0.420734,-2.38348,-3.42295,-5.73106,6.75004,-5.4707,3.2752,-5.84472,2.96149,4.79918,0.738866,3.76629,2.66452,0.581163
-2.94719,4.80531,0.661293,5.65909,5.11859,0.64709,9.62056,-8.80793,3.15799,3.62848,3.55569,8.61906,2.68164,-4.22456,-9.28801,9.77854,-6.74369,7.00596,-0.220527,-0.255671,6.94763,4.09541,-2.09387,-8.05071,-6.36424,4.37181,6.65358,3.58824,-8.38076,1.36314,7.02288,-4.83681,4.20181,-3.09203,-7.06144,7.47476,9.6108,-7.55399,9.41537,-8.54886,8.08483,-3.5922,-4.77234,-5.69188,-6.58518,4.88531,3.50261,5.29982,3.86677,-7.59961
2.93715,8.42461,5.65909,2.20673,-4.18284,4.64888,-1.90825,6.59184,8.48657,-8.53291,0.114179,-8.60513,7.32195,-3.34003,3.63205,-7.71742,9.27816,1.41418,9.51463,7.7655,2.9219,3.31592,5.92278,1.04613,0.370859,-4.36611,-0.270334,-7.63786,-8.82078,-1.07783,3.72318,9.80172,-3.96556,-5.25285,-5.47033,-1.99404,2.60029,5.97414,-4.02568,-0.891253,-7.7087,2.51014,3.42154,-3.40549,6.90493,1.30837,-8.16834,0.256765,2.6273,7.92432
-6.208,-3.56235,5.11859,-4.18284,5.74629,-1.86104,3.09425,1.82347,-6.22487,7.45857,4.93566,-2.4485,9.20207,0.362494,0.031617,9.96809,7.67931,-0.328866,-1.56901,-2.36336,-9.16172,2.10909,9.04889,1.05692,7.10231,-7.81467,-6.85837,-3.90317,4.03318,-3.08846,-9.76524,-1.02477,3.44511,9.82136,-0.839114,-9.4266,-3.94861,5.26126,-7.64634,-3.6477,9.58946,8.53951,7.8412,-2.64339,-5.89825,-4.26071,-3.37582,-2.78025,1.38289,-5.72698
9.43316,-7.36792,0.64709,4.64888,-1.86104,-4.3221,7.61683,-2.07627,6.5245,-1.41021,-8.35112,1.32157,0.483903,-8.55468,-2.48083,7.98095,0.75505,-6.00359,8.22039,7.01889,8.13126,3.43104,4.87388,8.99535,1.44787,-7.07804,7.11785,4.4301,4.77882,-1.77573,9.99283,1.95939,2.44152,-7.59764,0.56613,6.59441,2.03246,-8.78397,-8.04443,3.20514,-7.83807,7.66513,4.18654,-7.48238,5.02426,2.84246,-7.02894,-7.08077,6.63404,3.36072
1.18855,5.52769,9.62056,-1.90825,3.09425,7.61683,5.11627,4.23734,-9.23806,-7.45706,5.25909,0.466029,4.16492,-9.09973,-3.52063,-4.29442,0.78688,8.49351,6.36013,4.50492,2.93416,6.12914,-9.42041,8.68079,7.77646,7.3159,5.80656,0.318558,-9.41744,5.38213,-2.68571,3.53378,3.62164,6.70398,-0.23567,-6.40769,0.784531,8.13875,-6.32586,4.72186,7.93528,8.32658,-4.99444,2.53429,1.50703,-5.24727,-3.11967,6.93521,-6.44624,-6.03014
1.6009,9.19562,-8.80793,6.59184,1.82347,-2.07627,4.23734,-5.6235,-7.93019,-0.78157,-6.37812,6.40524,9.66952,-9.18562,2.56764,-3.22638,6.13676,3.58869,-9.7319,-0.486049,-4.44947,-1.81444,9.32679,2.0585,-7.19136,-4.12719,-2.51563,0.0217065,-9.74505,5.27796,8.83127,-3.84835,7.14849,-7.86477,-3.02953,-9.7148,-0.00614247,2.47613,-5.7385,5.19667,4.04031,5.08802,-6.51921,9.84108,-7.63929,1.13996,0.160459,-8.03531,3.80329,-6.42574
4.12061,6.56733,3.15799,8.48657,-6.22487,6.5245,-9.23806,-7.93019,0.0821543,-8.18897,8.9866,-0.441786,-0.486856,1.09327,-7.69223,7.33108,-1.99685,-8.05055,-6.6785,5.79879,-6.90069,5.90592,-8.05342,1.11612,0.53938,5.0809,-7.7387,9.64758,4.60092,7.42037,3.71908,3.17325,-2.93013,-8.5034,-2.20063,-4.76832,9.83743,9.12297,-8.05639,-2.78431,-1.04061,-2.87067,-0.457948,-6.83094,2.98161,7.67503,-7.59215,0.87744,-3.2869,-3.622
-6.35469,5.11415,3.62848,-8.53291,7.45857,-1.41021,-7.45706,-0.78157,-8.18897,2.97229,1.7555,2.43003,7.08393,-2.82704,1.60046,1.4376,8.56072,-2.72487,-2.731,-9.65821,5.33332,5.38547,-7.48164,4.21228,7.63501,-8.44516,-4.25607,9.05784,-2.00229,8.93678,-7.79669,3.45063,-4.62065,-1.88241,0.687309,-2.70592,4.15469,2.3222,7.29516,-6.07049,-6.93765,-3.17636,1.6393,-6.92514,0.759327,2.34929,7.71641,9.59589,3.90381,3.76045
