-3.15516,-9.232,-0.60818,-4.86614,-9.08422,-5.38485,-9.13756,6.49093,-9.10823,9.23939,7.99379,-3.55742,-8.74192,-5.61792,-8.30056,8.11215,6.85336,3.18464,0.554631,-2.84541,8.57277,-7.87726,1.453,9.6419,-4.57591,7.52334,3.55737,-9.59593,1.55005,5.90197,1.96222,4.94416,7.22053,3.96141,-3.72365,-3.3332,-6.7363,-8.11279,-0.839302,0.896272,-1.53203,-9.73233,6.45696,-5.43671,-5.05891,-8.43012,-7.52964,1.373,4.76588,8.46284,9.75242,-1.16316,2.95443,-9.41772,5.75278,-8.02078,-0.253435,-2.27131,-1.47011,-1.00273,-9.27923,3.69999,-2.54184,8.16319,-5.13934,6.24233,6.03733,9.14932,-6.9791,9.47956,-4.94372,7.6634,-2.38758,-8.37218,-7.95822,-1.59149,-3.38275,-3.59554,1.42355,8.1467,-6.37389,3.96516,7.56509,4.6062,-4.89881,-1.94934,4.3075,-0.714732,9.59922,1.42418,4.6618,9.1277,-6.30817,-3.37145,-9.72352,5.33948,8.21247,-6.21327,1.13694,-1.34067
-9.232,-6.16708,-2.79771,-8.40119,-3.48738,4.15349,-4.60992,6.46732,1.51476,0.163526,-6.31929,-0.210655,3.87792,5.81158,-1.52352,-7.74799,0.755546,-9.37276,9.26593,-3.46526,0.894556,-3.95463,8.33977,1.33054,-1.56487,-5.32772,5.8303,8.14241,1.81147,-6.43332,2.49304,-6.23995,3.33067,4.13747,-6.6233,6.51154,9.33442,-3.29266,7.32678,1.63022,5.55581,3.79145,-6.23127,-2.97552,-5.62042,-5.94317,-0.924933,-9.5193,-0.208098,5.71404,-3.62993,-5.2032,6.69975,7.48409,2.49874,-7.09449,-8.07034,-2.09023,7.54826,-3.32922,-0.499478,7.07861,6.38683,-0.392745,4.7893,6.70853,-7.20318,2.93663,0.445348,-6.48198,4.21982,2.18936,-9.59352,9.74903,-8.29269,-2.80935,5.29346,0.22127,0.322955,5.97781,-7.1668,2.00537,1.76428,-8.33008,-3.53435,-0.110781,5.09005,7.5112,-2.85546,4.36068,3.4839,1.31281,4.20782,5.24034,-9.87058,5.1,3.11179,2.85974,7.95543,4.70747
-0.60818,-2.79771,0.447334,-6.33059,1.23302,2.2786,9.85549,-2.8158,-9.81022,6.13916,8.48718,8.88677,-5.49365,4.69615,4.52032,5.71682,8.90151,-8.10083,-7.81421,-4.20721,-0.392155,5.64095,2.10715,2.16929,-2.39208,3.36889,7.22002,9.80427,5.37929,-7.73949,-9.46588,6.44035,-4.84483,-0.415562,-6.1439,9.15147,-4.45043,0.126255,1.38239,-2.96528,8.20126,-6.44497,7.65791,4.51318,8.72854,2.843,-4.53509,-3.41787,-1.10323,-4.22887,3.94103,-4.89679,-0.0811587,-0.839442,4.8241,6.55713,3.28879,-6.95377,-1.19619,7.66764,1.62908,-6.42638,-9.00667,5.56395,-3.63705,-4.73404,6.06283,1.78208,-1.281,1.30088,3.71656,-3.50111,5.64277,-4.71661,-9.57089,5.08233,-7.27963,-8.98921,-8.99246,8.34332,6.2449,-6.50914,8.79796,-5.09259,8.36212,-6.86142,5.7986,-5.77045,-2.27223,-8.38075,1.00007,6.67597,-5.76796,-5.38857,-7.03777,-5.10233,3.89184,-3.05339,7.91845,3.70924
-4.86614,-8.40119,-6.33059,-4.87829,5.50405,6.0943,5.33706,-1.72773,0.813241,-5.8647,-4.67039,2.27983,-1.97876,9.63281,-7.93845,2.01736,2.91258,-3.51265,5.26304,6.79622,1.02527,-0.951023,4.50606,-7.56968,3.44372,5.93941,4.96424,-8.02338,-6.15936,-7.00796,2.49104,9.20141,9.61628,3.07345,6.76048,7.39583,-5.36576,-7.69667,5.45701,1.26294,-1.41552,-1.11698,-6.07514,-4.30934,4.33236,-1.82269,-6.72606,-7.8069,-2.31493,1.55989,4.1904,5.81312,0.221731,-5.12241,4.50715,3.89862,-8.53167,5.48838,1.9875,-4.34483,0.433226,4.63702,6.36738,9.4499,5.29156,8.44033,8.80759,-2.82162,4.87789,-1.67635,0.325536,-4.62269,2.3159,6.85738,-8.07544,-7.87647,-8.58382,-3.62611,-8.22881,3.969,-8.91578,2.56831,1.23917,-7.03863,-6.43315,7.87314,-8.0483,1.23993,-8.11926,-4.90697,0.804013,-0.968043,4.14968,-5.86235,6.07617,-2.87409,2.22056,-8.78762,3.70834,-2.42276
-9.08422,-3.48738,1.23302,5.50405,-1.80068,7.64789,-7.43414,9.84481,-8.8564,1.697,9.47617,-7.17954,7.33876,-6.99201,7.89662,4.32617,-6.12841,3.66051,6.95513,0.506535,-5.29814,-9.64955,-6.48028,-9.4864,-6.34598,-2.39518,-0.502802,-2.97584,8.47546,-0.00386829,0.290039,2.57913,-9.09758,-2.47345,7.15073,-7.81525,5.95047,-6.65336,6.93473,8.0574,-6.55103,-9.44884,4.20456,-5.94377,-7.60479,9.06132,-6.32031,8.60947,7.81914,-8.22882,9.00815,-1.9206,4.24995,-9.22868,-3.58288,-2.43288,-5.45357,-1.49932,5.37194,4.28681,9.11415,-1.25641,-5.14691,6.32194,3.4718,-9.19147,-2.52136,-5.52741,-7.0212,1.63487,6.08856,-8.25339,-5.80588,6.45638,-5.69248,-4.25869,9.02839,7.50421,-9.59749,-1.90672,-4.43884,-0.443725,6.31729,0.612725,-7.19169,4.78176,-6.75524,7.26571,5.87177,1.21051,-1.01233,-2.52447,-7.67552,-2.11691,-1.56105,-8.40713,-9.07869,-1.47691,-9.70841,7.52096
-5.38485,4.15349,2.2786,6.0943,7.64789,-8.92968,7.48578,6.23378,-1.2974,5.55222,1.06071,6.08658,-7.02577,1.0059,-5.87218,5.77651,1.45654,8.82462,3.01694,5.99924,7.32327,2.43777,-7.84934,-1.68954,-3.78856,1.08167,6.12326,9.89267,8.08005,-4.90753,-8.18675,-6.41081,-1.18108,-6.78111,-5.63739,-8.01932,4.41676,9.7964,-0.774651,-3.59114,-6.13066,-5.69493,5.8713,9.48563,-3.57397,9.46469,-0.200778,9.38674,2.21806,4.54384,4.75367,3.23658,0.411643,5.01482,-8.62432,1.75828,-7.69755,-9.54202,1.56505,9.26546,-1.25981,4.90483,-2.30353,-0.0202023,-9.92435,-1.85149,-9.58743,-0.451054,9.09122,-4.29017,7.64831,7.62187,-6.99603,8.71275,5.0571,-0.850883,5.32911,-8.96783,-8.38318,4.70342,1.09599,1.18729,-5.63551,6.02095,-9.6841,9.39769,-2.02964,-8.37906,-1.95319,-4.92852,-9.74256,5.23638,8.25524,-0.402799,9.58175,-2.9485,5.25916,-7.03234,-4.26154,-7.03691
-9.13756,-4.60992,9.85549,5.33706,-7.43414,7.48578,4.08245,8.22498,8.59639,5.39093,1.25815,3.34002,6.61364,4.70754,-6.32775,1.6705,-8.70814,0.439713,1.76648,-6.36537,-7.39513,6.99414,-8.3021,2.14391,-9.66608,2.95561,-8.96319,3.30573,-2.15974,-2.90965,2.40027,-3.07245,-7.64581,-4.82039,-2.7265,-8.86561,2.4163,7.103,6.03679,4.08167,6.54448,6.60572,5.99394,-9.33009,-4.26344,5.13245,-8.40544,-0.774769,-4.21437,-1.57389,-9.61311,-6.68172,9.68129,-3.97922,-2.36461,0.660576,-5.88188,-0.847267,-0.918378,2.31949,-5.20213,3.93573,1.73589,8.41236,3.95213,4.86491,-2.75513,0.626839,-3.48995,0.825121,-9.75205,-8.64395,-5.98009,-4.24878,-6.80488,3.8725,5.09732,-8.68347,-9.54574,1.22896,-6.91361,2.29073,2.28412,-2.87891,2.53793,-0.670433,-9.5239,-9.4841,-9.11026,-1.38083,2.50423,3.33804,2.7532,-5.73222,5.54391,8.6285,-7.46195,-4.50313,7.21611,-2.49449
6.49093,6.46732,-2.8158,-1.72773,9.84481,6.23378,8.22498,5.6482,-8.40866,-8.27385,-4.32535,-7.18426,-5.55182,2.62021,-0.437975,4.60517,-5.78136,4.35866,9.57072,5.55389,-9.47454,-4.80587,6.63868,-7.10154,7.55805,9.35633,-1.53175,-0.724233,7.35627,8.10097,-3.53021,8.45292,8.67973,3.62903,7.31802,-8.32757,-1.54516,-2.62064,-9.88686,4.51883,-2.53009,5.10746,6.08688,8.16102,7.68614,-6.39943,5.54135,3.48431,3.79244,-6.4414,4.65099,3.46502,2.27732,-0.409768,2.16036,-5.45629,5.53889,4.41593,-4.31452,3.36424,-0.950472,3.12339,6.50456,-6.40818,-2.04687,6.60488,6.24375,-5.08446,-2.6713,-8.05807,-3.84644,-6.48526,-3.85262,-9.87937,0.790787,-2.60558,-8.54962,-4.97781,8.12333,-6.41278,-4.25857,-4.24098,-8.27641,-8.92602,-7.94604,-4.69986,4.65613,-3.70478,0.546862,5.58212,5.59649,-2.78698,-8.87363,2.46496,-4.75507,-5.50297,-6.23095,-6.01672,2.35759,6.28616
-9.10823,1.51476,-9.81022,0.813241,-8.8564,-1.2974,8.59639,-8.40866,-8.40801,-7.23442,-1.61533,-7.72692,-2.0416,0.0730138,2.47859,-5.30089,-5.58818,-4.17038,-6.96296,-1.03168,-9.43835,-4.91178,1.82632,5.27864,4.90093,4.78811,-4.9548,6.55094,-8.78347,3.20069,-3.35002,3.71438,-5.3536,-3.66319,-5.33609,-9.82497,1.86521,-1.59424,8.50923,3.61038,3.88438,-7.41948,3.19713,7.81444,-8.69299,1.67091,-1.88086,5.62312,3.44163,9.35232,-3.42742,8.38456,-9.30425,-0.0259871,9.78804,-5.72984,-6.23035,-4.79909,-9.29138,-5.86423,-2.21183,-4.02066,8.26945,-6.34346,2.23843,-0.84583,2.60276,0.128394,-9.81386,4.59966,4.97926,-6.09617,-7.85749,-6.39637,-0.979551,-9.99963,-9.03194,-4.06963,-4.20794,-8.86238,-9.25826,-8.00281,-9.90832,6.43378,-5.95414,7.18682,4.27678,-3.68534,-9.12443,4.34832,6.60263,-5.93098,2.71997,-6.86701,8.58865,-8.71615,-5.17738,-4.38899,0.323295,-5.29859
9.23939,0.163526,6.13916,-5.8647,1.697,5.55222,5.39093,-8.27385,-7.23442,9.71273,2.18223,8.85645,-8.95555,-2.39144,2.91967,0.888438,4.37661,-8.68513,-9.61726,5.33607,-2.18905,4.3752,-7.91042,6.35834,-2.83002,-5.38665,-4.87042,5.55637,-1.10542,2.08312,1.05312,5.59684,1.26364,1.46974,4.12634,7.03083,7.95931,3.77478,-8.07554,1.11673,-5.77846,-9.58108,9.98704,4.83675,0.155649,0.367139,-1.23534,6.10117,2.15719,2.57526,-8.96576,0.776124,-7.83582,-7.14396,7.0828,5.29608,2.70075,4.62977,1.10963,-9.64114,3.26154,-7.93483,-7.53576,-9.15435,-9.0939,-0.20158,-9.15601,8.45014,0.398541,7.69432,-4.77754,-3.02752,-3.64353,-6.7754,-0.149266,4.01295,-2.51321,8.88972,1.75835,-7.96272,3.20255,0.0219399,-0.468667,-9.38613,9.26308,-9.64443,4.80015,-6.43664,-9.06773,9.67342,-9.52222,-8.01548,-4.59685,4.86289,7.82292,5.10358,-5.83046,8.12158,-0.975657,-6.03693
