-0.550453,-4.598,1.71078,-6.9912,2.36371,8.23328,-4.70282,-1.38558,-2.42951,8.96768,3.6258,-5.68933,-7.66175,8.50044,4.52852,7.08573,0.642379,-6.92493,-4.50417,-1.89324,-2.31839,-6.43411,1.52378,-9.00139,7.01343
-4.598,3.85141,-3.15783,-6.48836,-3.93709,-1.63958,-6.21563,-0.0363632,9.82834,8.34293,2.67467,4.04253,-2.18038,8.42759,9.07166,6.08118,9.31195,3.26522,-9.38717,4.54827,-4.8168,8.48883,9.41336,-2.5255,-6.15455
1.71078,-3.15783,-6.98524,3.37477,-6.82672,-2.09728,-4.88506,-4.49161,-0.5668,2.07703,5.43719,1.52267,6.81139,-2.73403,-2.6219,8.52691,8.94412,-4.18732,7.51473,-3.90191,2.12106,-2.8926,-9.22768,-4.0385,1.68601
-6.9912,-6.48836,3.37477,-3.24223,-7.44001,5.52272,-6.05897,9.94806,7.75014,-4.19858,-2.86404,-0.335247,-1.16819,-2.3079,7.56504,9.14317,-4.05905,-8.35041,2.8543,-1.35203,5.14054,-3.75513,-1.56879,8.1824,-9.02925
2.36371,-3.93709,-6.82672,-7.44001,6.85037,1.24113,3.10842,-9.88078,3.34411,8.56278,0.628121,-2.15529,-0.926952,-9.46221,4.47347,-8.06047,8.44698,-5.58753,-9.49997,-2.58372,-1.05365,4.63851,-0.883312,2.68011,8.47361
8.23328,-1.63958,-2.09728,5.52272,1.24113,-2.93271,-3.21093,-4.79333,5.06839,-2.8774,0.594807,-5.49191,-4.4978,1.20188,7.71216,-5.39353,2.71375,2.40667,-0.435582,4.71172,6.24771,-8.21025,9.72285,-6.22842,-7.36122
-4.70282,-6.21563,-4.88506,-6.05897,3.10842,-3.21093,-1.23225,-7.6863,6.50828,-7.14045,5.70837,1.12274,-2.14804,5.75197,7.86414,-2.10056,0.535427,0.458992,2.45803,-7.36093,4.98297,-8.5375,-2.29492,-4.674,-9.62801
-1.38558,-0.0363632,-4.49161,9.94806,-9.88078,-4.79333,-7.6863,2.91496,6.44841,4.60101,5.16668,2.66639,3.61896,4.65886,-3.61024,-9.43879,-1.33055,-2.55396,7.81767,-7.70487,-2.21585,-9.22809,-3.94762,-5.36467,-6.36731
-2.42951,9.82834,-0.5668,7.75014,3.34411,5.06839,6.50828,6.44841,0.684281,7.89591,-8.31985,-3.1887,6.0921,9.01554,5.22963,8.19349,-4.08355,2.61534,-9.01647,-6.89013,9.76784,4.17048,2.39456,-1.91992,2.01689
8.96768,8.34293,2.07703,-4.19858,8.56278,-2.8774,-7.14045,4.60101,7.89591,0.562619,-8.73189,-0.512327,6.69192,-8.45461,-9.99455,-0.226711,3.72995,-9.46233,0.712505,0.155159,8.31167,-8.52897,-6.44773,7.20354,5.27501
3.6258,2.67467,5.43719,-2.86404,0.628121,0.594807,5.70837,5.16668,-8.31985,-8.73189,2.94209,0.38807,-8.74361,0.292807,2.43322,-8.77796,4.47581,-5.96728,-0.351093,6.99448,0.126767,3.1186,-6.641,-9.26245,9.99836
-5.68933,4.04253,1.52267,-0.335247,-2.15529,-5.49191,1.12274,2.66639,-3.1887,-0.512327,0.38807,-1.30744,-5.83754,0.922861,-0.717617,8.60929,7.16035,-2.55182,-6.36302,-9.19111,-5.19293,8.45662,4.91725,0.922529,-0.401545
-7.66175,-2.18038,6.81139,-1.16819,-0.926952,-4.4978,-2.14804,3.61896,6.0921,6.69192,-8.74361,-5.83754,4.41822,-5.40088,5.76023,6.24071,1.58393,-6.15997,3.78059,0.0557729,7.51476,-9.73335,9.34237,5.11037,-2.85031
8.50044,8.42759,-2.73403,-2.3079,-9.46221,1.20188,5.75197,4.65886,9.01554,-8.45461,0.292807,0.922861,-5.40088,7.97847,9.84138,7.38884,4.77678,2.17589,-0.784754,4.38617,-4.30458,9.94353,1.08442,-2.97726,7.83203
4.52852,9.07166,-2.6219,7.56504,4.47347,7.71216,7.86414,-3.61024,5.22963,-9.99455,2.43322,-0.717617,5.76023,9.84138,-6.16624,-2.21517,1.39424,8.30643,-9.92036,-6.46247,1.62898,-3.27138,9.3085,7.05678,9.96647
7.08573,6.08118,8.52691,9.14317,-8.06047,-5.39353,-2.10056,-9.43879,8.19349,-0.226711,-8.77796,8.60929,6.24071,7.38884,-2.21517,6.77104,-9.43727,2.56052,5.16583,-1.31124,6.49893,9.38165,-4.3794,-9.62943,4.75716
0.642379,9.31195,8.94412,-4.05905,8.44698,2.71375,0.535427,-1.33055,-4.08355,3.72995,4.47581,7.16035,1.58393,4.77678,1.39424,-9.43727,2.21714,-2.22112,7.74628,-0.0723552,8.32569,8.28935,6.77063,4.74651,-4.90723
-6.92493,3.26522,-4.18732,-8.35041,-5.58753,2.40667,0.458992,-2.55396,2.61534,-9.46233,-5.96728,-2.55182,-6.15997,2.17589,8.30643,2.56052,-2.22112,-8.39786,6.01621,-5.38262,-9.32267,3.16551,9.95265,9.27985,-0.863215
-4.50417,-9.38717,7.51473,2.8543,-9.49997,-0.435582,2.45803,7.81767,-9.01647,0.712505,-0.351093,-6.36302,3.78059,-0.784754,-9.92036,5.16583,7.74628,6.01621,0.892153,0.772536,9.98536,-5.20481,5.35397,9.48815,-9.66512
-1.89324,4.54827,-3.90191,-1.35203,-2.58372,4.71172,-7.36093,-7.70487,-6.89013,0.155159,6.99448,-9.19111,0.0557729,4.38617,-6.46247,-1.31124,-0.0723552,-5.38262,0.772536,7.75255,-7.38671,7.89822,-9.79924,2.49396,2.92474
-2.31839,-4.8168,2.12106,5.14054,-1.05365,6.24771,4.98297,-2.21585,9.76784,8.31167,0.126767,-5.19293,7.51476,-4.30458,1.62898,6.49893,8.32569,-9.32267,9.98536,-7.38671,0.317793,-3.3125,5.41646,-4.83386,-7.32425
-6.43411,8.48883,-2.8926,-3.75513,4.63851,-8.21025,-8.5375,-9.22809,4.17048,-8.52897,3.1186,8.45662,-9.73335,9.94353,-3.27138,9.38165,8.28935,3.16551,-5.20481,7.89822,-3.3125,-7.68278,-8.91596,4.3379,-0.0907811
1.52378,9.41336,-9.22768,-1.56879,-0.883312,9.72285,-2.29492,-3.94762,2.39456,-6.44773,-6.641,4.91725,9.34237,1.08442,9.3085,-4.3794,6.77063,9.95265,5.35397,-9.79924,5.41646,-8.91596,9.33972,6.00538,4.37412
-9.00139,-2.5255,-4.0385,8.1824,2.68011,-6.22842,-4.674,-5.36467,-1.91992,7.20354,-9.26245,0.922529,5.11037,-2.97726,7.05678,-9.62943,4.74651,9.27985,9.48815,2.49396,-4.83386,4.3379,6.00538,9.0579,6.24468
7.01343,-6.15455,1.68601,-9.02925,8.47361,-7.36122,-9.62801,-6.36731,2.01689,5.27501,9.99836,-0.401545,-2.85031,7.83203,9.96647,4.75716,-4.90723,-0.863215,-9.66512,2.92474,-7.32425,-0.0907811,4.37412,6.24468,-1.80799
