-9.44037,-1.5373,-8.85536,9.04894,-1.85803,-9.37832,2.55875,-7.7258,-2.42293,9.3538,2.18273,6.21233,-7.26821,-1.25736,-9.27781,0.730503,-0.96468,0.81795,-5.14301,3.48649,-0.101578,-3.22553,-9.35798,-6.75679,-5.58655,-9.33441,-4.09646,3.76583,1.23929,-8.48091,-1.78142,4.77448,7.003,9.35951,-1.30264,4.03231,4.89173,-4.97996,-9.7581,-7.58543,-9.46858,-3.90013,-7.10076,-7.26956,2.69886,6.36516,-9.72602,-1.75319,-3.73502,-8.90503,2.47783,-6.92372,7.91871,7.13978,6.79141,9.63854,0.575521,7.0597,8.66472,5.44557,-1.05929,6.3767,1.30149,4.56834,4.43032,9.80121,-5.45996,8.23091,1.48635,2.5424,-4.50909,-9.63201,-7.77855,3.24966,7.29478,-1.93954,4.18737,-3.36514,-9.06854,-2.67653,1.57159,9.14847,-0.357618,6.88039,0.168104,-2.8572,5.48538,6.41117,7.40165,3.30695,-7.95545,0.179986,-9.21152,0.836943,-5.81036,4.22748
-1.5373,-6.48204,2.25536,9.32172,3.62192,-7.62727,6.18701,8.96153,2.39138,9.44838,9.33606,9.28668,-3.93191,6.74536,-0.251708,-0.30462,7.8493,0.792598,2.60913,3.63971,0.672772,1.41478,-0.176118,-5.08506,-4.50651,4.33419,-8.47592,8.29531,-2.41512,8.59096,1.626,-0.11462,-3.90265,7.79551,0.504572,-4.70767,5.38002,-8.13095,4.01601,-5.69032,-3.33071,-5.96089,-1.50238,-3.31872,8.87447,3.85743,6.86986,-3.99002,5.41206,-6.18414,8.62546,-7.37589,7.18273,8.43631,1.16465,-2.89918,4.34096,6.23231,-5.47112,4.35179,-1.62604,4.42953,8.47577,-7.61769,-5.29004,-7.45369,-8.54122,1.69175,2.5046,-2.29614,-7.47341,-9.25541,3.42848,-0.332089,5.78301,5.69374,-3.45046,4.80438,8.15853,-0.810577,-3.7729,-9.12867,-0.851072,-9.87232,5.1412,3.96605,-4.16862,-9.69072,-5.60793,3.55185,1.35568,-7.13354,2.24349,-8.1526,8.54218,2.76178
-8.85536,2.25536,-2.71603,-2.85484,2.08133,4.81341,-8.79561,0.030601,0.0255854,-1.94703,-3.95767,-7.48066,-8.70909,7.15198,2.52238,4.47918,-0.893313,-8.93912,0.432595,7.85809,-6.74322,7.217,1.60076,8.54074,7.17007,-5.85652,-5.90529,-7.12398,0.285998,5.87078,-3.97465,2.32608,-1.03929,1.67967,9.6154,9.08886,-1.41764,-2.14511,6.33213,-2.96633,0.490664,-7.19319,7.99869,-5.54157,8.28542,-5.3533,-7.21655,8.19001,-8.20271,-7.93525,2.00612,-8.24263,-4.3065,5.0774,4.85488,6.56258,4.59902,7.25843,-8.94751,5.88775,4.63535,-2.1211,4.28458,-5.12799,6.70221,1.59019,4.31362,1.13849,7.41262,8.7191,8.25008,1.03414,-1.6276,9.95344,-2.66715,-7.18278,-3.39238,4.25655,-2.45387,0.605789,-2.53228,-4.74548,6.29908,2.09052,0.326717,7.78367,7.12384,1.23714,1.3236,9.2048,-0.992721,9.72452,-0.255312,9.51813,2.29976,-8.95426
9.04894,9.32172,-2.85484,-8.78229,7.27122,-4.34302,-9.64642,8.84843,-9.39664,1.02006,1.28993,-0.519938,8.87655,-8.96656,2.38982,4.53868,0.577201,-2.56383,6.18986,-8.96123,-0.692283,4.45195,-8.6099,9.89302,-7.18401,-5.73536,8.2881,6.37639,1.7238,5.91451,-2.84413,-0.806053,3.18015,5.07027,3.94819,-2.89264,5.20172,9.21855,9.27942,-3.28356,2.37807,1.6188,-8.36039,-0.38399,-8.62172,-2.28352,-6.00462,-8.24245,9.90225,-0.278268,-4.89631,-3.28567,5.24709,2.23727,1.17811,-5.1216,5.24288,0.881849,-8.20389,-7.62972,0.901934,-3.90772,-3.04384,-2.09737,4.35661,-8.43276,-6.62335,3.61443,-0.449108,-3.44608,-8.94986,9.44668,-9.71341,-2.55772,4.07754,6.53786,-0.400963,3.95114,-2.55346,-0.343157,-7.38351,-4.7313,4.76251,-6.4502,6.88838,-6.66641,-5.56008,-0.268654,-2.2412,6.04868,-5.23261,-5.47829,-6.50922,-7.35136,6.76227,-0.130801
-1.85803,3.62192,2.08133,7.27122,-8.10344,8.24736,9.84916,-6.67223,8.30408,9.61695,-7.13716,-5.53429,4.83635,-7.04281,-0.762765,-2.6125,-5.61556,7.0781,2.17584,-8.16904,-2.24545,-3.03741,1.81864,-3.66832,-7.69501,-6.02347,-3.11894,5.20447,-0.0734803,1.57693,-5.00276,6.11396,9.41224,3.54194,-9.22156,-1.88993,-1.58328,5.94155,-9.34829,-4.97119,-9.67849,1.86754,-1.36501,2.15649,6.48181,4.80942,-6.2117,7.61777,1.81253,7.94218,5.97536,-1.26875,5.01792,6.97265,3.05838,-4.38905,6.6144,-6.14783,5.82391,5.6385,4.66052,-2.01905,-7.1825,-4.23241,-3.95185,7.5494,4.13776,9.21585,4.42779,6.34025,-3.64898,-7.01806,-9.79706,-8.4175,8.99421,-4.24556,-7.77706,-0.0753003,8.91309,6.89655,-4.23613,2.35416,6.22192,6.73129,0.941524,7.04063,-9.88253,2.2185,2.64296,7.06704,-3.01444,-1.10932,-2.04111,-8.51677,-6.89618,-1.4024
-9.37832,-7.62727,4.81341,-4.34302,8.24736,6.81915,-0.630797,9.2658,7.54338,-6.36076,6.94553,-8.36168,-9.73052,6.43149,1.28594,-4.23498,0.125473,2.97874,8.39977,-8.03742,-1.85843,-3.25354,-0.869773,-2.53972,-3.52208,-9.63398,3.25323,-5.14354,1.63422,4.91258,-1.118,3.33175,-6.07784,4.60675,9.94128,1.58422,-4.25954,0.827578,3.07443,-3.99868,1.02864,6.91657,-3.45055,-7.57005,-8.08815,-0.198659,0.329434,-7.29961,8.3013,-3.08347,7.72418,4.49958,9.24094,1.44376,-7.37333,1.43861,-0.192802,7.61618,-4.08923,-7.76269,1.69042,-8.81354,0.127731,-1.39551,6.10377,-4.82302,7.04748,1.85483,8.73022,0.986504,5.85729,-9.74984,8.81564,1.96391,-6.589,-4.2672,-1.16803,6.33866,-3.11808,-4.71465,2.47227,-7.8047,-1.52056,-3.61216,4.80188,-2.02089,2.85321,2.67913,-9.81681,-0.340552,9.43083,-5.42704,-2.53269,5.83644,-2.79274,6.67969
2.55875,6.18701,-8.79561,-9.64642,9.84916,-0.630797,2.45617,-3.77919,3.00545,0.966395,5.82865,-2.38583,5.41268,3.35171,-8.05613,-0.136521,5.97847,-5.70862,-5.34292,5.17889,7.90871,8.73265,-4.46616,0.714707,-8.95449,0.714225,9.72898,1.30004,-6.97659,8.6216,1.4297,0.447862,-5.05341,-4.71685,-5.66027,-3.29641,-3.50477,0.242542,7.77857,2.20366,-8.30154,3.82798,8.24971,9.36799,9.0494,-4.01049,3.83656,1.4532,8.32858,5.00111,7.21775,4.0699,6.88144,5.71073,4.05064,-9.47544,-6.30328,3.42287,6.13399,-9.92368,7.25369,-1.06322,8.31154,2.36931,2.00345,5.91698,-4.1481,-3.94446,-1.73993,6.59744,1.40522,6.85258,-3.20535,-4.51428,5.6799,8.22107,1.24189,0.66995,0.45924,4.5762,9.86384,8.79587,-6.98046,-8.63614,9.76642,-2.54579,5.53785,1.55768,5.44184,4.52963,1.82272,0.460299,5.53866,5.03078,5.37841,5.19448
-7.7258,8.96153,0.030601,8.84843,-6.67223,9.2658,-3.77919,1.73904,6.06898,-4.54935,9.55237,-7.17773,4.11233,-7.06274,0.784586,8.27989,7.30714,-1.81257,2.71571,5.71692,-0.151292,7.49639,4.07199,7.93162,1.4519,-7.81174,4.14886,4.30814,6.61144,-9.34321,4.12106,2.56782,-7.62357,4.58928,-2.33156,-0.786093,2.31672,-0.709791,3.86544,8.88803,2.49772,-1.48181,5.6141,-0.684977,-2.59098,7.05797,6.21217,0.742847,-4.14914,-2.41506,7.55522,-1.8708,-2.69891,6.14123,3.0324,9.93932,4.58586,-5.09788,-9.46734,-7.49204,-5.99594,-1.44951,-0.14349,-4.13857,-6.08583,-2.11662,-7.95816,7.2129,-2.50974,-1.94651,-5.67435,-6.6711,5.10075,7.07492,-2.09717,-5.22794,7.64859,4.99598,2.77509,-5.28124,-3.23347,4.54563,3.405,-8.68194,-7.55638,-2.77083,-1.43242,4.72287,-5.55731,1.85709,0.778543,5.01323,5.53637,-6.24269,7.42236,7.62692
-2.42293,2.39138,0.0255854,-9.39664,8.30408,7.54338,3.00545,6.06898,-7.18287,-6.79021,9.68942,-1.6777,-6.94137,-0.365802,4.66427,-4.24665,-1.14373,2.74764,-7.42405,-4.75267,1.46659,-6.18572,6.95809,-2.67397,0.641688,-8.51585,-7.12457,-5.84494,9.12684,9.55179,1.1249,-9.81027,9.39472,-6.00758,3.14652,-5.73164,-6.03015,0.684332,-1.83038,-8.82429,-9.79955,-1.75159,8.82068,-9.99833,5.57268,9.60096,0.417109,2.58507,9.20158,-9.32196,9.56452,7.7255,2.78529,3.92012,-3.60117,8.66514,1.08524,7.20734,9.39312,4.36092,-4.49101,0.47688,7.4176,4.26202,-3.01848,-3.8976,-7.07508,2.16623,9.95564,-6.71018,5.87232,0.421406,3.09187,2.66209,-4.98024,8.8327,7.11402,-2.77024,-5.3481,3.64028,-5.98924,9.95726,1.58607,-9.30564,0.255851,-2.73087,8.24207,-3.91144,-1.27674,-1.11492,-4.35434,3.26912,5.44402,9.06681,-0.722606,6.98098
9.3538,9.44838,-1.94703,1.02006,9.61695,-6.36076,0.966395,-4.54935,-6.79021,-1.73937,1.31379,-0.631377,3.81736,-6.04482,-8.4612,-1.24878,0.263122,-7.61605,-7.13842,-1.25786,-6.74477,4.84689,-8.46066,9.87138,4.93796,-5.42412,7.57276,7.17319,1.92528,9.04633,-5.66368,4.9664,-1.58915,7.31843,-7.85532,2.32948,-4.85953,2.06058,-9.97132,-4.50907,-1.87249,-7.41946,0.558087,-4.16837,4.45584,-8.98693,8.5106,-2.00122,1.48026,-9.39855,-3.2254,-9.86311,-8.82999,-6.64083,-8.99917,-3.85609,2.72131,-3.90214,5.65839,2.25602,-6.89695,0.528224,4.48061,-5.067,4.36584,-3.75987,9.89096,-2.94047,-3.37657,-6.31464,-8.35264,-1.9882,3.84035,-6.66227,-0.146445,6.50862,-9.05061,-0.312174,1.18761,0.351714,-3.02173,4.75062,7.28049,-7.14384,2.58825,-9.28389,8.09518,7.61518,8.73261,-2.78374,2.79048,8.30822,6.4748,5.56782,6.14739,3.88572
