-9.76649,6.67669,2.5043,1.23952,2.68491,4.38912,-2.51245,-1.96069,-5.58212,8.43479,-0.674691,1.28448,9.00458,-5.82299,-5.50469,-5.8077,2.4823,-1.55481,-8.43221,5.67097,-5.97448,5.59088,4.42103,3.50347,-7.02139,-5.46641,-8.18014,-4.14743,8.67288,5.02011,-0.572592,-8.8865,2.10536,0.651813,1.5997,2.49945,-2.69295,-1.2918,-6.18888,0.865179,9.02549,-3.93739,9.43969,7.91795,7.00519,9.92591,-0.429679,7.24312,-5.19139,6.02765,6.03633,1.78947,-0.464279,-2.04259,-9.70162,-1.97707,7.56543,1.39522,-6.69298,4.09479,6.73959,-0.716398,1.02975,-6.42413,-6.07994,-0.403424,4.67233,-6.00064,-5.18051,-9.77396,-0.598338,2.48205,9.32818,4.35288
6.67669,-8.31417,-0.440345,4.16975,-5.21563,-3.68571,6.65889,-3.33872,-2.45438,-4.51643,-5.6118,5.96988,-7.85663,1.61396,1.5771,-5.87283,7.16882,8.12935,8.14499,2.0534,-7.3479,1.88837,-2.93381,9.07687,8.49612,-5.24137,-3.66809,1.91271,-7.11087,-6.68331,3.79467,8.96793,1.31919,9.80279,0.936953,-3.62308,-1.73546,6.38583,-6.91027,2.95205,-0.591172,-8.37678,1.57937,6.9561,-9.754,8.72884,1.24329,9.6611,-6.76916,9.23351,2.63012,2.69469,-4.86395,7.70407,-0.138573,5.5141,4.64178,-7.27055,-3.7609,9.80487,-4.39033,-1.00887,-6.73794,-1.3593,9.43472,-8.0432,-2.93832,1.88932,5.04956,-1.60722,-3.9465,4.50977,-3.1128,6.30597
2.5043,-0.440345,4.75164,5.55862,7.90419,0.757608,-2.6288,8.72776,-4.82773,-9.45897,-4.64285,0.521766,4.72515,-7.29957,-2.99582,-4.95606,2.15422,-3.56257,-2.17761,-3.54502,1.50281,-6.76258,-9.40877,8.64792,-8.14452,0.520354,-4.57143,-6.14458,5.87009,4.92697,-3.37861,-6.68914,-9.59325,-7.9077,-8.65308,5.53176,-7.02761,9.04016,-7.92233,-6.32802,9.00652,3.85075,-2.58172,-2.31138,-5.28262,0.377751,0.889396,8.5742,9.88014,9.40814,-2.15357,8.62026,2.8757,-4.61982,8.07136,7.23792,-7.36834,5.43178,-7.82714,-0.571984,-1.377,7.63369,8.42796,-0.568669,-9.21198,5.70189,-4.59775,-2.25025,8.49274,6.76996,-5.90024,-9.6211,9.06936,-3.49839
1.23952,4.16975,5.55862,1.87624,-0.160479,-2.07834,4.64783,-7.01486,4.17618,-3.26826,-6.57629,-7.38111,-2.67173,9.57621,-7.10921,8.55964,8.62744,2.61486,9.6772,5.73939,-3.79874,0.518089,7.89432,-8.20964,2.43517,-1.48181,3.45183,-7.93005,-2.59554,-9.19848,-6.79173,0.71346,8.7206,9.32644,-3.52257,-0.441696,-9.9735,-6.86405,-3.09101,1.80085,-6.44476,0.0979319,-5.82124,-8.87947,-1.87688,-0.827959,3.57198,-0.735768,-9.87845,-8.01287,-0.852813,-0.90098,5.79599,-9.82375,5.52599,-5.5038,5.17941,-1.99294,6.73664,8.49473,0.210547,-5.95321,9.38519,-9.51882,4.00912,4.16007,-5.49293,0.827555,-5.10927,-7.0588,0.606683,0.187982,-2.15263,0.684464
2.68491,-5.21563,7.90419,-0.160479,0.688504,0.239532,-4.48796,-7.71517,-2.0943,0.878662,-3.60047,5.42598,2.41549,1.49742,6.06055,5.61451,5.25501,3.08637,6.88725,-0.0300221,-2.69558,-4.91627,-7.86989,-5.87265,0.809745,-8.36126,2.97733,-4.46977,7.50251,9.27463,7.09543,-8.89843,0.352037,8.01726,4.13653,1.53394,4.9157,9.32972,-4.74233,4.5138,-4.25299,-9.28369,0.792464,-7.83523,-9.22145,1.21403,-5.08753,1.97477,6.07921,2.0949,0.28864,-7.02074,7.38178,-6.7405,9.77464,8.19377,-8.36173,-8.99382,1.0281,-3.18254,0.474052,-1.55082,-4.6143,-9.15826,-9.75224,-6.54742,-1.33063,-3.33429,5.06881,7.06024,0.825586,-5.73282,3.25314,3.05454
4.38912,-3.68571,0.757608,-2.07834,0.239532,7.49249,-9.00366,3.5573,0.349492,0.605489,-6.4964,-4.10256,-9.31913,-0.889257,2.07425,-9.2775,-9.9998,-9.22575,8.82536,0.22787,-7.69704,-3.26529,-8.02621,-2.13843,-7.63336,-9.73076,-7.60227,-0.492937,7.80796,0.929088,-0.951928,-3.11256,-3.30418,9.00221,-1.48916,9.84813,-8.61622,-3.96927,2.50967,-3.60383,-0.979029,-8.52594,-8.28651,6.45025,-0.575019,-3.10335,-1.83894,-1.96415,-0.984784,7.234,-5.87917,-0.947417,6.64151,-4.73656,2.4246,-1.8067,-8.5377,7.70073,7.61789,1.21953,-1.99735,0.0103533,-7.03945,4.27306,2.76011,0.0887105,0.295899,5.32398,-3.00601,4.40266,5.29383,8.51657,-5.97272,0.399532
-2.51245,6.65889,-2.6288,4.64783,-4.48796,-9.00366,1.48887,3.0952,-4.55474,0.709895,1.99267,-3.00586,-4.09581,9.7371,6.32137,-0.365186,-6.24404,-6.53404,-7.45647,-9.22965,-5.65697,-0.159101,2.42393,0.395533,-7.09614,8.37374,-5.34775,-8.95067,-6.07903,-3.39362,3.95812,-5.52976,6.28392,0.725364,-5.6553,-9.33777,-7.35737,3.8789,3.81797,-2.9452,5.27635,-5.59197,-4.57653,4.14322,-6.5226,2.55972,9.10461,2.25001,-8.83324,-1.25582,-6.13267,-3.29775,9.21639,-8.74752,0.251733,-6.8964,-5.59763,3.75683,-2.83657,3.11708,-6.20573,8.51759,-4.19909,-1.84995,-5.32745,9.61519,-7.01483,-0.0356425,-2.37721,8.58077,1.87782,8.37465,2.98474,-7.96852
-1.96069,-3.33872,8.72776,-7.01486,-7.71517,3.5573,3.0952,3.24779,-3.1602,3.82388,-4.0655,6.48187,-0.280398,7.63043,8.70887,5.38767,-3.60141,5.70861,8.16355,5.90622,3.14091,-1.01456,-1.69757,-1.91147,-1.57222,7.07309,2.25624,1.89394,6.88861,8.53621,-1.87869,8.57979,-2.47486,-9.89822,-5.93234,4.5964,-9.21012,5.87863,-5.00767,7.89709,7.35619,-7.17901,0.74432,-2.79015,3.25906,1.00542,-9.38841,7.25906,-9.2947,1.97601,-1.00535,-1.1573,-8.15617,6.91506,5.48734,5.36397,3.45738,-8.14194,0.319782,5.45041,-5.45984,-3.50631,8.76033,1.85702,9.41478,7.69187,2.13081,-9.23421,4.7486,7.51847,-9.86402,-9.74494,7.36559,-8.46067
-5.58212,-2.45438,-4.82773,4.17618,-2.0943,0.349492,-4.55474,-3.1602,-2.07861,-8.9626,-8.66368,5.29274,-5.82249,7.09104,3.01066,-9.62799,-4.83747,7.06056,5.38601,-9.53699,-1.3847,1.27383,-2.65297,-4.62032,6.0922,3.67976,-4.26078,-9.61776,3.0616,2.55728,8.96766,7.0991,-3.88377,3.0214,-7.48519,2.48381,4.31264,-1.9096,1.49272,-5.26445,-0.45344,3.80651,-1.77131,-5.79243,1.22239,6.45397,-7.5095,-8.02035,-9.84381,-8.70288,2.07491,0.12632,2.39775,7.02143,-3.10398,2.16211,5.5715,-0.736331,-6.48923,-2.5298,8.10245,5.30282,-1.31071,1.28753,-6.72669,1.05117,-6.3762,-9.37632,-6.71331,0.346116,-8.3707,-0.767112,5.40843,6.94823
8.43479,-4.51643,-9.45897,-3.26826,0.878662,0.605489,0.709895,3.82388,-8.9626,-2.55491,-7.968,-8.77222,3.34532,4.81394,6.72161,8.9762,-2.70248,8.64138,7.30808,-9.7098,-8.25887,4.75427,-9.09006,-7.82264,2.97015,-6.21743,7.98589,-7.06471,-8.87133,0.211984,-8.43099,-3.42656,-0.509335,-4.82987,1.44257,-7.75719,-8.21653,9.44808,2.03968,-1.77935,7.36199,-3.63164,6.28109,-6.52554,9.71978,7.13861,3.31011,-6.6399,9.89712,-3.17508,-5.51373,1.86071,-9.40526,-3.27921,-6.54716,-1.29011,-4.10871,3.33513,1.9181,-5.03084,9.79858,-7.45518,-9.35128,5.59856,0.768683,1.73072,5.50305,9.0559,-1.08157,-0.620989,-6.5573,0.70961,-5.20465,-1.92537
-0.674691,-5.6118,-4.64285,-6.57629,-3.60047,-6.4964,1.99267,-4.0655,-8.66368,-7.968,9.60098,-8.59788,9.03008,-6.10271,-8.8988,7.59598,3.39538,6.27639,6.00136,-9.63475,1.0562,5.48409,-0.290742,5.88464,3.52512,-8.41136,6.76949,5.0849,6.17482,-1.92914,4.47904,-8.68659,7.72017,-3.75541,0.359393,9.79992,3.91597,-8.46748,6.06722,-7.8377,-0.918125,9.76222,-2.61361,0.891108,7.79434,-9.57569,7.10854,8.67746,0.994581,-6.65883,-8.91215,7.09179,9.96761,-2.70873,1.43354,-3.98671,-5.76957,0.94781,-1.51532,-9.44418,-3.03799,6.35953,-7.8912,-0.994359,4.42273,-7.79903,-9.65094,-2.15856,5.48777,4.45923,3.34492,4.56234,8.59277,7.61152
