-4.21018,-3.77861,-6.19069,7.42859,-8.95205,1.84105,3.62586,1.39868,0.220636,6.59899,-2.93288,-7.65555,-1.88459,-6.09134,-7.02811,-5.08431,-2.96192,8.49262,-1.10886,9.89838,1.27766,-2.02841,-2.47637,-2.05969,4.20827,4.19597,0.232829,-2.17422,7.06629,9.79351
-3.77861,-4.59221,7.85462,-4.24271,4.3899,-2.4352,-0.269795,7.37222,-8.90208,-5.31372,-1.60492,-3.99433,-5.16903,-5.33157,-0.929782,-5.40048,-1.74862,5.70874,-1.32889,9.2134,3.61891,-3.24213,4.97058,2.92551,-2.56049,7.42537,-8.59155,-7.13546,-9.71587,9.02709
-6.19069,7.85462,3.68307,-9.56272,-5.17131,2.62375,-4.95584,4.59411,6.6998,9.5802,2.62016,-0.893479,7.07124,-4.59415,-0.767099,1.00944,4.25006,-0.944501,3.94405,7.9808,9.28843,1.56664,-5.34787,5.84108,-3.91123,-5.70483,-1.66462,7.64899,-1.68297,-7.58673
7.42859,-4.24271,-9.56272,6.09928,2.20385,-3.96255,3.44896,-1.06868,-5.94436,2.34804,9.2315,-6.83692,7.98886,1.77599,-0.647609,2.28004,-6.47871,-6.84728,-8.96778,-6.67867,-6.33534,7.67556,8.84375,-4.89983,-8.69486,-2.28512,-2.04129,7.0382,9.27322,3.98073
-8.95205,4.3899,-5.17131,2.20385,6.52804,-3.93209,-8.35074,-1.43842,-3.71105,4.93689,3.34823,-2.51239,6.927,7.14829,4.83045,-1.21901,2.00523,8.38725,-0.77003,-2.13344,-8.04599,7.36658,7.18069,1.99088,-4.64491,-9.26941,5.41891,-3.24887,6.29859,7.60411
1.84105,-2.4352,2.62375,-3.96255,-3.93209,-5.39195,-2.63256,-7.08923,2.67418,3.83052,-8.64494,-3.35672,-4.41057,2.46372,6.84693,3.29073,-3.69145,0.0983255,-1.66148,4.03774,-0.127099,-6.89364,-1.17091,9.1252,-2.65971,3.21434,-9.67241,6.90732,-3.8418,-0.640425
3.62586,-0.269795,-4.95584,3.44896,-8.35074,-2.63256,-3.07552,-2.86711,8.38944,2.90502,-0.79094,-8.8144,-0.289928,4.08875,2.69077,-5.07219,9.97528,0.217567,-2.95088,-9.79133,-9.02646,-2.75615,-3.46556,4.66854,5.74969,3.91684,-3.36613,-9.23893,5.35091,-5.0781
1.39868,7.37222,4.59411,-1.06868,-1.43842,-7.08923,-2.86711,-3.64431,2.99035,7.59381,-8.01197,-8.45999,-6.68144,7.85035,4.43911,1.29508,2.6845,-2.04389,7.46911,-7.00259,-4.19736,5.46554,-6.29025,-6.46678,0.707512,6.66152,-4.48364,-6.95036,-2.23377,4.37478
0.220636,-8.90208,6.6998,-5.94436,-3.71105,2.67418,8.38944,2.99035,9.51271,-0.773571,-0.541465,-7.87091,3.01614,9.178,3.46422,8.28714,7.43577,-1.85641,3.00227,0.751676,-8.54848,-5.33161,-7.54864,-4.70079,-2.14099,-2.21146,0.460063,7.73888,-0.951391,-3.55273
6.59899,-5.31372,9.5802,2.34804,4.93689,3.83052,2.90502,7.59381,-0.773571,-8.50427,6.44821,-3.7959,1.02035,-7.87094,5.2042,0.801837,-1.64881,8.6632,6.6131,-4.96003,-4.28504,-1.47461,-1.5976,6.33319,1.06713,6.39658,-0.363276,9.71268,3.61634,-4.21075
-2.93288,-1.60492,2.62016,9.2315,3.34823,-8.64494,-0.79094,-8.01197,-0.541465,6.44821,8.01785,7.28964,5.98695,3.01401,4.95231,-8.56528,-7.41009,2.55881,-3.09596,-2.6833,7.51774,-6.30562,3.85593,-7.89787,2.51403,6.58218,2.00715,7.0989,-6.35527,-3.3504
-7.65555,-3.99433,-0.893479,-6.83692,-2.51239,-3.35672,-8.8144,-8.45999,-7.87091,-3.7959,7.28964,4.73863,-9.87891,8.99627,-5.55089,8.4692,-9.36971,7.10261,8.30969,-1.14801,7.62937,9.30109,-0.486882,-5.4904,-2.36796,-3.68431,-7.305,-2.52951,-3.12556,2.1143
-1.88459,-5.16903,7.07124,7.98886,6.927,-4.41057,-0.289928,-6.68144,3.01614,1.02035,5.98695,-9.87891,-6.0359,5.00167,-8.12075,3.7782,5.03974,-5.38524,-4.92159,-0.445383,7.312,5.98244,-2.08741,4.17741,8.42357,-2.99898,-6.4957,4.74494,-3.23598,4.02507
-6.09134,-5.33157,-4.59415,1.77599,7.14829,2.46372,4.08875,7.85035,9.178,-7.87094,3.01401,8.99627,5.00167,1.83172,-8.47899,-8.6377,-9.83913,2.63981,8.04248,-8.30824,8.80259,7.4828,9.68389,3.23701,9.96352,-1.10467,5.73725,8.1862,-6.09354,-0.93291
-7.02811,-0.929782,-0.767099,-0.647609,4.83045,6.84693,2.69077,4.43911,3.46422,5.2042,4.95231,-5.55089,-8.12075,-8.47899,5.00706,4.29246,-0.692223,8.46161,-3.66785,-3.73693,8.88618,-5.67926,4.7828,1.05034,-0.519582,5.89531,-3.4181,9.41079,4.84605,2.05399
-5.08431,-5.40048,1.00944,2.28004,-1.21901,3.29073,-5.07219,1.29508,8.28714,0.801837,-8.56528,8.4692,3.7782,-8.6377,4.29246,-9.31202,-4.36631,4.1403,8.4159,4.47757,1.69123,0.173694,1.28537,1.9661,-1.87723,-5.15248,0.586274,0.377955,2.70183,4.11323
-2.96192,-1.74862,4.25006,-6.47871,2.00523,-3.69145,9.97528,2.6845,7.43577,-1.64881,-7.41009,-9.36971,5.03974,-9.83913,-0.692223,-4.36631,9.96775,-1.28305,6.09301,-1.38222,-3.26077,4.85255,4.37902,5.65527,7.39947,8.34948,4.26363,4.7219,8.64058,2.12861
8.49262,5.70874,-0.944501,-6.84728,8.38725,0.0983255,0.217567,-2.04389,-1.85641,8.6632,2.55881,7.10261,-5.38524,2.63981,8.46161,4.1403,-1.28305,0.86334,-2.1421,-1.52396,4.42764,-8.96651,-9.69384,1.88177,-7.48614,2.03981,-0.896273,8.3483,1.93406,-0.0268364
-1.10886,-1.32889,3.94405,-8.96778,-0.77003,-1.66148,-2.95088,7.46911,3.00227,6.6131,-3.09596,8.30969,-4.92159,8.04248,-3.66785,8.4159,6.09301,-2.1421,-5.69816,-2.61585,2.77241,-4.82502,-1.26443,-3.0695,-6.48416,-8.74273,9.76014,-3.32785,-5.1826,7.06558
9.89838,9.2134,7.9808,-6.67867,-2.13344,4.03774,-9.79133,-7.00259,0.751676,-4.96003,-2.6833,-1.14801,-0.445383,-8.30824,-3.73693,4.47757,-1.38222,-1.52396,-2.61585,-3.26494,5.76605,-1.62539,-9.58097,4.33015,7.3879,9.60923,3.92711,-6.40204,-7.69749,0.646684
1.27766,3.61891,9.28843,-6.33534,-8.04599,-0.127099,-9.02646,-4.19736,-8.54848,-4.28504,7.51774,7.62937,7.312,8.80259,8.88618,1.69123,-3.26077,4.42764,2.77241,5.76605,9.71239,-1.13718,-3.64296,-9.69356,-8.57934,-5.65378,-9.85037,7.06215,9.56727,-6.44603
-2.02841,-3.24213,1.56664,7.67556,7.36658,-6.89364,-2.75615,5.46554,-5.33161,-1.47461,-6.30562,9.30109,5.98244,7.4828,-5.67926,0.173694,4.85255,-8.96651,-4.82502,-1.62539,-1.13718,5.186,-7.9403,5.4556,8.04672,-2.16846,-9.20218,3.62499,-0.648022,7.67627
-2.47637,4.97058,-5.34787,8.84375,7.18069,-1.17091,-3.46556,-6.29025,-7.54864,-1.5976,3.85593,-0.486882,-2.08741,9.68389,4.7828,1.28537,4.37902,-9.69384,-1.26443,-9.58097,-3.64296,-7.9403,0.272432,2.09189,-9.52602,-5.03882,2.12138,7.01925,-6.09615,-2.52638
-2.05969,2.92551,5.84108,-4.89983,1.99088,9.1252,4.66854,-6.46678,-4.70079,6.33319,-7.89787,-5.4904,4.17741,3.23701,1.05034,1.9661,5.65527,1.88177,-3.0695,4.33015,-9.69356,5.4556,2.09189,0.0261135,2.60498,4.96608,-7.82918,5.31659,-6.00962,-4.8369
4.20827,-2.56049,-3.91123,-8.69486,-4.64491,-2.65971,5.74969,0.707512,-2.14099,1.06713,2.51403,-2.36796,8.42357,9.96352,-0.519582,-1.87723,7.39947,-7.48614,-6.48416,7.3879,-8.57934,8.04672,-9.52602,2.60498,-2.5538,0.737932,5.51912,-0.500294,-0.303681,-4.17373
4.19597,7.42537,-5.70483,-2.28512,-9.26941,3.21434,3.91684,6.66152,-2.21146,6.39658,6.58218,-3.68431,-2.99898,-1.10467,5.89531,-5.15248,8.34948,2.03981,-8.74273,9.60923,-5.65378,-2.16846,-5.03882,4.96608,0.737932,3.02621,7.97431,-2.22733,1.07249,-7.0813
0.232829,-8.59155,-1.66462,-2.04129,5.41891,-9.67241,-3.36613,-4.48364,0.460063,-0.363276,2.00715,-7.305,-6.4957,5.73725,-3.4181,0.586274,4.26363,-0.896273,9.76014,3.92711,-9.85037,-9.20218,2.12138,-7.82918,5.51912,7.97431,-8.9783,-6.34653,2.98688,5.73574
-2.17422,-7.13546,7.64899,7.0382,-3.24887,6.90732,-9.23893,-6.95036,7.73888,9.71268,7.0989,-2.52951,4.74494,8.1862,9.41079,0.377955,4.7219,8.3483,-3.32785,-6.40204,7.06215,3.62499,7.01925,5.31659,-0.500294,-2.22733,-6.34653,9.20266,-8.51385,-7.57725
7.06629,-9.71587,-1.68297,9.27322,6.29859,-3.8418,5.35091,-2.23377,-0.951391,3.61634,-6.35527,-3.12556,-3.23598,-6.09354,4.84605,2.70183,8.64058,1.93406,-5.1826,-7.69749,9.56727,-0.648022,-6.09615,-6.00962,-0.303681,1.07249,2.98688,-8.51385,-3.44791,-2.07309
9.79351,9.02709,-7.58673,3.98073,7.60411,-0.640425,-5.0781,4.37478,-3.55273,-4.21075,-3.3504,2.1143,4.02507,-0.93291,2.05399,4.11323,2.12861,-0.0268364,7.06558,0.646684,-6.44603,7.67627,-2.52638,-4.8369,-4.17373,-7.0813,5.73574,-7.57725,-2.07309,-8.35891
