-4.12955,-4.73691,-3.38214,8.49589,2.24051,-3.02659,2.59567,3.3425,1.87257,-7.16102,7.68087,-1.45041,-8.17542,5.58875,-1.0459,5.17733,-9.40829,7.7897,0.698947,-6.13253,-6.19767,-3.91856,2.71383,0.759784,-2.64872,-1.6135,1.74845,-5.02487,5.21847,7.68751,5.46566,-3.4879,4.39903,-8.9316,7.83635,4.25483,-8.73361,5.62731,-6.79022,-2.31943,1.27378,1.41405,-1.50582,-0.663315,-8.18106,-1.04999,-2.17171,-6.19884,8.22372,-7.73804,-5.34913,-8.95776,3.69311,-9.26095,-4.21923
-4.73691,-2.57926,-3.61771,-8.16988,8.40913,7.04055,-6.17023,2.03047,-7.13639,2.8329,-4.24019,7.90859,-4.12896,-4.98944,4.02209,-7.53052,0.963376,3.90232,1.41356,0.428673,-1.53097,-8.44198,-4.12159,-5.50612,-9.48429,-4.91348,-4.06147,3.84582,-9.50413,0.693615,-1.76995,-0.960415,-0.829364,-9.43354,-3.24321,-4.40298,-2.9518,6.52706,8.73822,4.629,2.43467,-4.60425,2.45474,-3.08638,5.15044,-2.19951,-4.67026,-5.27437,0.960169,-9.82566,-6.983,3.73914,3.90381,5.04978,9.13018
-3.38214,-3.61771,1.37893,9.48871,8.77154,-1.54231,-9.81915,8.42267,-8.20687,1.93966,-0.383122,7.25731,8.16165,-9.86548,2.29787,-9.90449,-3.87425,3.52633,2.27477,-3.54544,7.00857,-6.35402,1.19335,1.76538,3.57069,-6.1153,-6.70415,-3.93834,8.32317,6.63239,-6.53051,1.38417,-0.835475,-3.25889,9.67102,2.75311,4.82747,-7.42475,4.84849,6.22555,8.04662,5.83793,-8.75314,-2.32963,7.53956,-0.947252,-2.12345,7.40336,6.04222,-5.12567,-8.27175,6.46844,5.36158,-9.90414,-0.86983
8.49589,-8.16988,9.48871,3.14371,-6.79207,-6.1305,0.493938,-9.0283,-2.82554,-9.29596,-3.57649,9.24332,-8.69852,9.06279,-0.663676,-7.29476,-1.27764,8.91872,-5.31065,2.92544,-3.49447,7.50705,-4.83751,0.733929,-8.0003,-6.22373,8.52467,-0.581135,2.92347,-7.56049,7.66737,-3.07655,-4.68829,-7.1407,-4.57372,8.51542,7.96238,7.73971,-6.67985,-0.268023,-4.27169,3.76658,7.70742,7.3228,4.03505,8.05791,-3.49021,-2.23368,-9.6909,3.68512,3.78583,-6.1129,9.97268,-4.64306,-7.76284
2.24051,8.40913,8.77154,-6.79207,-2.09049,-9.60182,7.21678,-8.6116,9.89217,-9.06897,9.91654,7.52566,-3.15798,7.39947,7.31661,9.0362,1.03472,0.906131,7.44577,4.80241,4.38399,5.29851,-3.128,8.61611,2.83489,-3.92447,6.60406,8.26075,2.00033,-8.31612,-5.07425,-3.41399,8.77775,-9.50252,-7.21069,-7.05332,4.83298,-4.76834,-5.55863,7.48913,-3.48099,-4.97593,-9.50244,9.7546,6.95758,2.84017,-7.51378,-6.9555,8.09169,7.71561,1.16627,7.21626,6.95363,6.67474,-9.09216
-3.02659,7.04055,-1.54231,-6.1305,-9.60182,-1.42685,-5.42696,-6.82125,4.5426,4.41463,9.37465,6.75088,3.33872,9.07078,-3.8447,-9.70597,-9.40882,-9.38577,3.10324,8.25655,-6.46372,-0.518489,3.07833,-2.63285,-1.17016,0.467379,-1.00061,8.88086,4.54525,-4.83542,-6.22191,7.4749,7.02363,8.68955,6.58627,8.2358,4.84602,9.57321,1.12718,8.59892,8.82676,-7.93467,5.73563,-7.70358,9.52312,-1.61105,1.61916,-4.4645,-7.21102,-4.47478,5.79317,0.724625,-4.81591,-0.537459,0.741291
2.59567,-6.17023,-9.81915,0.493938,7.21678,-5.42696,8.43361,5.71581,-2.6904,-2.3704,1.35069,8.2772,-4.95781,2.71808,6.50762,-4.2571,3.04442,7.76325,-4.24915,4.1683,-3.99795,-6.56213,-5.73516,9.93567,5.2393,-9.04682,1.0701,1.8181,9.81559,3.28388,-9.85806,0.013012,4.64553,3.97249,-0.795327,-2.02061,-2.05705,-7.3287,8.57906,-6.75413,5.66073,9.88174,-3.6839,7.39237,9.65586,-9.85256,0.0151546,6.36086,-5.24493,7.00826,-1.10381,-8.57828,2.62338,9.14972,-0.81911
3.3425,2.03047,8.42267,-9.0283,-8.6116,-6.82125,5.71581,9.97531,6.83535,1.23096,-3.86202,2.13914,6.35606,-7.54962,-4.04214,1.21807,8.81381,-6.31948,0.278625,6.6761,-2.57465,0.482617,9.59937,5.38058,-6.89462,4.94042,4.54391,3.6227,-0.408397,-8.83166,-4.57822,4.56518,9.77228,9.78555,-7.22772,1.8281,-7.74922,-7.03695,5.33224,9.6696,0.695346,-9.49198,-8.91774,-1.65003,0.892813,-2.98327,-3.37692,4.02292,-9.80808,-2.59064,5.69901,7.32209,-5.80457,8.16798,-2.79381
1.87257,-7.13639,-8.20687,-2.82554,9.89217,4.5426,-2.6904,6.83535,-2.80101,-2.1309,2.25593,0.802021,-0.601538,-3.65286,2.15042,-3.17093,9.52932,8.1438,3.62651,-9.54923,-5.34821,6.592,-2.8757,7.6416,1.39153,6.11642,-1.43523,8.08906,-9.76767,-9.39332,5.96462,-1.93203,-2.81175,5.98466,1.3296,5.50273,4.80638,-1.24453,6.14277,5.72889,-7.20299,-9.84824,-7.68687,-6.4923,-2.62668,-4.03572,7.29234,0.701128,9.93964,2.71149,0.0249138,2.06416,-0.989854,-6.2295,-6.0311
-7.16102,2.8329,1.93966,-9.29596,-9.06897,4.41463,-2.3704,1.23096,-2.1309,-0.398318,-4.10837,9.1733,0.79271,7.97718,2.73982,-5.28288,3.87286,-9.46876,9.16067,2.572,-4.34113,9.05961,9.541,9.39054,-9.03458,-2.76039,-8.27237,8.04149,-0.0559081,-4.80746,-4.97226,5.92057,0.0369521,6.84602,-8.11162,-5.98509,-1.17001,6.37359,-2.75126,8.71757,-1.3462,-5.80609,-9.89127,0.950254,-2.03421,2.19801,8.00229,-4.87593,-2.26307,8.5783,0.131786,-8.62912,4.67219,-0.0260332,9.79581
7.68087,-4.24019,-0.383122,-3.57649,9.91654,9.37465,1.35069,-3.86202,2.25593,-4.10837,6.00239,3.00874,-9.81298,1.29354,-0.461966,-3.04452,3.66453,1.85036,7.85174,-1.84282,5.98283,0.287033,3.02455,-8.64782,0.737268,7.2605,1.87977,-8.20251,-5.32393,0.427894,-5.90841,-7.4801,-7.5643,-1.97257,0.500916,-0.215615,2.59962,7.26054,7.84528,9.68784,-5.68517,-6.32512,-1.71721,5.62012,1.61442,-5.52599,-8.77426,3.44367,-6.70132,4.84845,-1.19831,4.16441,9.41233,-6.10534,5.55349
-1.45041,7.90859,7.25731,9.24332,7.52566,6.75088,8.2772,2.13914,0.802021,9.1733,3.00874,-6.87997,1.15612,-3.39042,-8.95888,6.29097,1.12451,7.15918,5.99874,2.32497,3.79995,-1.67861,4.42008,7.81471,5.88692,7.49625,-5.99384,7.93794,2.54708,5.46967,-4.80745,3.71891,-3.48843,6.24489,-1.35059,-6.87784,9.60569,9.69017,-7.03478,-7.87256,3.08154,-0.324374,-8.21422,-8.44097,4.34175,0.848636,-7.33879,8.49859,6.83833,7.53909,-9.94975,-5.07556,-6.69995,9.44401,4.03164
-8.17542,-4.12896,8.16165,-8.69852,-3.15798,3.33872,-4.95781,6.35606,-0.601538,0.79271,-9.81298,1.15612,7.59148,3.7435,-5.96495,-6.6151,1.89854,9.88112,5.03191,2.99748,-0.813953,4.68639,6.00691,3.96077,-5.31332,2.70976,4.71804,4.74017,-8.61417,4.8755,-3.23109,4.45879,4.39873,2.04978,9.19358,8.36722,3.7663,-5.18014,0.442412,2.81269,-3.98586,-2.44371,-1.40267,0.518192,-9.52536,7.54416,1.79673,3.05207,9.00267,7.31781,4.33675,-4.37187,6.30463,-4.55586,6.69622
5.58875,-4.98944,-9.86548,9.06279,7.39947,9.07078,2.71808,-7.54962,-3.65286,7.97718,1.29354,-3.39042,3.7435,3.29801,-8.85813,5.81115,-2.24595,-6.0575,-3.93866,3.59362,-7.0908,7.14578,-3.0496,-8.66756,9.68946,3.75673,-1.81627,-6.41117,1.93479,0.888197,-0.945383,-0.677217,-6.60697,-5.96661,1.6187,-7.52862,-0.63283,7.22917,-2.61428,-9.48684,-2.6374,-6.31674,-7.66595,3.02485,-0.56887,1.24563,-9.75877,8.59647,1.44219,-7.41371,5.44721,-7.80341,8.04186,1.83963,-8.54369
-1.0459,4.02209,2.29787,-0.663676,7.31661,-3.8447,6.50762,-4.04214,2.15042,2.73982,-0.461966,-8.95888,-5.96495,-8.85813,-7.1864,-2.63539,-9.51764,0.869144,3.34522,1.72867,-1.57928,-3.73904,-2.56817,3.67653,-2.81945,-2.01606,9.66543,1.01654,6.58849,2.98688,-6.73989,-0.510041,-0.479989,-6.59868,-4.63818,-8.42967,-5.35338,-2.93674,-6.64633,9.71128,-0.497598,-0.00935563,9.70485,3.14984,0.933552,7.20337,-9.42459,1.20719,-4.1124,1.69651,-4.23206,8.54553,-7.4731,-3.22961,-8.39702
5.17733,-7.53052,-9.90449,-7.29476,9.0362,-9.70597,-4.2571,1.21807,-3.17093,-5.28288,-3.04452,6.29097,-6.6151,5.81115,-2.63539,-7.14935,6.2752,0.559881,-9.46194,-7.72838,0.0110913,7.33663,0.203183,-9.93345,-0.679374,-4.92587,3.49474,-2.77735,-0.273345,1.94734,7.87626,7.45681,9.04496,-7.14916,-6.73024,-7.49412,-6.83257,-1.38344,3.81101,-0.388565,7.40761,-0.79395,-3.55466,9.47478,0.907587,-8.88978,7.96069,-0.62085,-1.44902,-1.40091,5.98976,-9.37569,-2.88198,0.969837,3.266
