5.55419,-5.52653,-0.0255706,-1.19228,-7.33346,-5.60195,1.21061,1.07366,-8.36078,1.12318,-3.80588,3.3823,6.16913,-6.7934,-3.44658,0.384485,-4.43883,1.5206,-1.19958,3.3748,-4.23787,-9.73835,5.90385,8.2792,-4.08443,-6.12694,4.99381,-7.66406,3.92765,-4.37949,-4.444,-5.05177,0.927619,-2.73307,5.05844,2.44525,3.89521,-2.76089,-4.21677,-0.0991851,2.79686,3.70296,-1.54218,4.74297,0.36662,3.14146,1.45049,8.68936,-1.99585,-4.47554,4.45361,-4.44794,1.59679,4.74136,4.96044,-8.08518,7.47953,7.14191,-9.90537,0.779682,-1.38943,8.63763,-7.5291,-6.61403,0.365756,-5.82041,2.16148,-6.70886,1.48829
-5.52653,-4.93973,1.78624,5.22247,8.53017,-0.789446,-2.3338,2.7672,5.95195,-8.03404,-6.00169,6.02306,1.88702,0.465084,9.64241,7.36554,5.92802,6.06717,4.23142,8.28898,-5.51762,-7.42266,0.345442,-1.16885,8.05925,0.128202,-9.61456,-6.71322,4.56353,-8.65701,4.55276,0.267429,8.22712,-1.67854,-1.88656,0.752527,-2.45008,-4.58238,-0.123979,-2.33808,-3.94979,-0.230736,5.81585,9.27854,-7.79123,7.87996,-8.9565,-7.09573,5.73193,9.48125,9.88684,-3.81146,-9.08463,2.4504,-0.992512,-5.633,2.29391,-0.418881,0.108816,-9.70265,-9.52186,8.33001,7.08136,-5.36386,2.8556,9.55286,2.64134,5.94555,4.88888
-0.0255706,1.78624,9.12588,5.2096,-0.819626,9.70864,2.05097,4.36994,6.63762,0.255227,5.58849,-7.11294,2.71331,-4.22526,1.2901,3.41053,-5.82167,-3.50199,8.85762,1.87039,-9.03511,-9.52214,-9.28155,-9.16738,2.45593,-7.83129,-9.03918,2.30074,5.44424,-2.18741,-0.904345,5.99173,-3.44652,-1.43192,4.0474,5.03014,7.96616,3.72624,-6.81723,-3.07193,8.84732,-0.279957,-2.74825,-5.13621,-8.44929,5.72147,-9.57099,7.63568,-9.41684,-5.18391,-5.7245,8.51313,-0.505561,1.40668,-2.63786,2.14271,8.69925,-9.11766,-6.4994,8.84357,-4.89133,8.00842,6.68637,-7.19366,0.119003,0.196504,-7.22775,0.616721,-3.73134
-1.19228,5.22247,5.2096,-5.96883,-6.44755,1.95414,-3.82264,3.14355,-6.68066,8.8469,1.87991,-8.89341,-0.305754,-9.72509,8.98925,-7.95782,-2.68294,-9.9118,-4.71044,-2.36987,3.99281,-0.597077,-5.14835,6.42971,7.58083,-2.5285,0.774988,-8.44285,-5.15957,-3.01796,-7.06299,-3.9007,-3.32738,4.44904,-3.95551,1.0838,8.71801,-6.74513,-9.18225,8.12995,-2.77619,-4.90161,-3.90504,5.89961,-0.165208,-2.80742,4.85503,5.49715,-7.54001,-3.29801,-6.10865,4.77841,0.37273,-4.1691,-9.11237,-8.10894,3.91653,9.00949,0.205394,5.78682,-2.13403,-8.3549,0.256462,-1.60518,0.140793,3.62389,9.43861,3.57647,-9.43033
-7.33346,8.53017,-0.819626,-6.44755,1.08076,0.641434,8.71166,0.968037,-9.63922,-7.84025,7.19711,9.06559,-4.22647,6.9211,-4.69831,3.7263,4.46046,-6.6914,9.39019,1.4763,-4.76136,-8.9256,3.5438,-6.21771,6.19725,-6.22672,-5.109,-8.17014,6.65405,6.67518,9.98472,-5.6842,-4.42919,-1.51201,-2.77167,1.64722,3.92343,9.72161,7.08252,2.80119,5.09085,2.65104,0.00906803,-6.37973,3.89779,2.86476,-5.56363,6.17024,-1.13881,-4.36876,0.295834,0.449927,3.27624,0.562222,-3.79981,-5.65909,-9.01544,8.16437,-0.451723,-9.54403,-1.77633,-0.465735,3.24215,4.83356,-2.56294,-0.190856,-0.881269,-7.11618,-1.29036
-5.60195,-0.789446,9.70864,1.95414,0.641434,-1.02877,-7.55045,4.25221,-7.38869,4.58769,-4.74742,9.65676,-3.57736,3.58545,-7.44778,-8.02868,6.58721,2.89546,-7.69036,0.228756,6.14351,3.64388,7.48802,-9.08619,0.957253,-2.34785,6.20715,-2.4361,-7.77303,-3.53278,8.32995,-9.38259,7.44876,1.86782,8.29175,1.08625,5.35753,-5.07976,7.73192,-4.63311,-5.22628,9.43534,7.60297,9.20949,3.40337,-7.87575,-0.652042,-0.640563,6.92066,-1.16539,-2.23339,-9.03237,3.81011,-5.59132,1.14933,8.99309,-3.58395,1.60695,-4.45073,-1.90483,-3.72641,-6.45958,0.0176213,-1.54696,9.20246,-8.41005,-5.00308,-4.98627,-5.5019
1.21061,-2.3338,2.05097,-3.82264,8.71166,-7.55045,9.78096,0.722579,-1.34062,3.68664,-4.29382,-7.72126,5.14024,-2.35219,-1.0492,-0.855874,2.43288,0.772527,-2.92538,3.3136,5.8484,1.24109,-7.68676,0.478698,3.05409,4.17293,8.03224,-9.981,-2.15713,-5.65838,3.62433,4.72341,-2.06103,-2.35656,6.23906,6.33097,0.0149162,-0.774356,8.46652,0.970706,-6.59005,2.08077,6.78897,7.32475,5.66381,-3.46311,1.38614,4.86215,-4.98344,-3.99523,8.1462,-4.9883,-6.01122,-0.0445896,-9.85803,-2.55212,-5.63771,5.7151,0.414094,-7.60773,-3.05887,0.650865,1.27969,3.94738,8.52622,-5.60674,9.4909,3.79181,-2.0176
1.07366,2.7672,4.36994,3.14355,0.968037,4.25221,0.722579,-4.10936,-6.67487,-1.76664,-2.23014,-9.29175,5.24334,0.702502,-9.2406,-3.05513,4.87221,-5.18028,-6.20598,-8.18342,7.14005,3.12066,-3.43854,0.986649,7.32487,4.66516,7.49737,-0.417939,-5.36325,0.0127987,-0.709444,-8.49732,-2.4602,-1.2115,-5.39862,5.35385,6.94298,6.09272,-2.3796,6.05606,-4.25857,3.00742,-5.05344,6.06638,9.05207,8.04606,-6.54498,3.26466,4.30563,5.48897,-2.72381,8.96734,-9.90022,-1.54458,8.56966,-2.23303,2.618,-5.58643,-5.4786,0.0699947,3.08754,0.519982,9.5745,-3.23914,5.07027,-5.22308,-6.13095,-2.73359,4.67182
-8.36078,5.95195,6.63762,-6.68066,-9.63922,-7.38869,-1.34062,-6.67487,-2.2301,-5.13169,2.39363,-1.2443,-9.96643,-7.66617,-2.95158,-3.07664,-4.7399,-6.14688,-9.38128,4.79283,-2.25247,-1.96144,3.62524,-4.50017,3.35996,3.65805,3.47328,-0.983707,4.24636,9.47138,9.85874,-0.986809,-1.70044,2.0359,-5.43771,-3.08621,9.35358,1.02252,7.90542,-7.67872,4.5076,-7.42406,-5.67462,8.94089,9.60067,-2.45348,-7.7448,4.12585,0.902939,-1.91629,-6.53578,-3.19869,-5.3494,2.33485,5.66219,-1.20406,-5.85717,-4.86549,4.09137,3.90941,2.12725,-6.21867,8.74977,-8.83462,9.67193,-0.16594,6.45172,-8.51594,2.97663
1.12318,-8.03404,0.255227,8.8469,-7.84025,4.58769,3.68664,-1.76664,-5.13169,-9.42726,-3.133,3.34415,5.88603,-3.4813,-6.21591,9.6157,1.02478,-2.78768,5.68406,-8.91637,8.2094,-2.50625,-8.55206,-7.92444,-5.13531,1.09403,6.4887,1.83719,9.06367,-8.97294,-8.34914,-6.17456,-9.43475,5.83282,6.04102,4.36499,-8.21257,3.79252,8.92247,-9.9355,-6.0809,-7.82685,2.03617,-3.74199,-1.86198,-5.18011,-9.97843,8.62082,-0.145153,-6.55842,7.23876,3.82607,6.8522,2.12574,2.88914,6.45411,7.67626,0.83964,-4.18018,-2.31376,4.84896,-5.911,-4.90429,-3.93348,0.283419,-1.34964,6.62934,3.5033,-4.42869
