Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22
0,-42.311209564884265,0.17775060991938793,-0.035019614429375914,0.36096833973937315,-0.04691995263019663,0.09289392578054768,0.22537944952842034,-0.3860617519593291,-0.11489814503861483,-0.09658442311453862,-0.12332496700580445,-0.1849302251873003,-0.13408655441289258,0.24271291512062734,-0.3550462533250912,0.04922732599146037,0.40614759417358914,-0.20446406323933475,0.021140169188214528,-0.03768849686601943,0.21887280655426503,-0.20502226305829654,0.22187142754427192,-0.033263325264065474
1,-38.193694420934676,-0.2665173879622713,0.45881636389317065,-0.20952165261632416,0.18208308252487956,-0.12707840790028582,-0.20008683669924426,-0.1522984254289302,0.0020678054111488314,-0.24811687618040318,0.06801482108707062,-0.18949576619158554,0.07192800138393922,0.32200808873865455,0.060360424757571904,-0.3211593679412891,-0.0432179626350315,0.1687089334228713,-0.1635575808934185,-0.07747257367467643,0.0475763856513269,-0.31338009440894804,0.15339583151483738,-0.23914229205953594
2,-34.930628764582075,-0.06846397979555051,-0.04133021425646729,0.15553205679909796,-0.27537535407677177,-0.31312012070802775,-0.14808874061904803,0.08922630027482988,-0.21696576793171807,-0.04929237808681075,-0.07869724285007738,0.37583988588649103,-0.13365572168838064,0.008699733663889524,0.10669975633559782,0.04340132923980541,-0.15395685855541455,-0.44966072291990533,-0.11496975291784071,0.292625332650181,-0.09033385506913853,-0.30839777129417373,0.06393811405380988,-0.32462821917052764
3,-33.743780697846816,-0.32868158337679804,-0.2334524716807132,-0.10175441006364663,0.213109758388406,-0.017335030199667797,-0.03730804449171507,-0.04185733667098097,0.3000765676849275,0.16614144654631216,0.0053815439533135695,-0.08764542197376536,-0.2723741246631577,0.14100117485730265,0.23133101922240185,-0.013844961875483154,0.016415585126202396,-0.1541354018040844,0.4829945129192134,0.2448179820348147,0.3138877114798038,-0.25066533976982214,-0.07463143402092066,0.14472276423914238
4,-29.0609657148642,0.07996023194574142,-0.10613100154384739,-0.2616989481630565,-0.26302989771156965,0.18837226229891563,-0.16586987064581915,-0.132328725983891,-0.15294357858581809,0.1547389553080827,-0.5412764476587583,-0.033215734818577584,-0.21439873471923696,0.062040184427821256,-0.1988462156828407,-0.24804716786869818,-0.043670578368286354,0.2976945841063036,0.20980260017268368,0.11592792653056799,-0.2966143503084586,-0.11842100878005898,-0.1265987149338355,-0.07645175159428416
5,-26.037134422994093,-0.24618459896967212,0.08308542543824715,0.12117898061385729,0.24397021029534421,0.17626943746725127,0.25371340747272025,0.19748269460468726,0.0971173862497672,-0.13074257747676662,-0.2240806583385768,0.42993291971456205,0.28254733931924375,0.22279606997609291,-0.35559241768664124,0.08708348825066337,-0.19237170245968696,0.09736627123216993,0.04800544749633927,0.18398597724936913,-0.11339828059325088,-0.15036383215836618,0.12261714010526893,0.25615821106803094
6,-23.696536236075477,-0.022692113363226758,-0.41966119306373084,0.06842157986477909,-0.045668343418099916,0.39475966707850596,0.04881579263425579,0.17818029997452411,-0.0772409170899892,-0.14633703684191288,0.04816895160412856,0.10038268576964135,0.02720596187911623,0.11129431102130549,0.005841056905498817,-0.4397186552286657,-0.21868714098265143,-0.0763159961926532,-0.20549619418574383,-0.27996022649468677,0.3621794235101118,-0.07742450895442378,-0.21493523353981883,-0.15074803203275405
7,-18.083546459654155,0.0925313791030373,-0.13703175138717835,-0.26985237451599686,-0.12828856205867845,-0.22381878492410182,0.22797927967185025,0.41483656705097194,0.10632586924210678,0.21975516754390068,-0.04451074723537425,-0.31426165989537613,0.04766342399418733,0.3094957462633397,-0.0692095611649225,-0.2603946991052545,0.06216161252013804,-0.2921067312815633,-0.19166112294199109,0.024805713879566958,-0.1727359705869581,0.03565996018397327,0.2758660926195801,0.21089840059711598
8,-17.057606746404296,0.21648196800738942,-0.06234476126349119,-0.36615439273916217,-0.06978286549805142,0.28540814465547626,0.19299349067375632,0.046195335951144834,0.03762887405570737,0.10310780018232836,0.05719122580278231,0.052981568597280024,0.3486038493041251,0.16360943181822846,0.167686061086543,0.31215447685932746,0.08833265480456218,0.0687900440172546,0.13360289746595913,0.17572223488117625,0.1382822391275178,-0.04245209384571913,0.19800954308447466,-0.5254524107155951
9,-12.029064514563942,-0.2953429551389049,0.19102305848461484,-0.0837023274873212,-0.22765193109330878,-0.0271145970355373,0.029883851420301387,-0.031651053996777125,0.08737109669798826,0.08468783857028532,0.20369317493730785,0.2740939954111135,0.022264625938110492,0.2853065548044964,-0.23440790337487288,-0.1524539019175284,0.36319650400985487,-0.1684851398959104,0.1535839724529857,-0.02489256224060767,-0.04704459307785827,0.40516742989338794,-0.3790248748131802,-0.16962290843971187
