Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14
0,-41.00707368177736,0.07354384986416415,0.3125273136798598,-0.37820950637913964,0.25411674634713965,0.06258130666790898,0.24635112385598454,-0.3077695661942474,-0.038557686603826295,0.3489929599183438,0.3759106800564339,-0.21292653382668475,-0.11662361203909133,-0.2387842594161357,0.11938715508888179,0.3676563818702429
1,38.46756365523126,-0.2945195869778811,-0.23688014540863317,0.11207747484907238,0.3795372233607335,0.1281808879019699,0.148035052784449,0.1319667378494661,-0.4194304859876478,-0.05466889967110631,0.06204011217356448,-0.1326405611524938,-0.3889979080030431,0.47839288829274995,0.24066788309976817,0.07951688772703298
2,-34.5413156100065,-0.16700009650775327,0.32960810952689185,0.2734964602183574,-0.35759483589387814,-0.13971425157755316,-0.5082169634727156,-0.07218444640036073,-0.1660060123745566,0.10143096487032745,0.25699428272032665,0.24078213413328808,-0.25798395694299764,0.13505340269825064,-0.021467049153053874,0.3614631669557958
3,-25.340749268408313,0.4396258226847045,-0.1860336085955098,0.0003113262014640168,-0.0959501108882327,0.04603052234223178,-0.19140204567983735,0.3435421215268451,-0.34194816416976503,0.17469251236421587,-0.2946637983051657,-0.38011620566620036,-0.1996107412430137,-0.23445785296517432,-0.229003139656498,0.2830563458951625
4,-24.41485976367817,-0.024152747468035626,-0.18709042521655164,0.3832955472492699,0.23676929260381493,-0.19435053933567112,0.1870508286388429,0.03173819150355372,-0.0059536956274593026,0.46551753412267427,0.2200242852276524,0.27299913862173536,-0.22416679434296607,-0.23481260181913854,-0.4116319104892586,-0.2704836583766312
5,24.903158218984586,0.09145519575497124,-0.19388723155195062,-0.018965522278036724,0.009071143608018487,0.46837667321591314,-0.37304009610536737,-0.48312849365008054,0.0037551570102022183,0.33586981016698414,0.01396202060173193,-0.1711723635375433,0.14308904588357524,0.32942079694859744,-0.20569971254064254,-0.2191586054429232
6,21.881274738113998,0.29824422409673534,-0.09522623166826218,-0.06358683645565885,-0.19233961911711514,-0.39695216368750136,0.0098629784883929,-0.29610717338303516,-0.5384138924083124,-0.20686574847391664,0.3064650889417989,-0.10782093438171453,0.05200692801332168,-0.04107749693330766,0.14291322277065946,-0.3905782167422063
7,16.998705701367957,-0.2871410103687797,-0.4398867976163326,-0.47450735463737226,-0.21002170659110936,-0.2707428986366752,0.017830085476606194,-0.12477666343320737,0.1723592324278244,-0.16545456824760396,0.10391103286216526,-0.06282359201001672,-0.22802797325643165,0.09427536866836043,-0.4459949197710391,0.18431266355795914
8,-14.878603236570134,-0.3062722249042823,0.3382454359766336,-0.3936160172649262,0.2856390327940911,-0.3355376236595789,-0.28437003226954255,0.1493318321780831,-0.24879353520292813,0.25230385250236564,-0.32152909775832605,0.0039037704456828374,0.15374342731119783,0.06968902470869177,-0.1350978284702378,-0.2526175623456383
9,-10.191062487226295,-0.48792104239924233,-0.2433434647599466,0.03782218281392505,-0.4321370422261021,0.06887389814478793,0.12895800372531338,-0.13061626640870838,-0.15496594230310637,0.35623992418559286,-0.2468610063052347,-0.07891817001219355,0.03527610677166824,-0.3438898804512242,0.36941512211460376,-0.04525193103588
10,-4.525562945656308,0.28934303251353705,-0.16263206659952928,-0.3523880562733141,-0.25956850625333105,-0.0005688633852310768,0.09937469859101546,0.38879039119697256,0.04315011612967565,0.41772981087372124,0.17773807148013981,0.37101885462449313,0.07309854620436769,0.35507540760411016,0.2437913310828016,-0.027974105626002922
11,1.7174648476026608,0.22367207010527682,-0.17587079754865437,0.058223390079789564,0.20482673544180297,-0.4330025451951254,-0.25987967088465513,-0.23922801667075666,0.4160398480993724,0.1354946099516111,-0.2599984503518097,-0.06885224168731006,-0.3343859174857816,0.044944280481402386,0.42871438944147156,-0.00446023511966333
12,0.2665794844514707,0.03163353336060182,0.35302099583971047,-0.17669402660496672,-0.26004408893998177,0.26396772438175486,0.08324673348800528,0.06799477533491505,0.12341241660860527,-0.06175316594912193,-0.06199975072235535,-0.08905757323235199,-0.6555770726910247,-0.02451311031383831,-0.0343574772371548,-0.4815782341773054
13,9.469677699769118,-0.19416331214864332,-0.15167456140235341,-0.02577625087700642,0.10052294522582875,0.05894890795265399,-0.42023211570834773,0.40704237312832975,0.21127473499649652,-0.02421347361846743,0.5283155136905202,-0.3487589914416547,0.07695174101471154,-0.2417513191032534,0.176756630084119,-0.20295580944435426
14,9.076287647801976,-0.04499285226269225,0.22173454950302318,0.2780351222853065,-0.24831508807321231,-0.30334503396017237,0.29913391655660193,0.09437352501330015,0.19423353079462827,0.21657540770678677,0.04661338482429762,-0.5805176288065583,0.1597217381394229,0.39550253326769885,-0.11602157922197526,-0.015506699127725624
