Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25
0,-55.051717425194475,0.08088321349397899,0.05681012280144545,-0.29597153814601584,-0.007970903192746917,0.12124413980770393,-0.13986861390773597,-0.2927766093514194,0.24330077549895981,-0.22570897663714626,-0.1105075879560836,-0.04197238943491538,0.059587196763695505,0.12584985091639403,-0.16837655130019918,0.08967635042376058,-0.38945389324371044,0.03266097636931546,-0.04177190157804531,0.42910417931623435,-0.006412059831598955,-0.1856677955426597,-0.15648970228836961,0.2917498658520281,0.01516126343685636,-0.2495447779023387,-0.23969165356424815
1,-46.71263438781792,-0.19346634438297602,0.08855679107175139,0.3392530591182712,0.387165841527046,0.09821161854719104,-0.1785387231452748,-0.044042237247173356,-0.022709895909890334,0.057866597688908464,-0.45195464504386684,0.26791115361927753,0.044742171599275474,0.29154760105817756,-0.02181097760580789,0.12962004043043138,-0.15789773962945858,-0.08001696726682331,0.26356026622238293,-0.04944015754127716,0.13909426797086116,-0.10297235106622449,0.16487484866037044,-0.010234717492990816,-0.3087296484997536,0.0788482081168168,0.009041025649481107
2,-40.738109208166385,-0.173025881410767,0.050332529749921404,-0.1085139341724872,0.2523987593373216,0.3739887345000562,0.23530676967996475,0.19459331007816577,0.1857110386656594,0.31915851392587025,0.013583774789800156,-0.10346460572573721,-0.041953818421685315,0.32887533832908084,-0.28822279765720615,-0.035552908279051186,0.0887079178697312,-0.0201647378621728,-0.05625138371079302,0.1315957940847714,-0.04540369837125446,0.16109675564041728,0.18731956016796106,-0.10424608762483116,0.3894365173170462,-0.218979805869388,0.12291994035672182
3,46.738825512252845,-0.4193506033706688,-0.11499103143218493,-0.2242007232313622,-0.09115952007908425,0.026523112741705292,0.012627130957450008,-0.0999837408797373,-0.16001253888812594,0.09745667314171705,0.1298004641933954,0.08598321707985918,0.2744821313510795,-0.20841883713198123,-0.21825164428352561,0.323320705510928,-0.040835846802165475,-0.26558369230210327,-0.33185104449619507,-0.0012022450583340472,0.3978895837040726,-0.168516356719273,0.11360245486305035,-0.07677631164367368,-0.08273672235619761,0.06017059336876071,0.11351541218368699
4,-34.415466401610026,0.1362262001965345,-0.2358899422167902,-0.020680317380115245,-0.1622303372958542,0.20624842966064885,0.04652419426579943,0.13421669324714114,-0.17601520547509425,0.07504370213877873,-0.022594487543953476,0.029763864994412196,-0.15535183150529505,0.1794768129883198,-0.0007145202387651863,-0.2736972865534914,-0.05579507163891034,-0.37571359027886153,-0.019724588770292508,0.2367540763102246,0.011440715040522671,-0.02868399852700822,-0.16617026444463434,0.37523885202415036,-0.18915451176095846,0.2119718927469516,0.465050051987247
5,-33.314128768689706,-0.11927809929798948,0.21897688235042648,0.0032963438678684166,0.15603920392821588,0.01769022935881518,-0.4838495423498503,-0.0553295820449506,0.2877281500930395,-0.07479364254271963,-0.004629994248278371,-0.3512907127521668,0.04125431988844136,-0.02408093719362026,0.0652954200175927,-0.15491832030207625,0.16501072232048902,-0.04306345306000988,-0.06205935485691516,0.14387293128482756,0.3169470960425486,0.23897314979187825,-0.26782123252503687,-0.14516574263433435,0.07169274516534994,0.31724120023824814,0.15441619583404806
6,41.4529458813855,0.045108927476938177,-0.016786623080394407,0.20359271332342505,-0.0524668358300982,0.560426589267333,-0.24882789524422677,-0.027760751529752926,-0.16113807622390433,-0.28310498063490236,0.09373062036953989,0.20522529097793787,0.22253567596402432,0.09025175663604904,0.08944116527086061,0.016250000612778145,0.300324426969239,-0.165636330866279,-0.19287747468818864,-0.10428322576443312,-0.20644036327229787,-0.153001606227589,-0.08156108102814168,-0.00021129422405354503,0.2327158634834907,0.059795829205544576,-0.24010453629787562
7,-28.120954075708756,-0.26666766761178895,0.17131375995982318,0.02468343681578705,-0.3297656527996564,-0.06232531531276838,-0.05423840289566683,0.3512042481047217,-0.18039516754543058,-0.00519113442572555,-0.3297081867968478,-0.27301361422495524,-0.3689492756024251,0.10328970855636962,0.11977318092745974,0.09575484132490945,0.07041411571758198,-0.04873528261386795,-0.21650105777347908,0.2677323850104461,-0.0807715420404396,-0.19179009298463126,0.09349397429093143,-0.1265638804480672,-0.041677976680396134,0.041802083193336656,-0.27650731420137137
8,-25.923647897444166,-0.06133667377726297,-0.43239272468521495,-0.16867561577051915,0.06166623611889867,0.21131814199209822,0.21426463564248796,0.09507526675518192,0.09776368937350206,-0.19184156491509155,-0.20027228494077007,-0.00574347027038751,-0.03402485908964025,-0.14701134389245357,0.09884246138340944,-0.28742699294264257,0.22137138040687457,0.28001548001984555,0.23153556501174882,0.06262915818972846,0.42696721009892646,-0.2680217343496256,0.05304454270987496,-0.042395820775372774,0.0379802203447225,0.07632258478995663,-0.15747579173357404
9,-22.004112916626358,-0.02440338911890974,-0.06836429461152076,-0.17304117497590887,0.1008883056231456,0.1672386808056579,-0.3488378540629162,-0.3637607239489907,-0.21603103773127544,0.16861392993737495,-0.0022564631508003394,-0.09548530936346247,-0.33196133144352746,-0.1721519123688713,0.3094421698768487,0.17441355142719037,0.16300741875484076,0.16635668966671682,0.09129760373448134,0.046177429676017547,-0.0920060358228315,-0.10706840265763926,0.2709560167237608,0.08677269923420956,0.07861148271414156,-0.22801667625640631,0.3140676613649142
