Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26
0,53.98175571864239,0.17019904852377152,0.20167657490667365,0.1145883730966393,0.14511008113300847,-0.2302299115723439,-0.05263940162220562,0.091620899874459,0.2829827406416869,0.166678994673973,-0.43704297085986654,0.07254875719199955,0.09941024329786706,-0.05239643547978745,-0.11148229631157196,0.25103615527163176,0.2112799082710901,0.0028634135710910733,-0.05048875448921112,0.2042235396240708,0.19326448378331418,-0.026219601733317728,-0.03303383666416867,0.17001163939598973,0.38595905437336997,-0.012125064303214503,0.16926356914289475,-0.32418346061607023
1,-52.221862477435195,0.015147859126024902,-0.12015920716025656,-0.0973670181618715,0.24302073405930777,-0.08050879366267416,0.26631742365945,0.25409069213105406,-0.1860338903684957,0.1538210309507022,-0.008495489780329617,0.36137033649207567,0.012759109979103705,0.36159408907925145,0.1143263521780848,-0.0467201654118659,0.10939298896588728,0.12637150931947166,0.1066986977948158,-0.1539921188731265,0.16997089616359054,0.03826424017620036,0.2295750966368089,-0.15069797563002305,0.22384355325320457,-0.32177510510182844,0.17280953304314456,0.2956614227746338
2,43.395432291378654,-0.041595164651135594,0.17880408305304618,0.1987277001267515,0.13864251421322954,0.11570214086999213,-0.18852380964632465,-0.07948688848015541,0.2988215280152852,-0.1849633875040238,0.13871882122947807,0.09049503104884435,-0.10791217556244588,0.07998425289194873,-0.4553063026890773,-0.14295653590719015,-0.09107251276203886,-0.1654936375393006,0.21126361036035812,0.2442723435712386,0.05998690931243588,-0.06915472764392167,-0.09257676167567572,-0.3890157628786356,9.330310359147376e-05,-0.14845105894548263,0.2860820737086568,0.20849061275081596
3,42.419013349630625,-0.10229736959727909,0.028855317640950645,-0.14695930730369822,0.18874590748533007,-0.004553443472757224,-0.21391512218432526,-0.09193616421830922,0.11785929967229837,-0.30750607418246645,0.02534189870768758,0.26769451423598206,0.17653245585599478,0.13076803743624638,-0.203551208809463,0.18237315274713084,0.07126043078460646,0.20237849494086027,-0.4705742581183628,-0.04240502253857069,-0.001002464855014668,0.22818334723903722,0.2211439498239385,0.007635119684003984,-0.31260998819363683,-0.23663169981897245,-0.15237384208457927,-0.16215768473415845
4,38.78582148735555,-0.045682446672035706,0.13308745595350488,-0.35996884347788866,0.03910613825237452,-0.09955169482424409,-0.1426792753155307,0.2681945751407188,0.15771631277778106,0.03414835946304323,-0.06545025880987346,-0.20636939463953302,0.3694042739165143,0.3184358387872836,0.021544205545352465,-0.09248671115382609,-0.2647732815885011,-0.0543641781511179,-0.008954203327128442,-0.0527290739885854,-0.4214571739662172,-0.36619850279691957,0.022761537363355306,0.05270969511683008,-0.02400627026694517,-0.01845825683355982,0.18465900146918715,-0.03384596459408344
5,-43.051056190157695,0.33849306842496224,-0.09020617563825989,-0.030543867403468962,-0.16781382449309265,-0.0829020264749876,0.3232051276571564,0.2574047845476573,0.2673446802596627,-0.23266133038407427,-0.2031893098883367,0.16992571285287147,-0.18438852642532194,-0.14994393356955918,-0.11789651429130144,-0.17903523762370782,0.2815713800516713,-0.25826561584240926,-0.10257171305574456,-0.303911594308112,-0.16954523708876107,-0.1533843512957019,-0.03940977683264172,-0.08866417241801934,-0.2454994463914126,-0.026509307569805678,-0.02297107523493408,-0.018567079365311847
6,-40.31885670712284,0.27516553041003217,-0.47671674303036,0.08633005965455089,0.023877316023727682,-0.14949889085685264,-0.1558129902284109,-0.08536336244757183,0.09892102219125384,0.2746309996136042,-0.0021917784024138775,0.11010306239012321,-0.023857540407819868,0.12085633550955617,-0.2690852349616615,0.14000721804230373,-0.21060796356754014,0.27191299191137097,0.13291410136621318,-0.12132796138999638,-0.1635340238481794,-0.10800757474443967,-0.05381363076866886,-0.30626861857957965,0.07219197506283508,0.13710494467283835,-0.31968914379479885,-0.13628350670076353
7,31.588826183106004,-0.09606524046152454,-0.22756220626452317,-0.2091227163049843,-0.22367821062496152,0.13541752189405099,0.11786051806877448,-0.20473972926289735,0.4305296151864565,0.027069038138641366,0.2818892892870668,0.10139469324218484,0.24109542794149216,-0.1527804629146515,0.18212666777655953,0.22641350756928116,0.07965312837887259,-0.06019773331843929,0.24168692918403661,-0.06465016101921435,0.19630809359053658,-0.10297814671559298,0.33326608714253547,-0.07574050726072,-0.016186585947438038,0.06352337187850018,0.24324033489674748,-0.165451865973457
8,-34.67450289793583,-0.3765399809023336,-0.026076276636356966,0.3007882154898907,-0.18902828535020533,-0.06875313868694,-0.3203145261593935,0.21028288709515514,0.11780904116834748,0.2122204026733511,-0.14567781396981475,0.17910521296990534,-0.07617262113373646,0.1115280270229648,0.09507838355269008,-0.08100029222385356,0.1658061137585595,0.17458330633211414,0.2711304380887373,-0.22327064457461368,-0.08610513560556962,0.18908409216272898,-0.12017534086837092,0.12431677365199971,-0.3522404747090692,0.024795636100076887,0.21550996889251567,-0.09053938692259332
9,26.657570720140285,-0.41797037732446524,-0.1794630557407816,-0.15259574479049343,-0.060302217698620736,0.1628010142079508,0.22474907909638517,0.12753458078557686,0.08007008161601875,-0.09790420178644584,-0.3080362386671649,-0.27206123049671016,-0.3704691895674224,0.20208417116806862,-0.11962184328711033,0.3192219011996578,0.09622069449322376,0.19903776296471765,-0.09071653537607088,0.19837611468703426,0.07053177397312102,-0.2033939928835477,0.024476604467815487,-0.12588235810848666,-0.05797336279594244,0.14500889349948157,-0.015120233580764017,0.09914425364753016
