Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11
0,31.612359312232513,0.37818135533805514,0.43633456779974095,-0.3148415674995381,-0.5877897054020219,-0.07142189023769305,-0.1124489470191155,-0.37046359802910617,0.1872701305367341,0.14405617564843992,0.024561120793012176,0.024328771584000417,0.09981235467077268
1,-33.398578653706345,0.3139109997938493,-0.0688032462734363,-0.18563715610662831,0.16649973456754494,-0.37217994965556395,-0.4746861553106931,0.40792450449174306,-0.08822419155653695,-0.08397832942485127,0.11393493793847002,0.34957623651953007,0.3927783558537166
2,22.437875984580803,0.1333760555623679,0.12768440070660553,0.6762129955608419,-0.15743148518336217,0.33006902831883256,-0.13135429779811902,0.12702188808133347,0.29981926535231335,-0.056168700128540965,-0.34421805664634914,0.2694202937930023,0.23959315242690707
3,16.013824891640297,0.2867549097791096,-0.35351559648050557,0.1218958900364407,0.07032728774133606,-0.18951332031041565,0.05932493353430103,0.01978432096725479,0.5026256416563897,0.1225240859334289,0.10916223799981256,-0.6186270398029108,0.26628396087439454
4,10.667102864914677,-0.36940276556830215,-0.29907082015036657,0.008433027838665372,0.0036355321727102774,-0.0006387806253502347,-0.0021669487183639913,-0.4223465216870864,-0.06785016385543753,0.49395446668834453,0.03763804225373863,0.2637378449682374,0.5254172505675787
5,-23.19673015494547,-0.11846098972621634,0.1360048027117683,0.0760446046348582,-0.06460464804659069,0.052221273005986675,0.05147730722691705,0.39393962180853215,0.3308180377118872,0.5179729204976404,0.5385690881345024,0.22095313257158367,-0.28343301683669314
6,5.877946794769797,-0.016139944066932057,-0.2966390367899686,-0.10184315350917475,-0.004698583826581851,-0.047100426752981865,-0.5571436581006138,-0.06030685514326148,0.12939381003723718,0.3376634396690014,-0.4655361114520278,-0.019290285808541342,-0.4870635625401949
7,0.3144563981636098,0.18146393691605228,0.46834199958695244,0.012890656096297375,0.6764493094244277,0.2860968520999963,-0.24403878147135644,-0.24863558035318964,-0.030192205115164076,0.22048707708392087,0.08186675982154838,-0.16583889231172966,0.054954174980044575
8,-18.386021550043118,0.004013315505769444,-0.14783149770055115,-0.5139872006994766,0.24160829830790015,0.31929743548501954,0.21636508897725368,-0.024998670577822384,0.5646068960040139,-0.22783946778261085,-0.1419510704698502,0.33790223247833356,0.0341012684501253
9,-3.392741156915229,0.054547176695374844,-0.3443171819040173,0.06985860405028353,-0.15931056475837144,0.4330130408484042,-0.4276716846957543,-0.24659957585543202,-0.03947651465857502,-0.330642692453334,0.5460853860270766,-0.0032904587030904544,-0.08883933631107088
10,-11.708753951718322,-0.6867742685558841,0.3264363089605677,-0.08089851235527755,-0.06900531828930236,-0.12796687660967193,-0.3709332362067426,0.08423865445632661,0.30313546512287076,-0.25429285822374614,0.008383165783615781,-0.2500817335320861,0.1739076765923272
11,-10.152210778973194,-0.009472675126960579,-0.03678218700812818,-0.3198300785511163,-0.21619809972108467,0.5647088992575022,-0.036440502061185785,0.4607323820924628,-0.26588204928030534,0.23067293265663902,-0.15061262058380223,-0.3145403732131367,0.2674004278718376
