Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10
0,-31.77976524882244,-0.47725084976667675,0.6672777480776717,0.3508844121982159,0.03727991164038828,0.24375935823274728,-0.16288425964472214,-0.09246154115063483,0.18474123057779585,-0.006796406600727716,0.2274778352951289,0.14846430027159513
1,30.467916070382064,0.1928071737485665,0.09330566908435384,0.43525977800008625,-0.4943417168533531,-0.4402700018422459,0.2354541160843021,-0.3775049780932703,-0.1591041307311782,-0.2892063696017591,0.1391902121705315,0.013414578456439263
2,-17.86861939867271,-0.5014689070110624,-0.11434389678582892,-0.22062774505624438,-0.33876972086656904,0.07704644661770203,-0.1645744010853473,0.12995497418671612,-0.5342487306732053,-0.16281023434032788,0.22228173165034368,-0.4009559231413121
3,-12.999692699096078,-0.1008946372241367,-0.10175521602813213,-0.014896134646735483,0.29973974381288526,0.33466929645878235,0.30417725214063246,-0.18422707765878776,0.06234134003116009,-0.7804330983142932,-0.1795186589151721,-0.07579031578823793
4,-11.04358991477303,-0.2958027674585642,0.02134819952975623,-0.20203279022821116,0.24626077070451582,-0.3219902745377741,-0.23537333171699015,-0.49773397667939373,-0.34313030967055275,0.04949759800546436,-0.39249634055719235,0.35989458030103133
5,-3.891391589775653,0.28530970085490853,0.4243393403435067,-0.6287290422065478,-0.22623840900210346,-0.030551326505049728,-0.23524854483504964,-0.2751172996283412,0.2804319178106919,-0.16912260049687391,0.029203251875179453,-0.22800951342925221
6,20.076787126523435,-0.1266183053458959,0.46971085847967314,-0.20697971558007786,0.12898866672784395,-0.3762981816597355,0.574463016896051,0.40824834950720085,-0.13626704630701514,0.017851662462060682,-0.19960533730151928,-0.08280314458729605
7,18.845969677731286,0.30084707210348943,0.16084855895140016,-0.06209829055849385,-0.14653195294722787,0.1192890943847055,-0.2677608525144192,0.4396964188504954,-0.323248729752154,-0.35627956142635187,0.005414705896090267,0.5895575291864247
8,3.2742823739126505,-0.2594371502212889,-0.24552102762395847,-0.36549318460826624,-0.021884030731290197,-0.16412942928010574,0.28164832680953755,-0.05523961133199555,0.2499655725268776,-0.04461174854035859,0.5922242237215384,0.4624169334634701
9,10.761511938630079,0.31153849728370325,0.1813901674553823,-0.10076145944147599,0.17418849035933068,0.4290970295756407,0.33665001206018774,-0.32624170563218985,-0.5045824235717746,0.2857037194024361,0.2978319032411389,0.026867229621370257
10,6.829651663960412,0.18330384268724878,0.04901703361300744,0.10944478662086443,0.6073460480815565,-0.3966105740761707,-0.30547735971862156,0.07210813122799992,-0.12133950569620436,-0.19699592369012606,0.46155455952715124,-0.24651657116872805
