Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35
0,64.23861034588654,0.12288807001730925,0.008822216328337287,0.003774672250714716,0.014423017015058446,0.1903266666951904,0.2461135302698053,-0.19154757717412924,0.13409608450938268,-0.2117300732550692,-0.1443522842677469,-0.009404189781822907,-0.23550656596509983,-0.21795763600570175,-0.18221257445851974,0.09985222417168503,0.03191188384553173,0.12491054859030466,-0.1334517623420981,-0.19662131457643922,-0.08141433300240611,-0.06878793005399436,-0.11921804025066338,0.09820318702809508,0.326784776053921,0.31970372692044063,-0.24239305882054435,0.0024947070968693477,0.15323696088704286,-0.263543357676524,0.19784176537439602,0.043184836248545466,-0.07069859007177079,0.054230000386861904,0.2133920768970719,0.2084496225110044,0.11957219467617498
1,56.042601838603055,-0.04487870652443367,0.19249501309555947,0.21878747501802054,-0.21472314440657475,-0.14712506764797467,0.15566480173581557,-0.16947531095205332,-0.21752668830379435,-0.04104347779542767,0.3159405838803217,-0.038971727353428576,-0.20942831650177046,0.2133112204904356,-0.12350930685566684,0.0779777645680784,-0.05954092531105527,0.15616061835987008,-0.038078629356936886,-0.32768306599822616,0.07165767651371882,0.13772444618139698,0.01696474127205735,-0.23758947797352514,-0.11264340325038846,-0.1417115868287742,-0.024446650749061397,0.21434963958772904,0.0732717176771592,-0.0819330574551594,-0.0055416199113561835,0.18445696022079439,-0.1851912658286524,-0.36953128403363367,-0.11114910355391244,0.07013797868933008,0.012300021218705187
2,-58.25386619262037,-0.029276206737420186,-0.06660289790287624,-0.16986055926623528,0.2638160610181458,0.15005478149547472,0.13033843487256713,-0.03289843059873621,-0.07836020906666859,0.22025737263772607,-0.2658163009842626,-0.11693637962861818,-0.2504995738955796,0.22728824247168897,-0.03188014004084598,0.11937992438608455,0.2806199216888504,0.2034191643403189,0.21438056036116251,0.032246793535556144,0.16743085803305727,0.2504039045489893,0.1933670779771681,-0.007466127911083224,-0.12477635394010976,-0.05154844216237149,-0.183251671738464,-0.17702958506090594,-0.2370171613411868,-0.022727323476302113,-0.04545967822553358,0.04573302895000064,-0.3112002702894244,0.13317373391074713,-0.10849646362138055,0.1402715906615562,-0.0408636705428214
3,-56.94019386310069,-0.28042346155954023,0.0706566015882166,-0.23797940469436837,-0.24706087619129838,-0.31072794422209493,0.23232276142234973,-0.12880515126946793,0.2088499593826167,-0.10535601484565049,-0.10525412324198374,-0.18240703813247625,0.24028273442767947,0.08988384788105433,0.05748493061317084,0.15178476213391362,0.035876886885962224,-0.06432033533856256,0.033384745801838075,-0.1753036070837173,-0.0016618685216256116,0.004883182440465089,0.29116298621486303,0.11743632292615777,0.005403159960100055,-0.09722665684273332,-0.12626576178617233,0.24929137731006135,0.08001122805100848,0.19413725841353457,0.2390825497819966,-0.06434382164071387,-0.08749934419676915,0.28074638413260683,0.0948136871775905,-0.08593889073838516,-0.09314900580832404
4,52.5669823929712,-0.0874200929045416,-0.012560092832653254,0.2958918036464059,-0.020515685740006805,-0.055834009115200325,0.17006448202059413,0.175580459428422,0.27283817074999184,0.16288396841536476,0.1103615408188077,-0.4206267285324171,-0.20401384240392115,0.009355498490784493,-0.2055578473917673,-0.08894176941909958,0.11092883006005426,-0.18886191023789603,-0.09949778509419974,0.13605422007377707,-0.18016581051307798,-0.007031479242757072,0.12089707089134613,-0.1994794052546603,-0.08915645720693659,0.11002926399148304,0.0002996570801796257,-0.05816144016358929,-0.24802733876595956,-0.10577815022574628,0.12907728787618422,-0.07831938871867566,0.05261408476277613,0.014098682776315326,0.06647529414387854,-0.3006318620784851,0.281780166415372
5,-51.904034537678214,-0.04773927966863531,0.0025171932633224784,-0.05648452052241131,0.01110884218375485,-0.1272932730943979,0.06239232029183266,-0.12529395100841706,-0.10634915254340542,0.1595671090891134,0.034713829458720744,-0.14804184938239906,-0.26632461983478767,0.13423843198748622,0.12175849631125474,0.251201910222244,-0.1848606953598484,0.07631689921044081,-0.05391878934840916,0.1098229512838553,0.02251319119304624,0.14663172290877086,-0.25168226591631465,0.21664772986730085,0.17060874689467348,0.23822070368829443,0.04811144176817761,0.11859491679622298,0.09513098154791759,0.23849344087480143,-0.053284625679519984,-0.3791735701542623,0.17154194824687502,0.03979988312050426,-0.3753924751806557,-0.030398907433650542,0.23864450359117267
6,44.936388176541136,-0.19542249361530603,0.1998681555489098,0.29172696484824157,0.33900630257402475,-0.07680108065570698,-0.16610495684171533,0.1083262061443566,-0.2720442718219269,-0.06252292204639352,0.23640897667239477,0.09483602712113721,-0.11934774699555652,0.007779548999552721,0.030039696925448316,0.33456626601642964,0.23540522998298774,-0.18983045852246194,-0.044867277543029715,0.10783662418693218,0.1141384242307809,-0.15986148258670166,0.07464428149259407,0.167605546976154,-0.025835792149223026,-0.07862316498390232,0.07650702308284672,0.035578615196331376,0.15908714337349966,0.0037130342067525418,0.1807085887527917,-0.07636479505846186,-0.11395001986350792,0.2060884852384666,0.26136812976618573,0.13329339017771202,0.10006128840798327
7,-46.88059312309303,-0.3567286125171246,-0.36499510618865977,0.1667907965028457,0.11707300899921554,-0.10059161797209817,0.11072351059125028,-0.1574772718446644,-0.16558743969027107,-0.20046879160695608,-0.05236095485182082,0.026685018965536468,-0.021048845986240357,0.017412913823285178,-0.19038440499878803,0.09690213064146089,-0.20483314631208674,0.35397520206960437,0.1784781476093281,-0.11354823525908815,-0.13880376525095586,-0.27005217725495095,-0.09270770764379002,0.09376202094567516,-0.049833129341754046,-0.17094924400473271,0.07028765835248046,-0.2760408406243444,-0.12107865861928409,-0.04397384541651592,-0.0273685346843329,-0.06371600968367493,0.11250425626161638,0.04342491314840926,0.05749385944746968,-0.23923076905999485,-0.04965586884562328
8,-42.83171799789835,0.031978161439036264,-0.08232072446625817,-0.1482250678589692,0.1378864419839385,0.2089721823839453,-0.023620203895748336,-0.003920873792337976,0.00595365878730781,0.045180992332595114,-0.05576406815462176,-0.1704513074583308,-0.08940389340196268,0.3610035868512126,0.2178506579934456,0.06846667839918792,-0.23218007755160242,-0.3826862895925159,-0.20817294190168908,-0.33434022814695774,0.10388451901875684,-0.0931701003963643,0.04433762375045766,0.1123305364326744,-0.013502850202960114,-0.05468450539313089,0.05294921471000572,-0.19868836377202553,0.043988446269740286,-0.24287903234227096,0.1366748039087,-0.1911401679113297,0.024434054208547547,-0.235966328246883,0.09829005865924474,-0.12376848519531211,-0.2233587642631809
9,-41.62090657780552,-0.22495465154674923,0.2566098356593798,-0.11393710400027146,0.049814717946180226,0.07344945727665278,0.05937577776783645,-0.12403700891811775,-0.16586367574606686,0.1580778799560208,-0.1490174378502433,0.1643313845652514,0.19316493749256733,-0.14731500113387633,-0.050819684106215395,0.08450497640283379,0.011307224170902063,0.06326614701882093,-0.3286622023342983,-0.01832874922123707,-0.24263921980885014,0.030723131852608644,0.014608900188541147,-0.03850249365738935,-0.5404043759958393,0.3093627118526099,-0.13084848202971286,-0.03696939277013734,0.056672700476578436,-0.0600150413869963,-0.15295383229786824,-0.19167444083064475,-0.02998461189620541,-0.10340383447875458,0.08006185576068968,-0.08943863239720068,0.012345812518459509
