1,0.0
2,6.77782381552916e-07
3,4.0864241701576987e-07
4,3.248326346239061e-07
5,8.661113346519755e-07
6,2.101163315171295e-06
7,1.123968736416181e-06
8,1.6185019622305674e-06
9,5.585469725621905e-07
10,1.3388183081053384e-06
11,9.132199807471153e-07
12,1.1211977918312854e-06
13,9.635446412969983e-07
14,9.680222680108486e-07
15,9.448159770109044e-07
16,1.001247794452098e-06
17,8.681208212291125e-07
18,6.67420162636656e-07
19,8.966015804245941e-07
20,8.255968855785945e-07
21,6.882863883284074e-07
22,7.566123583768736e-07
23,8.234773632986858e-07
24,7.630728343088755e-07
25,7.838254330039263e-07
26,1.041544484658985e-06
27,1.0983693909949466e-06
28,1.004482082567204e-06
29,1.0800340289884858e-06
30,7.704418416021319e-07
31,6.926383371297362e-07
32,6.939437653397107e-07
33,1.041280091484964e-06
34,7.11998160762839e-07
35,4.711840102533671e-07
36,7.409167822602925e-07
37,7.243103005150076e-07
38,7.145936695707178e-07
39,7.236269722321609e-07
40,6.665577846898252e-07
41,6.811593225020118e-07
42,6.167426006009613e-07
43,6.835951296135789e-07
44,5.823204330956955e-07
45,6.106206003053671e-07
46,6.636173312535298e-07
47,5.955000297319657e-07
48,6.036736216463723e-07
49,6.862769857951534e-07
50,5.818156098014171e-07
51,1.0685355209538727e-06
52,6.948635775660961e-07
53,6.516768823461305e-07
54,5.746461148037341e-07
55,6.174906626021937e-07
56,6.696611924983387e-07
57,7.933903307666412e-07
58,6.454344301243253e-07
59,7.396838397344396e-07
60,5.601149907219494e-07
61,7.331324831660879e-07
62,7.487284163776309e-07
63,5.942776051259813e-07
64,4.713178677340224e-07
65,5.916060571431458e-07
66,5.275740448951183e-07
67,4.89111435353351e-07
68,6.140505696694554e-07
69,6.075482945622213e-07
70,5.894485153867812e-07
71,5.54876022906825e-07
72,5.66941213087091e-07
73,5.528453395076127e-07
74,6.033961979512448e-07
75,6.135399253093254e-07
76,4.816614970204469e-07
77,6.469178163159839e-07
78,5.312935980050781e-07
79,4.39544172170514e-07
80,6.966922657114516e-07
81,5.74446132772799e-07
82,5.451505739051399e-07
83,7.281448348717134e-07
84,5.608716387994761e-07
85,6.367513962768356e-07
86,6.154150599124719e-07
87,5.906331915772611e-07
88,5.395631882398888e-07
89,5.138707814822396e-07
90,4.945423287550099e-07
91,5.218142151708349e-07
92,5.490433224730751e-07
93,5.513528660294753e-07
94,5.448886957193366e-07
95,2.4927345444458737e-06
96,5.778696123837079e-07
97,4.782768883160315e-07
98,5.410628199919998e-07
99,4.370495075844971e-07
100,9.560518986484468e-07
