1,7.497827825275749e-08
2,1.9789873807352087e-05
3,3.3413969846574076e-06
4,2.12362490903395e-06
5,3.3496559848078533e-07
6,1.3240956750482091e-06
7,1.603748997380805e-06
8,1.6166540165452048e-06
9,1.4185689939383295e-06
10,2.665318259431615e-06
11,1.1131578196987846e-06
12,7.697637607884111e-06
13,2.7243904959339815e-05
14,1.883261991852958e-06
15,1.4037317057402632e-05
16,8.709364380798945e-07
17,3.039416992978161e-06
18,9.157316697816498e-06
19,3.3357614963591686e-06
20,3.2575277209012654e-06
21,3.3274257570381494e-06
22,1.8906173367971846e-06
23,7.025094570511925e-07
24,3.241569055678628e-06
25,1.0216809724905573e-06
26,5.700423236054686e-06
27,9.543073330231522e-06
28,4.576954984225612e-05
29,4.790544051003209e-06
30,4.329613357945128e-06
31,7.336255777090628e-06
32,1.7751407525579133e-06
33,2.6156892599660253e-06
34,2.631659440754941e-06
35,1.69770089375465e-06
36,2.101664602793818e-06
37,4.18000161639398e-06
38,2.139372343168411e-06
39,9.137197104269745e-06
40,1.7938942540318692e-05
41,3.205267905315168e-06
42,2.1048387576216854e-06
43,2.2522315095141465e-06
44,3.578397567094438e-06
45,4.002893230659055e-06
46,3.587665227455794e-06
47,3.6463434150979523e-06
48,1.9408205929050126e-06
49,3.220402088577323e-05
50,2.7530871924419387e-06
51,5.211549488293166e-06
52,3.181931918061487e-06
53,2.047117484194061e-06
54,2.0866823907672583e-06
55,0.00041950600486961864
56,1.3100491202067133e-05
57,5.196724912948092e-06
58,3.0101366232382354e-06
59,1.2760400879052725e-05
60,8.36992474934073e-06
61,2.5179814857612115e-06
62,4.523964177627349e-05
63,3.141994206812271e-06
64,4.532338613139064e-06
65,1.6983354391708616e-06
66,9.938615771476478e-06
67,4.352416603681242e-06
68,1.6975604099189745e-05
69,2.1215805764418505e-06
70,8.336876150316641e-06
71,5.116826056639212e-06
72,2.835005757151343e-06
73,5.385831152837639e-06
74,3.301727863669335e-06
75,6.547271586887504e-06
76,6.839633682309554e-06
77,9.818421845331216e-06
78,1.1300319072038434e-05
79,2.9604024716078925e-06
80,3.7081178174136475e-06
81,3.6406439282155034e-05
82,4.283392637360883e-06
83,3.073432423450484e-06
84,7.0578485093508725e-06
85,2.4400196829699183e-06
86,3.843961097205195e-06
87,2.704263583952482e-06
88,4.103122866305764e-06
89,7.593677169293045e-06
90,2.026150726808229e-06
91,4.107649888895892e-06
92,5.798683464286469e-06
93,6.32170754166772e-06
94,3.780999476787894e-06
95,1.1808541162450226e-05
96,3.5542964627488516e-05
97,3.388153228645052e-06
98,1.1015606698583369e-05
99,4.009925598236208e-06
100,6.517226822000399e-05
